phase	positive_probability	sign_agreement	magnitude_sigma	magnitude_rho	center_sd	center_rho	dyadic_weight	dyadic_rho	method	repetitions	n_perm	rejection_rate	wilson_low	wilson_high	median_p_value	mean_observed_profile_weight	mean_realized_sign_agreement	mean_realized_positive_probability	mean_realized_log_radius_sd	mean_realized_log_radius_correlation	mean_realized_center_correlation
seed2	0.7	0.5	0.35	0.55	0.0	0.8	0.15	0.5	profile	400	199	0.0725	0.05095051840227673	0.10218249325354675	0.3975	0.5093472276059127	0.5007083333333333	0.7013541666666666	0.3452365242744376	0.5444214370599844	0.7477200574702677
seed2	0.7	0.5	0.35	0.55	0.0	0.8	0.15	0.5	mantel	400	199	0.0925	0.06785393449857381	0.12489858538387784	0.335	0.5093472276059127	0.5007083333333333	0.7013541666666666	0.3452365242744376	0.5444214370599844	0.7477200574702677
seed2	0.7	0.5	0.35	0.55	0.0	0.8	0.15	0.5	naive_selected	400	199	0.0775	0.05513293467684451	0.10790495403563602	0.3725	0.5093472276059127	0.5007083333333333	0.7013541666666666	0.3452365242744376	0.5444214370599844	0.7477200574702677
seed2	0.7	0.5	0.35	0.55	0.0	0.8	0.15	0.5	nested_max	400	199	0.0725	0.05095051840227673	0.10218249325354675	0.3975	0.5093472276059127	0.5007083333333333	0.7013541666666666	0.3452365242744376	0.5444214370599844	0.7477200574702677
seed2	0.7	0.5	0.35	0.55	0.0	0.8	0.15	0.5	cv_retrained	400	199	0.0775	0.05513293467684451	0.10790495403563602	0.425	0.5093472276059127	0.5007083333333333	0.7013541666666666	0.3452365242744376	0.5444214370599844	0.7477200574702677
seed2	0.7	0.5	0.35	0.55	0.0	0.8	0.15	0.5	cv_frozen	400	199	0.08	0.05723575041013351	0.11075457683067555	0.435	0.5093472276059127	0.5007083333333333	0.7013541666666666	0.3452365242744376	0.5444214370599844	0.7477200574702677
seed2	0.7	0.5	0.35	0.55	1.0	0.8	0.15	0.5	profile	400	199	0.0525	0.034591528357920405	0.07892197507127496	0.49	0.5069135810812598	0.4945833333333334	0.696875	0.3477367286311791	0.5468055887980612	0.7673659466646339
seed2	0.7	0.5	0.35	0.55	1.0	0.8	0.15	0.5	mantel	400	199	0.055	0.03659849414955068	0.08186744780797323	0.505	0.5069135810812598	0.4945833333333334	0.696875	0.3477367286311791	0.5468055887980612	0.7673659466646339
seed2	0.7	0.5	0.35	0.55	1.0	0.8	0.15	0.5	naive_selected	400	199	0.06	0.040647970113724695	0.0877228489004562	0.46499999999999997	0.5069135810812598	0.4945833333333334	0.696875	0.3477367286311791	0.5468055887980612	0.7673659466646339
seed2	0.7	0.5	0.35	0.55	1.0	0.8	0.15	0.5	nested_max	400	199	0.055	0.03659849414955068	0.08186744780797323	0.51	0.5069135810812598	0.4945833333333334	0.696875	0.3477367286311791	0.5468055887980612	0.7673659466646339
seed2	0.7	0.5	0.35	0.55	1.0	0.8	0.15	0.5	cv_retrained	400	199	0.065	0.04474048189620036	0.09353521417463759	0.4225	0.5069135810812598	0.4945833333333334	0.696875	0.3477367286311791	0.5468055887980612	0.7673659466646339
seed2	0.7	0.5	0.35	0.55	1.0	0.8	0.15	0.5	cv_frozen	400	199	0.07	0.04887162669974449	0.09930894642775051	0.4475	0.5069135810812598	0.4945833333333334	0.696875	0.3477367286311791	0.5468055887980612	0.7673659466646339
seed2	0.7	0.5	0.85	0.55	0.0	0.8	0.15	0.5	profile	400	199	0.565	0.516026076233405	0.6127373255031363	0.03	0.5770744447237262	0.49704166666666666	0.6981041666666666	0.8481578594574205	0.5566591523295198	0.7678120389309708
seed2	0.7	0.5	0.85	0.55	0.0	0.8	0.15	0.5	mantel	400	199	0.5475	0.49850112055362783	0.5955952114846139	0.04	0.5770744447237262	0.49704166666666666	0.6981041666666666	0.8481578594574205	0.5566591523295198	0.7678120389309708
seed2	0.7	0.5	0.85	0.55	0.0	0.8	0.15	0.5	naive_selected	400	199	0.57	0.5210443194375308	0.6176239593556675	0.03	0.5770744447237262	0.49704166666666666	0.6981041666666666	0.8481578594574205	0.5566591523295198	0.7678120389309708
seed2	0.7	0.5	0.85	0.55	0.0	0.8	0.15	0.5	nested_max	400	199	0.565	0.516026076233405	0.6127373255031363	0.03	0.5770744447237262	0.49704166666666666	0.6981041666666666	0.8481578594574205	0.5566591523295198	0.7678120389309708
seed2	0.7	0.5	0.85	0.55	0.0	0.8	0.15	0.5	cv_retrained	400	199	0.555	0.506004433664882	0.6029492139583456	0.04	0.5770744447237262	0.49704166666666666	0.6981041666666666	0.8481578594574205	0.5566591523295198	0.7678120389309708
seed2	0.7	0.5	0.85	0.55	0.0	0.8	0.15	0.5	cv_frozen	400	199	0.5525	0.50350210232178	0.6004991067731187	0.04	0.5770744447237262	0.49704166666666666	0.6981041666666666	0.8481578594574205	0.5566591523295198	0.7678120389309708
seed2	0.7	0.5	0.85	0.55	1.0	0.8	0.15	0.5	profile	400	199	0.36	0.3144979076102711	0.40816553480333195	0.095	0.516584699548391	0.5004583333333333	0.7039375	0.8434593569437564	0.5478256708196344	0.7601949188113651
seed2	0.7	0.5	0.85	0.55	1.0	0.8	0.15	0.5	mantel	400	199	0.3375	0.2929016377213044	0.38518985793734206	0.105	0.516584699548391	0.5004583333333333	0.7039375	0.8434593569437564	0.5478256708196344	0.7601949188113651
seed2	0.7	0.5	0.85	0.55	1.0	0.8	0.15	0.5	naive_selected	400	199	0.3575	0.3120927823653414	0.40561822151993315	0.09	0.516584699548391	0.5004583333333333	0.7039375	0.8434593569437564	0.5478256708196344	0.7601949188113651
seed2	0.7	0.5	0.85	0.55	1.0	0.8	0.15	0.5	nested_max	400	199	0.355	0.30968902656541786	0.40306953879152807	0.0975	0.516584699548391	0.5004583333333333	0.7039375	0.8434593569437564	0.5478256708196344	0.7601949188113651
seed2	0.7	0.5	0.85	0.55	1.0	0.8	0.15	0.5	cv_retrained	400	199	0.405	0.3580179525239347	0.4537893833995817	0.075	0.516584699548391	0.5004583333333333	0.7039375	0.8434593569437564	0.5478256708196344	0.7601949188113651
seed2	0.7	0.5	0.85	0.55	1.0	0.8	0.15	0.5	cv_frozen	400	199	0.4225	0.3750554237475196	0.47141898187429637	0.065	0.516584699548391	0.5004583333333333	0.7039375	0.8434593569437564	0.5478256708196344	0.7601949188113651
seed2	0.7	0.75	0.35	0.55	0.0	0.8	0.15	0.5	profile	400	199	0.7525	0.7079392288053334	0.7922570625558467	0.015	0.6040099850929934	0.7514166666666666	0.700625	0.34675604876503924	0.5536349763642922	0.7492868779466328
seed2	0.7	0.75	0.35	0.55	0.0	0.8	0.15	0.5	mantel	400	199	0.8525	0.8143999058527144	0.8838939266416067	0.005	0.6040099850929934	0.7514166666666666	0.700625	0.34675604876503924	0.5536349763642922	0.7492868779466328
seed2	0.7	0.75	0.35	0.55	0.0	0.8	0.15	0.5	naive_selected	400	199	0.78	0.7368470079068086	0.8178261072659854	0.01	0.6040099850929934	0.7514166666666666	0.700625	0.34675604876503924	0.5536349763642922	0.7492868779466328
seed2	0.7	0.75	0.35	0.55	0.0	0.8	0.15	0.5	nested_max	400	199	0.76	0.715799603858965	0.7992540030872007	0.015	0.6040099850929934	0.7514166666666666	0.700625	0.34675604876503924	0.5536349763642922	0.7492868779466328
seed2	0.7	0.75	0.35	0.55	0.0	0.8	0.15	0.5	cv_retrained	400	199	0.82	0.7793624469518832	0.8545496846741669	0.01	0.6040099850929934	0.7514166666666666	0.700625	0.34675604876503924	0.5536349763642922	0.7492868779466328
seed2	0.7	0.75	0.35	0.55	0.0	0.8	0.15	0.5	cv_frozen	400	199	0.8175	0.7766870404912806	0.8522726526064411	0.01	0.6040099850929934	0.7514166666666666	0.700625	0.34675604876503924	0.5536349763642922	0.7492868779466328
seed2	0.7	0.75	0.35	0.55	1.0	0.8	0.15	0.5	profile	400	199	0.675	0.6276239644145414	0.7190467325684549	0.02	0.5811523602678307	0.7460833333333332	0.7003333333333334	0.3465383560720325	0.5537451013676872	0.7511763401719216
