phase	node_strength	dyad_strength	raw_strength_ratio	fisher_z_strength_ratio	dyadic_weight	node_weight	repetitions	n_perm	profile_power	mantel_power	power_difference	paired_standard_error	paired_ci_low	paired_ci_high	profile_only_rejections	mantel_only_rejections	both_reject	neither_reject	maximum_huber_cdelta_pearson_p_difference
refined	0.75	0.65	1.1538461538461537	1.2549422135494461	0.25	0.75	400	199	0.435	0.45	-0.015	0.021808864399964524	-0.05774537422393047	0.027745374223930468	35	41	139	185	0.0
refined	0.75	0.65	1.1538461538461537	1.2549422135494461	0.275	0.725	400	199	0.4025	0.4325	-0.03	0.021480305136844072	-0.07210139806821439	0.012101398068214385	31	43	130	196	0.0
refined	0.75	0.65	1.1538461538461537	1.2549422135494461	0.3	0.7	400	199	0.385	0.415	-0.03	0.019652367258096867	-0.06851863982586986	0.00851863982586986	25	37	129	209	0.0
refined	0.75	0.65	1.1538461538461537	1.2549422135494461	0.325	0.675	400	199	0.355	0.4	-0.045	0.018255702580063288	-0.08078117705692404	-0.009218822943075952	18	36	124	222	0.0
refined	0.75	0.65	1.1538461538461537	1.2549422135494461	0.35	0.65	400	199	0.3375	0.3925	-0.055	0.018528241669094534	-0.09131535367142529	-0.018684646328574715	17	39	118	226	0.0
refined	0.75	0.8	0.9375	0.8856218745807111	0.2	0.8	400	199	0.49	0.43	0.06	0.019479440996955862	0.021820295645966506	0.09817970435403349	43	19	153	185	0.0
refined	0.75	0.8	0.9375	0.8856218745807111	0.225	0.775	400	199	0.445	0.405	0.04	0.017938910537660738	0.0048397353461849535	0.07516026465381505	34	18	144	204	0.0
refined	0.75	0.8	0.9375	0.8856218745807111	0.25	0.75	400	199	0.395	0.37	0.025	0.017296978454607263	-0.008902077771030234	0.05890207777103024	29	19	129	223	0.0
refined	0.75	0.8	0.9375	0.8856218745807111	0.275	0.725	400	199	0.3675	0.355	0.0125	0.017149186905763843	-0.021112406335297127	0.04611240633529713	26	21	121	232	0.0
refined	0.75	0.8	0.9375	0.8856218745807111	0.3	0.7	400	199	0.33	0.345	-0.015	0.01696044343771736	-0.04824246913792603	0.01824246913792603	20	26	112	242	0.0
refined	0.75	0.8	0.9375	0.8856218745807111	0.325	0.675	400	199	0.32	0.335	-0.015	0.017325933450316956	-0.04895882956262123	0.01895882956262123	21	27	107	245	0.0
refined	0.75	0.8	0.9375	0.8856218745807111	0.35	0.65	400	199	0.3025	0.34	-0.0375	0.015917531042414074	-0.06869836084313158	-0.006301639156868412	13	28	108	251	0.0
