seed	n	scenario	method	repetitions	n_perm	rejections	rejection_rate	wilson_low	wilson_high
20260821	40	bimodal_aligned	cap_7	1200	499	1057	0.8808333333333334	0.8612762486805031	0.8979599391937471
20260821	40	bimodal_aligned	cap_8	1200	499	1057	0.8808333333333334	0.8612762486805031	0.8979599391937471
20260821	40	unmatched_masking	uncapped	1200	499	27	0.0225	0.015508790005400645	0.0325386155702112
20260821	40	unmatched_masking	cap_4.5	1200	499	645	0.5375	0.5092151617242542	0.5655455132305407
20260821	40	unmatched_masking	cap_5	1200	499	639	0.5325	0.5042113601308965	0.5605812248299257
20260821	40	unmatched_masking	cap_5.5	1200	499	586	0.48833333333333334	0.46013375579917615	0.5166073675482209
20260821	40	unmatched_masking	cap_6	1200	499	502	0.41833333333333333	0.3907275386777052	0.44646032475407477
20260821	40	unmatched_masking	cap_6.5	1200	499	428	0.3566666666666667	0.3300611165718603	0.3841869702675903
20260821	40	unmatched_masking	cap_7	1200	499	346	0.28833333333333333	0.2634110926933986	0.31460643089509244
20260821	40	unmatched_masking	cap_8	1200	499	220	0.18333333333333332	0.16246266564680795	0.20622496806825746
20260821	80	null_clean	uncapped	1200	499	63	0.0525	0.041248404856606004	0.06660754068284175
20260821	80	null_clean	cap_4.5	1200	499	63	0.0525	0.041248404856606004	0.06660754068284175
20260821	80	null_clean	cap_5	1200	499	63	0.0525	0.041248404856606004	0.06660754068284175
20260821	80	null_clean	cap_5.5	1200	499	63	0.0525	0.041248404856606004	0.06660754068284175
20260821	80	null_clean	cap_6	1200	499	63	0.0525	0.041248404856606004	0.06660754068284175
20260821	80	null_clean	cap_6.5	1200	499	63	0.0525	0.041248404856606004	0.06660754068284175
20260821	80	null_clean	cap_7	1200	499	63	0.0525	0.041248404856606004	0.06660754068284175
20260821	80	null_clean	cap_8	1200	499	63	0.0525	0.041248404856606004	0.06660754068284175
20260821	80	null_contam_p10	uncapped	1200	499	52	0.043333333333333335	0.03319710174469772	0.0563840121391335
20260821	80	null_contam_p10	cap_4.5	1200	499	49	0.04083333333333333	0.03102354197066147	0.05357352691618343
20260821	80	null_contam_p10	cap_5	1200	499	50	0.041666666666666664	0.03174687775074607	0.0545115394684276
20260821	80	null_contam_p10	cap_5.5	1200	499	54	0.045	0.034651851044372725	0.058251959504116047
20260821	80	null_contam_p10	cap_6	1200	499	54	0.045	0.034651851044372725	0.058251959504116047
20260821	80	null_contam_p10	cap_6.5	1200	499	57	0.0475	0.03684195434139706	0.06104590120407803
20260821	80	null_contam_p10	cap_7	1200	499	56	0.04666666666666667	0.03611089196253996	0.060115615250606366
20260821	80	null_contam_p10	cap_8	1200	499	58	0.04833333333333333	0.037574011009416555	0.06197519286838732
20260821	80	matched_p01_m8	uncapped	1200	499	1200	1.0	0.9968089993972651	1.0
20260821	80	matched_p01_m8	cap_4.5	1200	499	1099	0.9158333333333334	0.8987669211364325	0.9302458966956263
20260821	80	matched_p01_m8	cap_5	1200	499	1175	0.9791666666666666	0.9694259403674531	0.9858493507215925
20260821	80	matched_p01_m8	cap_5.5	1200	499	1197	0.9975	0.9926755362996676	0.9991494181006112
20260821	80	matched_p01_m8	cap_6	1200	499	1199	0.9991666666666666	0.9952947700098665	0.9998528810550694
20260821	80	matched_p01_m8	cap_6.5	1200	499	1199	0.9991666666666666	0.9952947700098665	0.9998528810550694
20260821	80	matched_p01_m8	cap_7	1200	499	1200	1.0	0.9968089993972651	1.0
20260821	80	matched_p01_m8	cap_8	1200	499	1200	1.0	0.9968089993972651	1.0
20260821	80	t2_matched	uncapped	1200	499	919	0.7658333333333334	0.7410482645652837	0.7889218534475956
20260821	80	t2_matched	cap_4.5	1200	499	1164	0.97	0.9587479259662045	0.9782525334672246
20260821	80	t2_matched	cap_5	1200	499	1177	0.9808333333333333	0.9714032486348563	0.9871947391188469
20260821	80	t2_matched	cap_5.5	1200	499	1188	0.99	0.9826023955995382	0.9942704238097815
20260821	80	t2_matched	cap_6	1200	499	1187	0.9891666666666666	0.9815533657706362	0.9936581053063546
20260821	80	t2_matched	cap_6.5	1200	499	1186	0.9883333333333333	0.9805122967086947	0.9930378260359675
20260821	80	t2_matched	cap_7	1200	499	1181	0.9841666666666666	0.9754028844550463	0.9898404966279718
20260821	80	t2_matched	cap_8	1200	499	1177	0.9808333333333333	0.9714032486348563	0.9871947391188469
20260821	80	diffuse_aligned	uncapped	1200	499	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937
20260821	80	diffuse_aligned	cap_4.5	1200	499	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937
20260821	80	diffuse_aligned	cap_5	1200	499	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937
20260821	80	diffuse_aligned	cap_5.5	1200	499	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937
20260821	80	diffuse_aligned	cap_6	1200	499	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937
20260821	80	diffuse_aligned	cap_6.5	1200	499	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937
20260821	80	diffuse_aligned	cap_7	1200	499	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937
20260821	80	diffuse_aligned	cap_8	1200	499	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937
20260821	80	bimodal_aligned	uncapped	1200	499	1093	0.9108333333333334	0.8933706192108694	0.9256741086272168
20260821	80	bimodal_aligned	cap_4.5	1200	499	1093	0.9108333333333334	0.8933706192108694	0.9256741086272168
20260821	80	bimodal_aligned	cap_5	1200	499	1093	0.9108333333333334	0.8933706192108694	0.9256741086272168
20260821	80	bimodal_aligned	cap_5.5	1200	499	1093	0.9108333333333334	0.8933706192108694	0.9256741086272168
20260821	80	bimodal_aligned	cap_6	1200	499	1093	0.9108333333333334	0.8933706192108694	0.9256741086272168
20260821	80	bimodal_aligned	cap_6.5	1200	499	1093	0.9108333333333334	0.8933706192108694	0.9256741086272168
20260821	80	bimodal_aligned	cap_7	1200	499	1093	0.9108333333333334	0.8933706192108694	0.9256741086272168
20260821	80	bimodal_aligned	cap_8	1200	499	1093	0.9108333333333334	0.8933706192108694	0.9256741086272168
20260821	80	unmatched_masking	uncapped	1200	499	92	0.07666666666666666	0.06292738768669681	0.0931076594902854
20260821	80	unmatched_masking	cap_4.5	1200	499	750	0.625	0.5972506246076306	0.6519516252416857
20260821	80	unmatched_masking	cap_5	1200	499	785	0.6541666666666667	0.6268018627262905	0.6805475787545329
20260821	80	unmatched_masking	cap_5.5	1200	499	766	0.6383333333333333	0.6107463472724182	0.6650374758941584
20260821	80	unmatched_masking	cap_6	1200	499	727	0.6058333333333333	0.5778890478043275	0.6331021904014269
20260821	80	unmatched_masking	cap_6.5	1200	499	680	0.5666666666666667	0.5384608416226889	0.594447024963613
20260821	80	unmatched_masking	cap_7	1200	499	609	0.5075	0.47923476388419767	0.5357173711067613
20260821	80	unmatched_masking	cap_8	1200	499	483	0.4025	0.37510710663236063	0.4305151384851726
20260822	20	null_clean	uncapped	1200	499	57	0.0475	0.03684195434139706	0.06104590120407803
20260822	20	null_clean	cap_4.5	1200	499	59	0.049166666666666664	0.03830703804746354	0.06290351416266911
20260822	20	null_clean	cap_5	1200	499	58	0.04833333333333333	0.037574011009416555	0.06197519286838732
20260822	20	null_clean	cap_5.5	1200	499	57	0.0475	0.03684195434139706	0.06104590120407803
20260822	20	null_clean	cap_6	1200	499	57	0.0475	0.03684195434139706	0.06104590120407803
20260822	20	null_clean	cap_6.5	1200	499	57	0.0475	0.03684195434139706	0.06104590120407803
20260822	20	null_clean	cap_7	1200	499	57	0.0475	0.03684195434139706	0.06104590120407803
20260822	20	null_clean	cap_8	1200	499	57	0.0475	0.03684195434139706	0.06104590120407803
20260822	20	null_contam_p10	uncapped	1200	499	64	0.05333333333333334	0.04198595756592827	0.06753133630584826
20260822	20	null_contam_p10	cap_4.5	1200	499	66	0.055	0.043463582072856735	0.06937640846357733
20260822	20	null_contam_p10	cap_5	1200	499	65	0.05416666666666667	0.04272435599457301	0.06845428620953228
20260822	20	null_contam_p10	cap_5.5	1200	499	65	0.05416666666666667	0.04272435599457301	0.06845428620953228
20260822	20	null_contam_p10	cap_6	1200	499	64	0.05333333333333334	0.04198595756592827	0.06753133630584826
20260822	20	null_contam_p10	cap_6.5	1200	499	66	0.055	0.043463582072856735	0.06937640846357733
20260822	20	null_contam_p10	cap_7	1200	499	66	0.055	0.043463582072856735	0.06937640846357733
20260822	20	null_contam_p10	cap_8	1200	499	67	0.05583333333333333	0.04420361839753011	0.07029772047123273
20260822	20	matched_p01_m8	uncapped	1200	499	1094	0.9116666666666666	0.8942689256954489	0.9264371504749659
20260822	20	matched_p01_m8	cap_4.5	1200	499	1011	0.8425	0.8208007651713263	0.8620133994158004
20260822	20	matched_p01_m8	cap_5	1200	499	1051	0.8758333333333334	0.8559670357181328	0.8933010621621447
20260822	20	matched_p01_m8	cap_5.5	1200	499	1074	0.895	0.8763768647675607	0.9111022447562787
20260822	20	matched_p01_m8	cap_6	1200	499	1085	0.9041666666666667	0.886198802158356	0.9195551390210999
20260822	20	matched_p01_m8	cap_6.5	1200	499	1089	0.9075	0.8897815241774372	0.9226178103313338
20260822	20	matched_p01_m8	cap_7	1200	499	1092	0.91	0.8924727309371374	0.92491064856862
20260822	20	matched_p01_m8	cap_8	1200	499	1094	0.9116666666666666	0.8942689256954489	0.9264371504749659
20260822	20	t2_matched	uncapped	1200	499	560	0.4666666666666667	0.4385911968566572	0.4949548698501917
20260822	20	t2_matched	cap_4.5	1200	499	464	0.38666666666666666	0.35951660118519563	0.41454002561809083
20260822	20	t2_matched	cap_5	1200	499	501	0.4175	0.3899046734620722	0.4456218416373789
20260822	20	t2_matched	cap_5.5	1200	499	529	0.44083333333333335	0.4129754752503311	0.46906879315432576
20260822	20	t2_matched	cap_6	1200	499	546	0.455	0.42701338006180495	0.48327380999244113
20260822	20	t2_matched	cap_6.5	1200	499	558	0.465	0.43693627644394606	0.4932870935982453
20260822	20	t2_matched	cap_7	1200	499	566	0.4716666666666667	0.44355784679025057	0.49995630991057105
20260822	20	t2_matched	cap_8	1200	499	569	0.4741666666666667	0.44604223295524487	0.502455968742563
20260822	20	diffuse_aligned	uncapped	1200	499	724	0.6033333333333334	0.5753669165999156	0.6306402766088526
20260822	20	diffuse_aligned	cap_4.5	1200	499	721	0.6008333333333333	0.5728455367269962	0.6281776114847855
20260822	20	diffuse_aligned	cap_5	1200	499	722	0.6016666666666667	0.5736859133523122	0.6289985831917984
20260822	20	diffuse_aligned	cap_5.5	1200	499	724	0.6033333333333334	0.5753669165999156	0.6306402766088526
20260822	20	diffuse_aligned	cap_6	1200	499	724	0.6033333333333334	0.5753669165999156	0.6306402766088526
20260822	20	diffuse_aligned	cap_6.5	1200	499	724	0.6033333333333334	0.5753669165999156	0.6306402766088526
20260822	20	diffuse_aligned	cap_7	1200	499	724	0.6033333333333334	0.5753669165999156	0.6306402766088526
20260822	20	diffuse_aligned	cap_8	1200	499	724	0.6033333333333334	0.5753669165999156	0.6306402766088526
20260822	20	bimodal_aligned	uncapped	1200	499	1019	0.8491666666666666	0.8278051745786309	0.8682997766671258
20260822	20	bimodal_aligned	cap_4.5	1200	499	1019	0.8491666666666666	0.8278051745786309	0.8682997766671258
20260822	20	bimodal_aligned	cap_5	1200	499	1019	0.8491666666666666	0.8278051745786309	0.8682997766671258
20260822	20	bimodal_aligned	cap_5.5	1200	499	1019	0.8491666666666666	0.8278051745786309	0.8682997766671258
20260822	20	bimodal_aligned	cap_6	1200	499	1019	0.8491666666666666	0.8278051745786309	0.8682997766671258
20260822	20	bimodal_aligned	cap_6.5	1200	499	1019	0.8491666666666666	0.8278051745786309	0.8682997766671258
20260822	20	bimodal_aligned	cap_7	1200	499	1019	0.8491666666666666	0.8278051745786309	0.8682997766671258
20260822	20	bimodal_aligned	cap_8	1200	499	1019	0.8491666666666666	0.8278051745786309	0.8682997766671258
20260822	20	unmatched_masking	uncapped	1200	499	1	0.0008333333333333334	0.00014711894493048142	0.0047052299901332185
20260822	20	unmatched_masking	cap_4.5	1200	499	343	0.28583333333333333	0.26098529951179605	0.3120481790797086
20260822	20	unmatched_masking	cap_5	1200	499	286	0.23833333333333334	0.21508592611878624	0.2632506975299784
20260822	20	unmatched_masking	cap_5.5	1200	499	222	0.185	0.1640476272373435	0.20796270314237947
20260822	20	unmatched_masking	cap_6	1200	499	160	0.13333333333333333	0.11526520621817149	0.15374152755716747
20260822	20	unmatched_masking	cap_6.5	1200	499	113	0.09416666666666666	0.07891274764505815	0.11201061451082833
20260822	20	unmatched_masking	cap_7	1200	499	84	0.07	0.05689397841972531	0.08585028209862673
20260822	20	unmatched_masking	cap_8	1200	499	47	0.03916666666666667	0.029580595279676058	0.05169377694251129
20260822	40	null_clean	uncapped	1200	499	69	0.0575	0.04568605530313232	0.07213798023028808
20260822	40	null_clean	cap_4.5	1200	499	69	0.0575	0.04568605530313232	0.07213798023028808
20260822	40	null_clean	cap_5	1200	499	69	0.0575	0.04568605530313232	0.07213798023028808
20260822	40	null_clean	cap_5.5	1200	499	69	0.0575	0.04568605530313232	0.07213798023028808
20260822	40	null_clean	cap_6	1200	499	69	0.0575	0.04568605530313232	0.07213798023028808
20260822	40	null_clean	cap_6.5	1200	499	69	0.0575	0.04568605530313232	0.07213798023028808
20260822	40	null_clean	cap_7	1200	499	69	0.0575	0.04568605530313232	0.07213798023028808
20260822	40	null_clean	cap_8	1200	499	69	0.0575	0.04568605530313232	0.07213798023028808
20260822	40	null_contam_p10	uncapped	1200	499	49	0.04083333333333333	0.03102354197066147	0.05357352691618343
20260822	40	null_contam_p10	cap_4.5	1200	499	55	0.04583333333333333	0.035380848837991884	0.05918431004282566
20260822	40	null_contam_p10	cap_5	1200	499	52	0.043333333333333335	0.03319710174469772	0.0563840121391335
20260822	40	null_contam_p10	cap_5.5	1200	499	51	0.0425	0.032471408616991965	0.05544835693451049
20260822	40	null_contam_p10	cap_6	1200	499	49	0.04083333333333333	0.03102354197066147	0.05357352691618343
20260822	40	null_contam_p10	cap_6.5	1200	499	49	0.04083333333333333	0.03102354197066147	0.05357352691618343
20260822	40	null_contam_p10	cap_7	1200	499	47	0.03916666666666667	0.029580595279676058	0.05169377694251129
20260822	40	null_contam_p10	cap_8	1200	499	47	0.03916666666666667	0.029580595279676058	0.05169377694251129
20260822	40	matched_p01_m8	uncapped	1200	499	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937
20260822	40	matched_p01_m8	cap_4.5	1200	499	1134	0.945	0.9306235915364225	0.9565364179271432
20260822	40	matched_p01_m8	cap_5	1200	499	1177	0.9808333333333333	0.9714032486348563	0.9871947391188469
20260822	40	matched_p01_m8	cap_5.5	1200	499	1195	0.9958333333333333	0.9902832821596539	0.9982189755759672
20260822	40	matched_p01_m8	cap_6	1200	499	1197	0.9975	0.9926755362996676	0.9991494181006112
20260822	40	matched_p01_m8	cap_6.5	1200	499	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937
20260822	40	matched_p01_m8	cap_7	1200	499	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937
20260822	40	matched_p01_m8	cap_8	1200	499	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937
20260822	40	t2_matched	uncapped	1200	499	774	0.645	0.6175026336596525	0.6715719761655543
20260822	40	t2_matched	cap_4.5	1200	499	866	0.7216666666666667	0.6956323244642092	0.746286331935245
20260822	40	t2_matched	cap_5	1200	499	930	0.775	0.7505173741032951	0.7977275755652007
20260822	40	t2_matched	cap_5.5	1200	499	970	0.8083333333333333	0.7850929471625965	0.8296059357990504
20260822	40	t2_matched	cap_6	1200	499	989	0.8241666666666667	0.8016032708379772	0.8446612304379164
20260822	40	t2_matched	cap_6.5	1200	499	998	0.8316666666666667	0.8094458201213733	0.851770816145479
20260822	40	t2_matched	cap_7	1200	499	992	0.8266666666666667	0.8042158281886741	0.8470327180842058
20260822	40	t2_matched	cap_8	1200	499	964	0.8033333333333333	0.7798914217260317	0.8248393712416425
20260822	40	diffuse_aligned	uncapped	1200	499	1094	0.9116666666666666	0.8942689256954489	0.9264371504749659
20260822	40	diffuse_aligned	cap_4.5	1200	499	1093	0.9108333333333334	0.8933706192108694	0.9256741086272168
20260822	40	diffuse_aligned	cap_5	1200	499	1094	0.9116666666666666	0.8942689256954489	0.9264371504749659
20260822	40	diffuse_aligned	cap_5.5	1200	499	1094	0.9116666666666666	0.8942689256954489	0.9264371504749659
20260822	40	diffuse_aligned	cap_6	1200	499	1094	0.9116666666666666	0.8942689256954489	0.9264371504749659
20260822	40	diffuse_aligned	cap_6.5	1200	499	1094	0.9116666666666666	0.8942689256954489	0.9264371504749659
20260822	40	diffuse_aligned	cap_7	1200	499	1094	0.9116666666666666	0.8942689256954489	0.9264371504749659
20260822	40	diffuse_aligned	cap_8	1200	499	1094	0.9116666666666666	0.8942689256954489	0.9264371504749659
20260822	40	bimodal_aligned	uncapped	1200	499	1073	0.8941666666666667	0.8754860555225067	0.9103317056690038
20260822	40	bimodal_aligned	cap_4.5	1200	499	1073	0.8941666666666667	0.8754860555225067	0.9103317056690038
20260822	40	bimodal_aligned	cap_5	1200	499	1073	0.8941666666666667	0.8754860555225067	0.9103317056690038
20260822	40	bimodal_aligned	cap_5.5	1200	499	1073	0.8941666666666667	0.8754860555225067	0.9103317056690038
20260822	40	bimodal_aligned	cap_6	1200	499	1073	0.8941666666666667	0.8754860555225067	0.9103317056690038
20260822	40	bimodal_aligned	cap_6.5	1200	499	1073	0.8941666666666667	0.8754860555225067	0.9103317056690038
20260822	40	bimodal_aligned	cap_7	1200	499	1073	0.8941666666666667	0.8754860555225067	0.9103317056690038
20260822	40	bimodal_aligned	cap_8	1200	499	1073	0.8941666666666667	0.8754860555225067	0.9103317056690038
20260822	40	unmatched_masking	uncapped	1200	499	33	0.0275	0.01964758615413982	0.038367909415444684
20260822	40	unmatched_masking	cap_4.5	1200	499	667	0.5558333333333333	0.5275867813634696	0.5837235569025583
20260822	40	unmatched_masking	cap_5	1200	499	642	0.535	0.5067129064017547	0.5630637235560539
20260822	40	unmatched_masking	cap_5.5	1200	499	583	0.48583333333333334	0.45764537112486636	0.5141117072255443
20260822	40	unmatched_masking	cap_6	1200	499	515	0.42916666666666664	0.40143217303475087	0.45735321871730306
20260822	40	unmatched_masking	cap_6.5	1200	499	428	0.3566666666666667	0.3300611165718603	0.3841869702675903
20260822	40	unmatched_masking	cap_7	1200	499	344	0.2866666666666667	0.26179379172455275	0.3129010351992808
20260822	40	unmatched_masking	cap_8	1200	499	203	0.16916666666666666	0.14901840831587682	0.19142630374959946
20260822	80	null_clean	uncapped	1200	499	42	0.035	0.025996787429477218	0.04697084313106626
20260822	80	null_clean	cap_4.5	1200	499	42	0.035	0.025996787429477218	0.04697084313106626
20260822	80	null_clean	cap_5	1200	499	42	0.035	0.025996787429477218	0.04697084313106626
20260822	80	null_clean	cap_5.5	1200	499	42	0.035	0.025996787429477218	0.04697084313106626
20260822	80	null_clean	cap_6	1200	499	42	0.035	0.025996787429477218	0.04697084313106626
20260822	80	null_clean	cap_6.5	1200	499	42	0.035	0.025996787429477218	0.04697084313106626
20260822	80	null_clean	cap_7	1200	499	42	0.035	0.025996787429477218	0.04697084313106626
20260822	80	null_clean	cap_8	1200	499	42	0.035	0.025996787429477218	0.04697084313106626
20260822	80	null_contam_p10	uncapped	1200	499	60	0.05	0.039041012521836546	0.06383088802062488
20260822	80	null_contam_p10	cap_4.5	1200	499	66	0.055	0.043463582072856735	0.06937640846357733
20260822	80	null_contam_p10	cap_5	1200	499	64	0.05333333333333334	0.04198595756592827	0.06753133630584826
20260822	80	null_contam_p10	cap_5.5	1200	499	59	0.049166666666666664	0.03830703804746354	0.06290351416266911
20260822	80	null_contam_p10	cap_6	1200	499	59	0.049166666666666664	0.03830703804746354	0.06290351416266911
20260822	80	null_contam_p10	cap_6.5	1200	499	61	0.050833333333333335	0.0397759124281339	0.0647573364466563
20260822	80	null_contam_p10	cap_7	1200	499	63	0.0525	0.041248404856606004	0.06660754068284175
20260822	80	null_contam_p10	cap_8	1200	499	64	0.05333333333333334	0.04198595756592827	0.06753133630584826
20260822	80	matched_p01_m8	uncapped	1200	499	1200	1.0	0.9968089993972651	1.0
20260822	80	matched_p01_m8	cap_4.5	1200	499	1098	0.915	0.8978664415863353	0.9294850279133946
20260822	80	matched_p01_m8	cap_5	1200	499	1168	0.9733333333333334	0.9625976609335581	0.9810481918291861
20260822	80	matched_p01_m8	cap_5.5	1200	499	1191	0.9925	0.9858076084338075	0.9960492559724986
20260822	80	matched_p01_m8	cap_6	1200	499	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937
20260822	80	matched_p01_m8	cap_6.5	1200	499	1200	1.0	0.9968089993972651	1.0
20260822	80	matched_p01_m8	cap_7	1200	499	1200	1.0	0.9968089993972651	1.0
20260822	80	matched_p01_m8	cap_8	1200	499	1200	1.0	0.9968089993972651	1.0
20260822	80	t2_matched	uncapped	1200	499	942	0.785	0.7608658323419624	0.8073152973144788
20260822	80	t2_matched	cap_4.5	1200	499	1158	0.965	0.9530291568689337	0.9740032125705227
20260822	80	t2_matched	cap_5	1200	499	1180	0.9833333333333333	0.974396714790915	0.9891853179597744
20260822	80	t2_matched	cap_5.5	1200	499	1184	0.9866666666666667	0.9784510521095886	0.991776373970416
20260822	80	t2_matched	cap_6	1200	499	1187	0.9891666666666666	0.9815533657706362	0.9936581053063546
20260822	80	t2_matched	cap_6.5	1200	499	1187	0.9891666666666666	0.9815533657706362	0.9936581053063546
20260822	80	t2_matched	cap_7	1200	499	1180	0.9833333333333333	0.974396714790915	0.9891853179597744
20260822	80	t2_matched	cap_8	1200	499	1166	0.9716666666666667	0.9606686695843891	0.9796544865136976
20260822	80	diffuse_aligned	uncapped	1200	499	1193	0.9941666666666666	0.9880080606189062	0.9971715004520573
20260822	80	diffuse_aligned	cap_4.5	1200	499	1193	0.9941666666666666	0.9880080606189062	0.9971715004520573
20260822	80	diffuse_aligned	cap_5	1200	499	1193	0.9941666666666666	0.9880080606189062	0.9971715004520573
20260822	80	diffuse_aligned	cap_5.5	1200	499	1193	0.9941666666666666	0.9880080606189062	0.9971715004520573
20260822	80	diffuse_aligned	cap_6	1200	499	1193	0.9941666666666666	0.9880080606189062	0.9971715004520573
20260822	80	diffuse_aligned	cap_6.5	1200	499	1193	0.9941666666666666	0.9880080606189062	0.9971715004520573
20260822	80	diffuse_aligned	cap_7	1200	499	1193	0.9941666666666666	0.9880080606189062	0.9971715004520573
20260822	80	diffuse_aligned	cap_8	1200	499	1193	0.9941666666666666	0.9880080606189062	0.9971715004520573
20260822	80	bimodal_aligned	uncapped	1200	499	1110	0.925	0.9087034473008089	0.9385842021868664
20260822	80	bimodal_aligned	cap_4.5	1200	499	1110	0.925	0.9087034473008089	0.9385842021868664
20260822	80	bimodal_aligned	cap_5	1200	499	1110	0.925	0.9087034473008089	0.9385842021868664
20260822	80	bimodal_aligned	cap_5.5	1200	499	1110	0.925	0.9087034473008089	0.9385842021868664
20260822	80	bimodal_aligned	cap_6	1200	499	1110	0.925	0.9087034473008089	0.9385842021868664
20260822	80	bimodal_aligned	cap_6.5	1200	499	1110	0.925	0.9087034473008089	0.9385842021868664
20260822	80	bimodal_aligned	cap_7	1200	499	1110	0.925	0.9087034473008089	0.9385842021868664
20260822	80	bimodal_aligned	cap_8	1200	499	1110	0.925	0.9087034473008089	0.9385842021868664
20260822	80	unmatched_masking	uncapped	1200	499	84	0.07	0.05689397841972531	0.08585028209862673
20260822	80	unmatched_masking	cap_4.5	1200	499	701	0.5841666666666666	0.5560553691702939	0.6117408123949124
20260822	80	unmatched_masking	cap_5	1200	499	742	0.6183333333333333	0.5905110625059294	0.6454004006847566
20260822	80	unmatched_masking	cap_5.5	1200	499	754	0.6283333333333333	0.6006224691795303	0.6552251739991009
20260822	80	unmatched_masking	cap_6	1200	499	727	0.6058333333333333	0.5778890478043275	0.6331021904014269
20260822	80	unmatched_masking	cap_6.5	1200	499	674	0.5616666666666666	0.5334403644644997	0.5894994121278295
20260822	80	unmatched_masking	cap_7	1200	499	608	0.5066666666666667	0.47840342489597815	0.5348873617626521
20260822	80	unmatched_masking	cap_8	1200	499	458	0.38166666666666665	0.3545995993152433	0.40948893749407045
