seed	n	scenario	method	repetitions	n_perm	rejections	rejection_rate	wilson_low	wilson_high
20260821	40	matched_p01_m8	cap_5.5	1200	499	1189	0.9908333333333333	0.9836603162148858	0.9948738515267628
20260821	40	matched_p01_m8	cap_6	1200	499	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937
20260821	40	matched_p01_m8	cap_6.5	1200	499	1200	1.0	0.9968089993972651	1.0
20260821	40	matched_p01_m8	cap_7	1200	499	1200	1.0	0.9968089993972651	1.0
20260821	40	matched_p01_m8	cap_8	1200	499	1200	1.0	0.9968089993972651	1.0
20260821	40	t2_matched	uncapped	1200	499	788	0.6566666666666666	0.6293399145575019	0.6829935719203076
20260821	40	t2_matched	cap_4.5	1200	499	897	0.7475	0.7221561001855208	0.7712643545161255
20260821	40	t2_matched	cap_5	1200	499	955	0.7958333333333333	0.7720995649959038	0.8176790929808112
20260821	40	t2_matched	cap_5.5	1200	499	994	0.8283333333333334	0.8059584293898875	0.84861281354765
20260821	40	t2_matched	cap_6	1200	499	1011	0.8425	0.8208007651713263	0.8620133994158004
20260821	40	t2_matched	cap_6.5	1200	499	1007	0.8391666666666666	0.8173034368788001	0.8588653343790111
20260821	40	t2_matched	cap_7	1200	499	1010	0.8416666666666667	0.8199261341958092	0.8612266820589886
20260821	40	t2_matched	cap_8	1200	499	976	0.8133333333333334	0.7903002276095857	0.8343667453460336
20260821	40	diffuse_aligned	uncapped	1200	499	1095	0.9125	0.8951676556889152	0.9271997688138283
20260821	40	diffuse_aligned	cap_4.5	1200	499	1095	0.9125	0.8951676556889152	0.9271997688138283
20260821	40	diffuse_aligned	cap_5	1200	499	1095	0.9125	0.8951676556889152	0.9271997688138283
20260821	40	diffuse_aligned	cap_5.5	1200	499	1095	0.9125	0.8951676556889152	0.9271997688138283
20260821	40	diffuse_aligned	cap_6	1200	499	1095	0.9125	0.8951676556889152	0.9271997688138283
20260821	40	diffuse_aligned	cap_6.5	1200	499	1095	0.9125	0.8951676556889152	0.9271997688138283
20260821	40	diffuse_aligned	cap_7	1200	499	1095	0.9125	0.8951676556889152	0.9271997688138283
20260821	40	diffuse_aligned	cap_8	1200	499	1095	0.9125	0.8951676556889152	0.9271997688138283
20260821	40	bimodal_aligned	uncapped	1200	499	1057	0.8808333333333334	0.8612762486805031	0.8979599391937471
20260821	40	bimodal_aligned	cap_4.5	1200	499	1057	0.8808333333333334	0.8612762486805031	0.8979599391937471
20260821	40	bimodal_aligned	cap_5	1200	499	1057	0.8808333333333334	0.8612762486805031	0.8979599391937471
20260821	40	bimodal_aligned	cap_5.5	1200	499	1057	0.8808333333333334	0.8612762486805031	0.8979599391937471
20260821	40	bimodal_aligned	cap_6	1200	499	1057	0.8808333333333334	0.8612762486805031	0.8979599391937471
20260821	40	bimodal_aligned	cap_6.5	1200	499	1057	0.8808333333333334	0.8612762486805031	0.8979599391937471
