phase	design	scenario	n	repetitions	n_perm	n_bootstrap	studentized_rejection	studentized_wilson_low	studentized_wilson_high	mean_profile_effect	median_spacing_risk	q10_spacing_risk	q90_spacing_risk	median_valley_density_iqr	q10_valley_density_iqr	q90_valley_density_iqr	median_sqrt_n_bootstrap_spread	q10_sqrt_n_bootstrap_spread	q90_sqrt_n_bootstrap_spread	spacing_warning_rate	spacing_rejection_among_pass	spacing_rejection_retained_per_all	spacing_warning_among_rejections	valley_density_warning_rate	valley_density_rejection_among_pass	valley_density_rejection_retained_per_all	valley_density_warning_among_rejections	structural_warning_rate	structural_rejection_among_pass	structural_rejection_retained_per_all	structural_warning_among_rejections	bootstrap_warning_rate	bootstrap_rejection_among_pass	bootstrap_rejection_retained_per_all	bootstrap_warning_among_rejections
pilot	external	independent_affine_near_constant	80	150	99	199	0.04	0.01845916060207442	0.08451346421655606	0.009589287523159571	0.17103522218583272	0.1255520795250987	0.2449677788614232	0.44712992194887047	0.4149623708541959	0.47695849429786374	1.1029997242161322	0.978925788305542	1.264061602759795	0.0	0.04	0.04	0.0	0.0	0.04	0.04	0.0	0.0	0.04	0.04	0.0	0.0	0.04	0.04	0.0
pilot	external	independent_strong_skew	80	150	99	199	0.03333333333333333	0.01432043189809255	0.07565179617877894	-0.005277844764265228	0.35384541400916447	0.21129584753258146	0.6078140162389037	0.3906401596738948	0.28791680544668313	0.44590615681477097	1.3482863782962815	1.1803656270567127	1.533728270220916	0.26666666666666666	0.03636363636363636	0.02666666666666667	0.2	0.06666666666666667	0.03571428571428571	0.03333333333333333	0.0	0.31333333333333335	0.038834951456310676	0.02666666666666667	0.2	0.0	0.03333333333333333	0.03333333333333333	0.0
pilot	external	independent_t5	80	150	99	199	0.04666666666666667	0.022786549161261972	0.09318647239912747	0.00014229661354390216	0.19278291783989696	0.13878813980879157	0.2847880295197186	0.4276525694375547	0.39274144504725905	0.45818851590030657	1.1594224245240112	1.0317988748878555	1.3380402876726194	0.0	0.04666666666666667	0.04666666666666667	0.0	0.0	0.04666666666666667	0.04666666666666667	0.0	0.0	0.04666666666666667	0.04666666666666667	0.0	0.0	0.04666666666666667	0.04666666666666667	0.0
pilot	external	profile_null_t5_sign_link	80	150	99	199	0.04666666666666667	0.022786549161261972	0.09318647239912747	0.030586106451849938	0.31001829052508795	0.27854671598650377	0.3552512454935017	0.41394002446308287	0.3858440798539803	0.44442519764669525	1.0606677860313765	0.9452738059937872	1.1998185963451857	0.0	0.04666666666666667	0.04666666666666667	0.0	0.0	0.04666666666666667	0.04666666666666667	0.0	0.0	0.04666666666666667	0.04666666666666667	0.0	0.0	0.04666666666666667	0.04666666666666667	0.0
pilot	external	independent_affine_near_constant	320	150	99	199	0.05333333333333334	0.027269539920193826	0.1017038783819546	0.002923713960589882	0.05534512798010688	0.04423874843371517	0.07633489978462106	0.47208479760343225	0.4535157371873108	0.49091568484895803	1.0859598270507904	0.9901621569979385	1.1924845099629071	0.0	0.05333333333333334	0.05333333333333334	0.0	0.0	0.05333333333333334	0.05333333333333334	0.0	0.0	0.05333333333333334	0.05333333333333334	0.0	0.0	0.05333333333333334	0.05333333333333334	0.0
pilot	external	independent_strong_skew	320	150	99	199	0.06666666666666667	0.03661185666960744	0.11836235511605896	-0.008076783187930961	0.12845586762176187	0.09228422902100371	0.18463210041904782	0.43896047368036784	0.3923777953724108	0.4653466176263202	1.3377433303488158	1.202134774593933	1.486439352431913	0.0	0.06666666666666667	0.06666666666666667	0.0	0.0	0.06666666666666667	0.06666666666666667	0.0	0.0	0.06666666666666667	0.06666666666666667	0.0	0.0	0.06666666666666667	0.06666666666666667	0.0
pilot	external	independent_t5	320	150	99	199	0.06	0.03188404420920533	0.11008977083470209	-0.009852441840029995	0.06830241572365774	0.04977776370609247	0.09069148228449729	0.4662314287312974	0.445041715512889	0.4826141554215958	1.1217158555013755	1.024988977747787	1.2360795002339318	0.0	0.06	0.06	0.0	0.0	0.06	0.06	0.0	0.0	0.06	0.06	0.0	0.0	0.06	0.06	0.0
pilot	external	profile_null_t5_sign_link	320	150	99	199	0.06666666666666667	0.03661185666960744	0.11836235511605896	-0.001933846482524291	0.27282198548364567	0.25843228299145765	0.2911135743559589	0.4026164036709252	0.3858629741487401	0.41867365338107854	1.0375026158780583	0.9498117001318349	1.1218204145196966	0.0	0.06666666666666667	0.06666666666666667	0.0	0.0	0.06666666666666667	0.06666666666666667	0.0	0.0	0.06666666666666667	0.06666666666666667	0.0	0.0	0.06666666666666667	0.06666666666666667	0.0
