phase	configuration	node_strength	dyad_strength	center_weight	method	half_width	repetitions	n_perm	mean_statistic_at_center	statistic_slope	statistic_slope_se	power_minus	power_center	power_plus	power_slope	power_slope_se	probit_power_slope
slope_seed2	default	0.55	0.7	0.216	profile	0.025	800	199	0.36737504872112625	-0.7501960350020315	0.018568018509449672	0.3925	0.3575	0.325	-1.35	0.19434270338231743	-1.3506818788291894
slope_seed2	default	0.55	0.7	0.216	mantel	0.025	800	199	0.1969222734029028	-0.2023450579229484	0.012701086731786687	0.37125	0.35	0.335	-0.725	0.15410273623997015	-0.7230448067221469
slope_seed2	default	0.55	0.7	0.216	profile_minus_mantel	0.025	800	199	0.17045277531822342	-0.547850977079083	0.01282906655428033	0.02125	0.0075	-0.01	-0.625	0.23760742909882615	nan
slope_seed2	default	0.55	0.7	0.216	profile	0.05	800	199	0.36737504872112625	-0.7564845520442018	0.018203484143463854	0.44	0.3575	0.3075	-1.325	0.13115628545371938	-1.313635599269783
slope_seed2	default	0.55	0.7	0.216	mantel	0.05	800	199	0.1969222734029028	-0.20138546689309536	0.012660641973578132	0.405	0.35	0.32375	-0.8125	0.11167651607568846	-0.8030693116449583
slope_seed2	default	0.55	0.7	0.216	profile_minus_mantel	0.05	800	199	0.17045277531822342	-0.5550990851511065	0.012278205864923107	0.035	0.0075	-0.01625	-0.5125	0.14527322559609487	nan
slope_seed2	weak_both	0.35	0.3	0.225	profile	0.025	800	199	0.292928288946108	-0.5886887026324907	0.01838018017394473	0.205	0.185	0.16875	-0.725	0.15811140936762044	-0.7219000285491889
slope_seed2	weak_both	0.35	0.3	0.225	mantel	0.025	800	199	0.15430131348773657	-0.19421187364452475	0.010471793798957482	0.21125	0.19	0.185	-0.525	0.12369152453402754	-0.51223891501601
slope_seed2	weak_both	0.35	0.3	0.225	profile_minus_mantel	0.025	800	199	0.1386269754583715	-0.394476828987966	0.01217543308115736	-0.00625	-0.005	-0.01625	-0.2	0.17674571794251132	nan
slope_seed2	weak_both	0.35	0.3	0.225	profile	0.05	800	199	0.292928288946108	-0.5938012269552163	0.01809420693638719	0.2375	0.185	0.1575	-0.8	0.10823420579525753	-0.7752122304745841
slope_seed2	weak_both	0.35	0.3	0.225	mantel	0.05	800	199	0.15430131348773657	-0.19360828122367887	0.010447768342076797	0.23375	0.19	0.16875	-0.65	0.10054606849530383	-0.6310976581039585
slope_seed2	weak_both	0.35	0.3	0.225	profile_minus_mantel	0.05	800	199	0.1386269754583715	-0.4001929457315373	0.01175924889050485	0.00375	-0.005	-0.01125	-0.15	0.12243615996339981	nan
slope_seed2	strong_node_low_dyad	0.65	0.3	0.362	profile	0.025	800	199	0.2961213060923017	-0.5250000881933264	0.01435613112933968	0.24875	0.2125	0.1825	-1.325	0.18295439086400886	-1.320150857607675
slope_seed2	strong_node_low_dyad	0.65	0.3	0.362	mantel	0.025	800	199	0.1711224898978979	-0.22460920561080222	0.008017326647498518	0.24875	0.22875	0.21375	-0.7	0.13475978721529985	-0.6965533364293729
slope_seed2	strong_node_low_dyad	0.65	0.3	0.362	profile_minus_mantel	0.025	800	199	0.12499881619440373	-0.3003908825825243	0.010153382970393669	0.0	-0.01625	-0.03125	-0.625	0.20962262713566748	nan
slope_seed2	strong_node_low_dyad	0.65	0.3	0.362	profile	0.05	800	199	0.2961213060923017	-0.5292327884957794	0.014018509414412733	0.275	0.2125	0.16875	-1.0625	0.11597167315218465	-1.0486800875948696
slope_seed2	strong_node_low_dyad	0.65	0.3	0.362	mantel	0.05	800	199	0.1711224898978979	-0.22455392698880344	0.008000374976014255	0.2575	0.22875	0.2025	-0.55	0.0932482925048434	-0.5499026061276026
slope_seed2	strong_node_low_dyad	0.65	0.3	0.362	profile_minus_mantel	0.05	800	199	0.12499881619440373	-0.30467886150697604	0.009720637482114115	0.0175	-0.01625	-0.03375	-0.5125	0.12687809997322635	nan
slope_seed2	balanced_strong	0.65	0.65	0.258	profile	0.025	800	199	0.3703213601836812	-0.6693742059681813	0.016186615747562968	0.38875	0.355	0.33625	-1.05	0.17294294312567718	-1.0434668380059906
slope_seed2	balanced_strong	0.65	0.65	0.258	mantel	0.025	800	199	0.21198025124664774	-0.175765868393811	0.010734582997337669	0.3925	0.37875	0.36	-0.65	0.14404100028187375	-0.6515746017362551
slope_seed2	balanced_strong	0.65	0.65	0.258	profile_minus_mantel	0.025	800	199	0.15834110893703346	-0.49360833757437034	0.011628431657926392	-0.00375	-0.02375	-0.02375	-0.4	0.2147268836060799	nan
slope_seed2	balanced_strong	0.65	0.65	0.258	profile	0.05	800	199	0.3703213601836812	-0.673593815272086	0.015778637931598293	0.43875	0.355	0.315	-1.2375	0.1280135794873593	-1.219582433345025
slope_seed2	balanced_strong	0.65	0.65	0.258	mantel	0.05	800	199	0.21198025124664774	-0.1756420034240583	0.010700488973045161	0.42625	0.37875	0.35375	-0.725	0.10449458190288538	-0.7199910273407417
slope_seed2	balanced_strong	0.65	0.65	0.258	profile_minus_mantel	0.05	800	199	0.15834110893703346	-0.49795181184802767	0.010994702558825514	0.0125	-0.02375	-0.03875	-0.5125	0.14310320697772339	nan
