n	bridge_probability	n_epsilon_squared	min_rejection	max_rejection	rejection_range	min_median_bootstrap_spread	max_median_bootstrap_spread	bootstrap_spread_range	family_homogeneity_chi_square	family_homogeneity_p	family_cramers_v	family_homogeneity_holm_p
320	0.05	0.8000000000000002	0.232	0.356	0.12399999999999997	3.458261433697669	3.564971777174665	0.10671034347699582	20.55025898956535	0.0001305230130618191	0.10136631341221143	0.0001305230130618191
