phase	node_strength	dyad_strength	raw_strength_ratio	fisher_z_strength_ratio	dyadic_weight	node_weight	repetitions	n_perm	profile_power	mantel_power	power_difference	paired_standard_error	paired_ci_low	paired_ci_high	profile_only_rejections	mantel_only_rejections	both_reject	neither_reject	maximum_huber_cdelta_pearson_p_difference
external_coarse	0.35	0.3	1.1666666666666667	1.1806804780985247	0.0	1.0	250	199	0.54	0.428	0.112	0.025621276299138327	0.061782298453688884	0.16221770154631113	36	8	99	107	0.0
external_coarse	0.35	0.3	1.1666666666666667	1.1806804780985247	0.05	0.95	250	199	0.444	0.372	0.072	0.024282143438334257	0.02440699886086485	0.11959300113913514	28	10	83	129	0.0
external_coarse	0.35	0.3	1.1666666666666667	1.1806804780985247	0.1	0.9	250	199	0.344	0.316	0.028	0.0229558682595584	-0.016993501788734464	0.07299350178873447	20	13	66	151	0.0
external_coarse	0.35	0.3	1.1666666666666667	1.1806804780985247	0.15	0.85	250	199	0.24	0.256	-0.016	0.018771934960697973	-0.05279299252296803	0.020792992522968026	9	13	51	177	0.0
external_coarse	0.35	0.3	1.1666666666666667	1.1806804780985247	0.2	0.8	250	199	0.216	0.208	0.008	0.018792461959680113	-0.02883322544097302	0.04483322544097302	12	10	42	186	0.0
external_coarse	0.35	0.3	1.1666666666666667	1.1806804780985247	0.25	0.75	250	199	0.176	0.176	0.0	0.016032096321124047	-0.03142290878940313	0.03142290878940313	8	8	36	198	0.0
external_coarse	0.35	0.3	1.1666666666666667	1.1806804780985247	0.3	0.7	250	199	0.156	0.148	0.008	0.01387494346744878	-0.01919488919619961	0.035194889196199605	7	5	32	206	0.0
external_coarse	0.35	0.3	1.1666666666666667	1.1806804780985247	0.4	0.6	250	199	0.108	0.112	-0.004	0.012021399927832849	-0.027561943858552384	0.019561943858552384	4	5	23	218	0.0
external_coarse	0.35	0.3	1.1666666666666667	1.1806804780985247	0.5	0.5	250	199	0.096	0.1	-0.004	0.012021399927832849	-0.027561943858552384	0.019561943858552384	4	5	20	221	0.0
external_coarse	0.35	0.3	1.1666666666666667	1.1806804780985247	0.65	0.35	250	199	0.08	0.1	-0.02	0.013232550835210332	-0.04593579963701225	0.0059357996370122505	3	8	17	222	0.0
external_coarse	0.35	0.3	1.1666666666666667	1.1806804780985247	0.8	0.19999999999999996	250	199	0.068	0.132	-0.064	0.01651383744952205	-0.09636712140106322	-0.03163287859893678	1	17	16	216	0.0
external_coarse	0.35	0.3	1.1666666666666667	1.1806804780985247	1.0	0.0	250	199	0.132	0.204	-0.072	0.018237170216621884	-0.10774485362457889	-0.0362551463754211	2	20	31	197	0.0
external_coarse	0.55	0.3	1.8333333333333335	1.9978744647420517	0.0	1.0	250	199	0.856	0.696	0.16	0.02457673827539017	0.11182959298023527	0.20817040701976475	42	2	172	34	0.0
external_coarse	0.55	0.3	1.8333333333333335	1.9978744647420517	0.05	0.95	250	199	0.728	0.596	0.132	0.02795406444285879	0.07721003369199678	0.18678996630800324	43	10	139	58	0.0
external_coarse	0.55	0.3	1.8333333333333335	1.9978744647420517	0.1	0.9	250	199	0.6	0.504	0.096	0.027093768456171365	0.042896213825904125	0.14910378617409586	36	12	114	88	0.0
external_coarse	0.55	0.3	1.8333333333333335	1.9978744647420517	0.15	0.85	250	199	0.508	0.444	0.064	0.02687947216922955	0.011316234548310086	0.11668376545168992	31	15	96	108	0.0
external_coarse	0.55	0.3	1.8333333333333335	1.9978744647420517	0.2	0.8	250	199	0.388	0.336	0.052	0.024156118733959658	0.004654007281439068	0.09934599271856093	25	12	72	141	0.0
external_coarse	0.55	0.3	1.8333333333333335	1.9978744647420517	0.25	0.75	250	199	0.3	0.28	0.02	0.02298943357773087	-0.025059289812352507	0.06505928981235251	19	14	56	161	0.0
external_coarse	0.55	0.3	1.8333333333333335	1.9978744647420517	0.3	0.7	250	199	0.232	0.244	-0.012	0.023011783257164117	-0.05710309518404166	0.03310309518404167	15	18	43	174	0.0
external_coarse	0.55	0.3	1.8333333333333335	1.9978744647420517	0.4	0.6	250	199	0.14	0.192	-0.052	0.01893722455629606	-0.08911696013034028	-0.01488303986965972	5	18	30	197	0.0
external_coarse	0.55	0.3	1.8333333333333335	1.9978744647420517	0.5	0.5	250	199	0.1	0.168	-0.068	0.018732528673996156	-0.10471575620103246	-0.03128424379896754	3	20	22	205	0.0
external_coarse	0.55	0.3	1.8333333333333335	1.9978744647420517	0.65	0.35	250	199	0.072	0.116	-0.044	0.018154181259113698	-0.07958219526786284	-0.00841780473213715	5	16	13	216	0.0
external_coarse	0.55	0.3	1.8333333333333335	1.9978744647420517	0.8	0.19999999999999996	250	199	0.068	0.1	-0.032	0.015903322377748694	-0.06317051186038744	-0.0008294881396125608	4	12	13	221	0.0
external_coarse	0.55	0.3	1.8333333333333335	1.9978744647420517	1.0	0.0	250	199	0.104	0.16	-0.056	0.017569597691814372	-0.09043641147595617	-0.02156358852404383	3	17	23	207	0.0
external_coarse	0.75	0.3	2.5	3.143436025749076	0.0	1.0	250	199	0.976	0.904	0.072	0.016381005750490122	0.03989322872903936	0.10410677127096063	18	0	226	6	0.0
external_coarse	0.75	0.3	2.5	3.143436025749076	0.05	0.95	250	199	0.928	0.84	0.088	0.020462130758567718	0.04789422371320727	0.1281057762867927	25	3	207	15	0.0
external_coarse	0.75	0.3	2.5	3.143436025749076	0.1	0.9	250	199	0.832	0.72	0.112	0.02297685232950518	0.06696536943416985	0.15703463056583017	32	4	176	38	0.0
