phase	design	scenario	strength	n_perm	repetitions	omnibus_rejection_rate	wilson_low	wilson_high	profile_rejection_rate	mantel_rejection_rate	best_component_power	omnibus_regret	adjusted_profile_rejection_rate	adjusted_mantel_rejection_rate	winner_profile_rate	winner_expected_rate	mean_profile_z	mean_mantel_z	profile_only_rate	mantel_only_rate	both_rate	unresolved_rate	profile_only_share_given_reject	mantel_only_share_given_reject	both_share_given_reject	unresolved_share_given_reject	winner_agreement_with_999	decision_agreement_with_999	attribution_agreement_with_999
seed2	moderately_unequal	dyadic	0.6	199	50	0.08	0.03154951408859298	0.18838246918342838	0.08	0.1	0.1	0.020000000000000004	0.04	0.08	0.38	0.62	0.3548872476771027	0.5708437711696162	0.0	0.04	0.04	0.92	0.0	0.5	0.5	0.0	0.98	1.0	1.0
seed2	moderately_unequal	dyadic	0.6	499	50	0.08	0.03154951408859298	0.18838246918342838	0.06	0.1	0.1	0.020000000000000004	0.04	0.08	0.36	0.64	0.3328576102519485	0.5577130681588024	0.0	0.04	0.04	0.92	0.0	0.5	0.5	0.0	1.0	1.0	1.0
seed2	moderately_unequal	dyadic	0.6	999	50	0.08	0.03154951408859298	0.18838246918342838	0.06	0.14	0.14	0.06000000000000001	0.04	0.08	0.36	0.64	0.3337341007984557	0.5523787734271958	0.0	0.04	0.04	0.92	0.0	0.5	0.5	0.0	1.0	1.0	1.0
seed2	moderately_unequal	dyadic	1.0	199	50	0.18	0.09770192670234178	0.30796053674300783	0.12	0.22	0.22	0.04000000000000001	0.1	0.18	0.18	0.82	0.7786813268688995	1.1763925467747962	0.0	0.08	0.1	0.82	0.0	0.4444444444444444	0.5555555555555556	0.0	0.96	0.94	0.94
seed2	moderately_unequal	dyadic	1.0	499	50	0.24	0.1429739139699173	0.3741268375794292	0.12	0.28	0.28	0.040000000000000036	0.08	0.24	0.16	0.84	0.7911717384220056	1.2004897988471144	0.0	0.16	0.08	0.76	0.0	0.6666666666666666	0.3333333333333333	0.0	0.98	1.0	0.96
seed2	moderately_unequal	dyadic	1.0	999	50	0.24	0.1429739139699173	0.3741268375794292	0.14	0.28	0.28	0.040000000000000036	0.12	0.24	0.14	0.86	0.795940594588629	1.2069182283472073	0.0	0.12	0.12	0.76	0.0	0.5	0.5	0.0	1.0	1.0	1.0
seed2	moderately_unequal	dyadic	1.4	199	50	0.32	0.20758216260656845	0.45810297308144077	0.22	0.38	0.38	0.06	0.14	0.32	0.06	0.94	0.8566156646372918	1.3341250179524433	0.0	0.18	0.14	0.68	0.0	0.5625	0.4375	0.0	0.98	0.94	0.88
seed2	moderately_unequal	dyadic	1.4	499	50	0.3	0.19103553500880954	0.437503504644534	0.22	0.36	0.36	0.06	0.16	0.3	0.08	0.92	0.858879185755387	1.339918746694108	0.0	0.14	0.16	0.7	0.0	0.4666666666666667	0.5333333333333333	0.0	1.0	0.96	0.96
seed2	moderately_unequal	dyadic	1.4	999	50	0.3	0.19103553500880954	0.437503504644534	0.18	0.38	0.38	0.08000000000000002	0.16	0.3	0.08	0.92	0.8657015263904233	1.3498218747183066	0.0	0.14	0.16	0.7	0.0	0.4666666666666667	0.5333333333333333	0.0	1.0	1.0	1.0
seed2	moderately_unequal	mixed_covariate	0.6	199	50	0.24	0.1429739139699173	0.3741268375794292	0.24	0.24	0.24	0.0	0.18	0.24	0.4	nan	0.7899787328508399	0.9551729650039893	0.0	0.06	0.18	0.76	0.0	0.25	0.75	0.0	0.96	0.98	0.94
seed2	moderately_unequal	mixed_covariate	0.6	499	50	0.22	0.1275391597021442	0.3524154958125367	0.24	0.24	0.24	0.01999999999999999	0.16	0.22	0.42	nan	0.7914591277605305	0.9363673029088153	0.0	0.06	0.16	0.78	0.0	0.2727272727272727	0.7272727272727273	0.0	0.98	0.96	0.92
seed2	moderately_unequal	mixed_covariate	0.6	999	50	0.26	0.15871527493552393	0.39553157264848837	0.24	0.22	0.24	-0.020000000000000018	0.22	0.22	0.4	nan	0.8010037516494795	0.9437340022296555	0.04	0.04	0.18	0.74	0.15384615384615385	0.15384615384615385	0.6923076923076923	0.0	1.0	1.0	1.0
seed2	moderately_unequal	mixed_covariate	1.0	199	50	0.34	0.2243694922250009	0.478461739497674	0.32	0.34	0.34	0.0	0.26	0.32	0.4	nan	1.320815342071414	1.4621817133475281	0.02	0.08	0.24	0.66	0.058823529411764705	0.23529411764705882	0.7058823529411765	0.0	1.0	1.0	0.96
seed2	moderately_unequal	mixed_covariate	1.0	499	50	0.34	0.2243694922250009	0.478461739497674	0.4	0.38	0.4	0.06	0.3	0.32	0.38	nan	1.339249742401018	1.472721059516704	0.02	0.04	0.28	0.66	0.058823529411764705	0.11764705882352941	0.8235294117647058	0.0	0.98	1.0	1.0
seed2	moderately_unequal	mixed_covariate	1.0	999	50	0.34	0.2243694922250009	0.478461739497674	0.36	0.38	0.38	0.03999999999999998	0.3	0.32	0.4	nan	1.3420143182880802	1.4748663520549534	0.02	0.04	0.28	0.66	0.058823529411764705	0.11764705882352941	0.8235294117647058	0.0	1.0	1.0	1.0
seed2	moderately_unequal	mixed_covariate	1.4	199	50	0.76	0.6258731624205708	0.8570260860300828	0.72	0.74	0.74	-0.020000000000000018	0.68	0.74	0.26	nan	2.358623503463927	2.6597295041557047	0.02	0.08	0.66	0.24	0.02631578947368421	0.10526315789473684	0.868421052631579	0.0	0.98	1.0	0.94
seed2	moderately_unequal	mixed_covariate	1.4	499	50	0.76	0.6258731624205708	0.8570260860300828	0.72	0.76	0.76	0.0	0.68	0.74	0.24	nan	2.3738096306060594	2.6970432386828644	0.02	0.08	0.66	0.24	0.02631578947368421	0.10526315789473684	0.868421052631579	0.0	1.0	1.0	0.98
seed2	moderately_unequal	mixed_covariate	1.4	999	50	0.76	0.6258731624205708	0.8570260860300828	0.7	0.76	0.76	0.0	0.68	0.76	0.24	nan	2.4005631261950358	2.7268436478110742	0.0	0.08	0.68	0.24	0.0	0.10526315789473684	0.8947368421052632	0.0	1.0	1.0	1.0
seed2	severely_unequal	conditional_null	0.0	199	50	0.02	0.003539259271646236	0.10495443589637815	0.04	0.02	0.04	0.02	0.0	0.02	0.48	nan	0.06183463694837094	0.06591469758444936	0.0	0.02	0.0	0.98	0.0	1.0	0.0	0.0	0.98	1.0	0.98
seed2	severely_unequal	conditional_null	0.0	499	50	0.04	0.011038884327619805	0.1346009068750702	0.06	0.04	0.06	0.019999999999999997	0.02	0.04	0.46	nan	0.06504864232375711	0.06481130999555415	0.0	0.02	0.02	0.96	0.0	0.5	0.5	0.0	1.0	0.98	0.98
seed2	severely_unequal	conditional_null	0.0	999	50	0.02	0.003539259271646236	0.10495443589637815	0.04	0.04	0.04	0.02	0.02	0.02	0.46	nan	0.0576188943362122	0.055812315902576064	0.0	0.0	0.02	0.98	0.0	0.0	1.0	0.0	1.0	1.0	1.0
seed2	severely_unequal	radial_node	0.6	199	50	0.16	0.08337420678033404	0.2851421606303499	0.18	0.16	0.18	0.01999999999999999	0.16	0.14	0.56	0.56	0.814704915322456	0.7738249958209239	0.02	0.0	0.14	0.84	0.125	0.0	0.875	0.0	1.0	0.98	0.96
seed2	severely_unequal	radial_node	0.6	499	50	0.16	0.08337420678033404	0.2851421606303499	0.16	0.16	0.16	0.0	0.14	0.14	0.56	0.56	0.82802158522965	0.7925652789841813	0.02	0.02	0.12	0.84	0.125	0.125	0.75	0.0	1.0	0.98	0.98
seed2	severely_unequal	radial_node	0.6	999	50	0.14	0.06950833427016294	0.2618619371058554	0.16	0.14	0.16	0.01999999999999999	0.12	0.14	0.56	0.56	0.8329771150363026	0.7959295204570809	0.0	0.02	0.12	0.86	0.0	0.14285714285714285	0.8571428571428571	0.0	1.0	1.0	1.0
seed2	severely_unequal	radial_node	1.0	199	50	0.6	0.4618143774758936	0.7239161026974346	0.6	0.52	0.6	0.0	0.56	0.46	0.58	0.58	1.8550100575433148	1.8630514906729672	0.14	0.04	0.42	0.4	0.23333333333333334	0.06666666666666667	0.7	0.0	0.88	1.0	0.98
seed2	severely_unequal	radial_node	1.0	499	50	0.58	0.4423344176857823	0.7062499664528802	0.58	0.5	0.58	0.0	0.54	0.48	0.52	0.52	1.8665906901432263	1.8904429013401622	0.1	0.04	0.44	0.42	0.1724137931034483	0.06896551724137931	0.7586206896551724	0.0	0.94	0.98	0.98
seed2	severely_unequal	radial_node	1.0	999	50	0.6	0.4618143774758936	0.7239161026974346	0.58	0.52	0.58	-0.020000000000000018	0.56	0.48	0.46	0.46	1.8734094587345909	1.9028463629695131	0.12	0.04	0.44	0.4	0.2	0.06666666666666667	0.7333333333333333	0.0	1.0	1.0	1.0
seed2	severely_unequal	radial_node	1.4	199	50	0.82	0.6920394632569922	0.9022980732976582	0.8	0.82	0.82	0.0	0.74	0.82	0.32	0.32	3.0018437523202413	3.209837755949556	0.0	0.08	0.74	0.18	0.0	0.0975609756097561	0.9024390243902439	0.0	0.96	1.0	0.96
seed2	severely_unequal	radial_node	1.4	499	50	0.82	0.6920394632569922	0.9022980732976582	0.8	0.82	0.82	0.0	0.72	0.82	0.26	0.26	3.041467852834303	3.271064068721392	0.0	0.1	0.72	0.18	0.0	0.12195121951219512	0.8780487804878049	0.0	0.98	1.0	0.94
seed2	severely_unequal	radial_node	1.4	999	50	0.82	0.6920394632569922	0.9022980732976582	0.8	0.84	0.84	0.020000000000000018	0.78	0.82	0.28	0.28	3.0717555573015702	3.294622609607562	0.0	0.04	0.78	0.18	0.0	0.04878048780487805	0.9512195121951219	0.0	1.0	1.0	1.0
seed2	severely_unequal	dyadic	0.6	199	50	0.14	0.06950833427016294	0.2618619371058554	0.1	0.16	0.16	0.01999999999999999	0.04	0.14	0.32	0.68	0.26066891859932606	0.4495826820970159	0.0	0.1	0.04	0.86	0.0	0.7142857142857143	0.2857142857142857	0.0	0.96	0.96	0.94
seed2	severely_unequal	dyadic	0.6	499	50	0.18	0.09770192670234178	0.30796053674300783	0.1	0.16	0.16	-0.01999999999999999	0.04	0.16	0.36	0.64	0.2730124395208898	0.4528311682192871	0.02	0.14	0.02	0.82	0.1111111111111111	0.7777777777777778	0.1111111111111111	0.0	1.0	1.0	1.0
seed2	severely_unequal	dyadic	0.6	999	50	0.18	0.09770192670234178	0.30796053674300783	0.1	0.16	0.16	-0.01999999999999999	0.04	0.16	0.36	0.64	0.2811594995443022	0.4549795618847747	0.02	0.14	0.02	0.82	0.1111111111111111	0.7777777777777778	0.1111111111111111	0.0	1.0	1.0	1.0
seed2	severely_unequal	dyadic	1.0	199	50	0.22	0.1275391597021442	0.3524154958125367	0.22	0.26	0.26	0.04000000000000001	0.14	0.22	0.16	0.84	0.6712266541261137	1.025259344920186	0.0	0.08	0.14	0.78	0.0	0.36363636363636365	0.6363636363636364	0.0	0.96	0.96	0.94
seed2	severely_unequal	dyadic	1.0	499	50	0.2	0.1124375001577611	0.3303710593222542	0.2	0.26	0.26	0.06	0.1	0.2	0.14	0.86	0.6668091501739549	1.0259805054620903	0.0	0.1	0.1	0.8	0.0	0.5	0.5	0.0	0.98	0.98	0.96
seed2	severely_unequal	dyadic	1.0	999	50	0.22	0.1275391597021442	0.3524154958125367	0.18	0.26	0.26	0.04000000000000001	0.12	0.22	0.16	0.84	0.665209787450852	1.0246822038850665	0.0	0.1	0.12	0.78	0.0	0.45454545454545453	0.5454545454545454	0.0	1.0	1.0	1.0
seed2	severely_unequal	dyadic	1.4	199	50	0.28	0.17474170665911232	0.4166512369595657	0.18	0.32	0.32	0.03999999999999998	0.16	0.28	0.16	0.84	0.8025420791815716	1.439001050100581	0.0	0.12	0.16	0.72	0.0	0.42857142857142855	0.5714285714285714	0.0	0.96	0.92	0.9
seed2	severely_unequal	dyadic	1.4	499	50	0.32	0.20758216260656845	0.45810297308144077	0.18	0.36	0.36	0.03999999999999998	0.18	0.32	0.12	0.88	0.8157968711660759	1.4710959238667143	0.0	0.14	0.18	0.68	0.0	0.4375	0.5625	0.0	1.0	1.0	1.0
seed2	severely_unequal	dyadic	1.4	999	50	0.32	0.20758216260656845	0.45810297308144077	0.18	0.38	0.38	0.06	0.18	0.32	0.12	0.88	0.8187811449967397	1.4757554911057005	0.0	0.14	0.18	0.68	0.0	0.4375	0.5625	0.0	1.0	1.0	1.0
seed2	severely_unequal	mixed_covariate	0.6	199	50	0.2	0.1124375001577611	0.3303710593222542	0.22	0.22	0.22	0.01999999999999999	0.14	0.2	0.4	nan	0.8398538083925772	0.9030985593366735	0.0	0.06	0.14	0.8	0.0	0.3	0.7	0.0	1.0	0.98	0.94
seed2	severely_unequal	mixed_covariate	0.6	499	50	0.22	0.1275391597021442	0.3524154958125367	0.2	0.22	0.22	0.0	0.12	0.2	0.4	nan	0.8366477541108546	0.9021123939276167	0.02	0.1	0.1	0.78	0.09090909090909091	0.45454545454545453	0.45454545454545453	0.0	1.0	1.0	0.96
seed2	severely_unequal	mixed_covariate	0.6	999	50	0.22	0.1275391597021442	0.3524154958125367	0.26	0.24	0.26	0.04000000000000001	0.16	0.2	0.4	nan	0.8314032398994361	0.8949799706110696	0.02	0.06	0.14	0.78	0.09090909090909091	0.2727272727272727	0.6363636363636364	0.0	1.0	1.0	1.0
seed2	severely_unequal	mixed_covariate	1.0	199	50	0.5	0.3664451431682858	0.6335548568317142	0.46	0.56	0.56	0.06000000000000005	0.34	0.5	0.34	nan	1.673767165669233	1.898485401066135	0.0	0.16	0.34	0.5	0.0	0.32	0.68	0.0	0.92	0.94	0.9
seed2	severely_unequal	mixed_covariate	1.0	499	50	0.54	0.40398871399157477	0.6703034780777566	0.48	0.58	0.58	0.039999999999999925	0.4	0.54	0.3	nan	1.685837808438077	1.919667830267107	0.0	0.14	0.4	0.46	0.0	0.25925925925925924	0.7407407407407407	0.0	1.0	0.98	0.96
seed2	severely_unequal	mixed_covariate	1.0	999	50	0.52	0.38511744890044614	0.6520286471342196	0.48	0.56	0.56	0.040000000000000036	0.42	0.52	0.3	nan	1.697754333374454	1.9308249248817435	0.0	0.1	0.42	0.48	0.0	0.19230769230769232	0.8076923076923077	0.0	1.0	1.0	1.0
seed2	severely_unequal	mixed_covariate	1.4	199	50	0.68	0.5418970269185592	0.7924178373934316	0.66	0.7	0.7	0.019999999999999907	0.58	0.66	0.22	nan	2.289638471583735	2.6398149243632236	0.02	0.1	0.56	0.32	0.029411764705882353	0.14705882352941177	0.8235294117647058	0.0	0.96	0.9	0.88
seed2	severely_unequal	mixed_covariate	1.4	499	50	0.72	0.5833487630404344	0.8252582933408878	0.64	0.74	0.74	0.020000000000000018	0.62	0.7	0.26	nan	2.323793528241667	2.6768788280356484	0.02	0.1	0.6	0.28	0.027777777777777776	0.1388888888888889	0.8333333333333334	0.0	1.0	0.94	0.94
seed2	severely_unequal	mixed_covariate	1.4	999	50	0.74	0.6044684273515117	0.8412847250644762	0.64	0.74	0.74	0.0	0.6	0.72	0.26	nan	2.3310691656672007	2.682264503632534	0.02	0.14	0.58	0.26	0.02702702702702703	0.1891891891891892	0.7837837837837838	0.0	1.0	1.0	1.0
