phase	configuration	node_strength	dyad_strength	dyadic_weight	repetitions	n_perm	profile_power	mantel_power	power_difference	paired_standard_error	paired_ci_low	paired_ci_high	profile_only_rejections	mantel_only_rejections	both_reject	neither_reject	maximum_huber_cdelta_pearson_p_difference
local_seed1	balanced_magnitude_skew_gaussian_dyad	0.55	0.7	0.075	600	199	0.5233333333333333	0.45666666666666667	0.06666666666666667	0.012848733974834832	0.04148314807599039	0.09185018525734294	51	11	263	275	0.0
local_seed1	balanced_magnitude_skew_gaussian_dyad	0.55	0.7	0.1	600	199	0.48833333333333334	0.42333333333333334	0.065	0.013392848530617047	0.03875001687999059	0.09124998312000941	53	14	240	293	0.0
local_seed1	balanced_magnitude_skew_gaussian_dyad	0.55	0.7	0.125	600	199	0.46166666666666667	0.40166666666666667	0.06	0.014138200146926287	0.032289127712024475	0.08771087228797553	55	19	222	304	0.0
local_seed1	balanced_magnitude_skew_gaussian_dyad	0.55	0.7	0.15	600	199	0.4266666666666667	0.38333333333333336	0.043333333333333335	0.013640724866518862	0.016597512594956367	0.0700691540717103	47	21	209	323	0.0
local_seed1	balanced_magnitude_skew_gaussian_dyad	0.55	0.7	0.175	600	199	0.39	0.36666666666666664	0.023333333333333334	0.013517783720731001	-0.003161522759299429	0.0498281894259661	40	26	194	340	0.0
local_seed1	balanced_magnitude_skew_gaussian_dyad	0.55	0.7	0.2	600	199	0.37666666666666665	0.35833333333333334	0.018333333333333333	0.014035325229370142	-0.009175904116232144	0.045842570782898814	41	30	185	344	0.0
local_seed1	balanced_magnitude_skew_gaussian_dyad	0.55	0.7	0.225	600	199	0.355	0.3433333333333333	0.011666666666666667	0.013847722333939178	-0.015474869107854122	0.038808202441187455	38	31	175	356	0.0
local_seed1	balanced_magnitude_skew_gaussian_dyad	0.55	0.7	0.25	600	199	0.3416666666666667	0.3283333333333333	0.013333333333333334	0.013333333333333334	-0.0128	0.03946666666666667	36	28	169	367	0.0
local_seed1	balanced_magnitude_skew_gaussian_dyad	0.55	0.7	0.275	600	199	0.32166666666666666	0.3283333333333333	-0.006666666666666667	0.013548623592873245	-0.033221968908698225	0.01988863557536489	31	35	162	372	0.0
local_seed1	balanced_magnitude_skew_lognormal_dyad	0.55	0.7	0.325	600	199	0.31833333333333336	0.325	-0.006666666666666667	0.012917844651617834	-0.03198564218383762	0.018652308850504284	28	32	163	377	0.0
local_seed1	balanced_magnitude_skew_lognormal_dyad	0.55	0.7	0.35	600	199	0.31166666666666665	0.32166666666666666	-0.01	0.012914254266976479	-0.0353119383632739	0.0153119383632739	27	33	160	380	0.0
local_seed1	balanced_magnitude_skew_lognormal_dyad	0.55	0.7	0.375	600	199	0.31666666666666665	0.3283333333333333	-0.011666666666666667	0.013439856892561192	-0.0380087861760866	0.014675452842753267	29	36	161	374	0.0
local_seed1	balanced_magnitude_skew_lognormal_dyad	0.55	0.7	0.4	600	199	0.30833333333333335	0.3383333333333333	-0.03	0.013700427916579267	-0.056852838716495366	-0.0031471612835046354	25	43	160	372	0.0
local_seed1	balanced_magnitude_skew_lognormal_dyad	0.55	0.7	0.425	600	199	0.31166666666666665	0.3566666666666667	-0.045	0.013529271219988821	-0.07151737159117809	-0.018482628408821908	20	47	167	366	0.0
local_seed1	balanced_magnitude_skew_lognormal_dyad	0.55	0.7	0.45	600	199	0.31166666666666665	0.365	-0.05333333333333334	0.013375004442328723	-0.07954834204029763	-0.02711832462636904	17	49	170	364	0.0
local_seed1	balanced_magnitude_skew_lognormal_dyad	0.55	0.7	0.475	600	199	0.32166666666666666	0.38333333333333336	-0.06166666666666667	0.013419138208739672	-0.08796817755579642	-0.03536515577753691	15	52	178	355	0.0
local_seed1	balanced_magnitude_skew_lognormal_dyad	0.55	0.7	0.5	600	199	0.32666666666666666	0.3983333333333333	-0.07166666666666667	0.013125643141709649	-0.09739292722441759	-0.045940406108915754	11	54	185	350	0.0
local_seed1	balanced_magnitude_skew_lognormal_dyad	0.55	0.7	0.525	600	199	0.33666666666666667	0.41333333333333333	-0.07666666666666666	0.012971581168519921	-0.1020909657569657	-0.05124236757636762	9	55	193	343	0.0
local_seed1	balanced_magnitude_skew_lognormal_dyad	0.55	0.7	0.55	600	199	0.34833333333333333	0.43333333333333335	-0.085	0.012992121237348641	-0.11046455762520334	-0.059535442374796674	7	58	202	333	0.0
local_seed1	balanced_magnitude_skew_lognormal_dyad	0.55	0.7	0.575	600	199	0.365	0.45166666666666666	-0.08666666666666667	0.01308051915829665	-0.1123044842169281	-0.061028849116405236	7	59	212	322	0.0
