path	latent_correlation	log_radius_sigma	analytic_cdelta_star	analytic_profile_correlation	analytic_mantel_correlation	mc_cdelta_star	mc_profile_correlation	mc_mantel_correlation	mc_cdelta_standard_error	mc_profile_standard_error	mc_mantel_standard_error	profile_minus_mantel_correlation	cdelta_absolute_formula_error	profile_absolute_formula_error	mantel_absolute_formula_error	n_batches	batch_size	total_dyads
node	0.35	0.55	1.1116829074577141	0.31616929595175014	nan	1.1115824027143675	0.3159878486922105	0.10657383520487348	0.0003290582234016215	0.0008340159025870733	0.001055901535100568	0.20941401348733704	0.00010050474334666326	0.00018144725953961327	nan	20	50000	1000000
node	0.55	0.55	1.1810158996558455	0.5124478835038444	nan	1.1809353308882466	0.5125660314158129	0.1842491915795198	0.0004884487284607618	0.00089660082476114	0.0011843986532802232	0.3283168398362931	8.056876759887643e-05	0.0001181479119685136	nan	20	50000	1000000
node	0.65	0.55	1.2172874723025697	0.6151310769112115	nan	1.2184394101193263	0.6161451140086801	0.22979863290002456	0.000538792468896389	0.0006429552098939641	0.001312922241163777	0.38634648110865555	0.0011519378167565986	0.001014037097468612	nan	20	50000	1000000
node	0.75	0.55	1.2546730240097368	0.7209678950160604	nan	1.255327133560543	0.7213555537116972	0.2760946489275719	0.000630788769088646	0.0006070342180285985	0.0011195199232120487	0.44526090478412533	0.0006541095508061368	0.00038765869563683886	nan	20	50000	1000000
dyad	0.3	nan	1.0453469976215648	0.07944514618059068	0.07944514618059068	1.0468890568991864	0.08210467195063623	0.08015937495509409	0.0005243599852982059	0.0008941443736628352	0.0007921464783151651	0.001945296995542134	0.0015420592776216324	0.002659525770045551	0.000714228774503417	20	50000	1000000
dyad	0.45	nan	1.1030729575458709	0.18057747169579805	0.18057747169579805	1.1028614880109244	0.18005204997429747	0.1816156345381944	0.0004180495164764485	0.0007469990289194926	0.0011132426356886699	-0.001563584563896936	0.00021146953494644016	0.0005254217215005796	0.0010381628423963563	20	50000	1000000
dyad	0.65	nan	1.2198640915500143	0.38518834342292074	0.38518834342292074	1.2192283129158232	0.3842392871595125	0.38441688387286926	0.0006217369069032929	0.0009020399740135343	0.0012705233065765842	-0.00017759671335676463	0.0006357786341910643	0.0009490562634082433	0.0007714595500514787	20	50000	1000000
dyad	0.8	nan	1.3418361744012897	0.5988759183520836	0.5988759183520836	1.340957852418495	0.5984433134676446	0.5992563708468271	0.0006446181261361464	0.0008423104654494263	0.0007703396109907896	-0.0008130573791825801	0.0008783219827945832	0.00043260488443908063	0.0003804524947434995	20	50000	1000000
