n	replication	root_seed	truth	method	estimate	se	z	covered	coefficient_x	coefficient_y	error
160	6	2026090701	0.19347511885804566	direct_only_ablation	0.12827889179080776	0.11383377489276046	-0.5727318375293924	1	-0.17566133525803335	-0.16839968653927115	
160	6	2026090701	0.19347511885804566	oracle_fixed_reference	0.09024318806254399	0.12053998557447868	-0.856412337395853	1	-0.17566133525803335	-0.16839968653927115	
160	7	2026090701	0.19347511885804566	complete_kde	0.24698245489697687	0.11924993800224261	0.4486990679854689	1	-0.18808005297074298	-0.18925357126318745	
160	7	2026090701	0.19347511885804566	direct_only_ablation	0.24698245489697715	0.11896482550265493	0.4497744254476073	1	-0.18808005297074298	-0.18925357126318745	
160	7	2026090701	0.19347511885804566	oracle_fixed_reference	0.24417729828071966	0.11970744922603353	0.42355074601027815	1	-0.18808005297074298	-0.18925357126318745	
160	8	2026090701	0.19347511885804566	complete_kde	-0.05847815155451217	0.0645733850956401	-3.9018129534232724	0	-0.05568920772881164	0.015594833547947301	
160	8	2026090701	0.19347511885804566	direct_only_ablation	-0.058478151554512185	0.06455381622758963	-3.902995750464643	0	-0.05568920772881164	0.015594833547947301	
160	8	2026090701	0.19347511885804566	oracle_fixed_reference	-0.05808393852131998	0.06481512940273748	-3.881178047431947	0	-0.05568920772881164	0.015594833547947301	
160	9	2026090701	0.19347511885804566	complete_kde	0.2110970776654107	0.1229295362600869	0.14335007959422827	1	-0.10130613856279841	-0.16312508145844384	
160	9	2026090701	0.19347511885804566	direct_only_ablation	0.21109707766541067	0.12316591100537296	0.1430749682564055	1	-0.10130613856279841	-0.16312508145844384	
160	9	2026090701	0.19347511885804566	oracle_fixed_reference	0.2048067051522105	0.12480120591873657	0.09079708974561768	1	-0.10130613856279841	-0.16312508145844384	
160	10	2026090701	0.19347511885804566	complete_kde	0.12198077411382585	0.08797151201288436	-0.8126988283860428	1	-0.15657640338344916	-0.3278717968419662	
160	10	2026090701	0.19347511885804566	direct_only_ablation	0.12198077411382602	0.0846785785553287	-0.8443026083332926	1	-0.15657640338344916	-0.3278717968419662	
160	10	2026090701	0.19347511885804566	oracle_fixed_reference	0.13728618804915488	0.08483878911771206	-0.6623023665617128	1	-0.15657640338344916	-0.3278717968419662	
160	11	2026090701	0.19347511885804566	complete_kde	0.1945603828547603	0.09675052584151159	0.011217137966696086	1	-0.12761353488554708	-0.24735094813480232	
160	11	2026090701	0.19347511885804566	direct_only_ablation	0.19456038285476027	0.09650886316193345	0.011245226201593779	1	-0.12761353488554708	-0.24735094813480232	
160	11	2026090701	0.19347511885804566	oracle_fixed_reference	0.18108170406341484	0.09678444833300784	-0.12805171706913696	1	-0.12761353488554708	-0.24735094813480232	
160	12	2026090701	0.19347511885804566	complete_kde	0.01262377180971122	0.0841010134653751	-2.1504062745069303	0	0.031099583707829725	0.08788943505966701	
160	12	2026090701	0.19347511885804566	direct_only_ablation	0.012623771809711064	0.08371917283217307	-2.16021421294829	0	0.031099583707829725	0.08788943505966701	
160	12	2026090701	0.19347511885804566	oracle_fixed_reference	0.011470394652739815	0.0838838922678734	-2.169721972653522	0	0.031099583707829725	0.08788943505966701	
160	13	2026090701	0.19347511885804566	complete_kde	0.23816621714475744	0.10674433753048763	0.4186741828244275	1	-0.11020480787323084	-0.3864758104355188	
160	13	2026090701	0.19347511885804566	direct_only_ablation	0.23816621714475728	0.10460668945802061	0.42722983126854863	1	-0.11020480787323084	-0.3864758104355188	
160	13	2026090701	0.19347511885804566	oracle_fixed_reference	0.1747750640247905	0.10931144909041715	-0.17107132865640973	1	-0.11020480787323084	-0.3864758104355188	
