n	replication	root_seed	truth	method	estimate	se	z	covered	coefficient_x	coefficient_y	error
160	1874	2026090701	0.19347511885804566	direct_only_ablation	0.49098805264708434	0.1017012702080507	2.9253610420048366	0	-0.146457089325933	-0.0873759571453305	
160	1874	2026090701	0.19347511885804566	oracle_fixed_reference	0.4816396477666053	0.10399480412365822	2.7709512156579352	0	-0.146457089325933	-0.0873759571453305	
160	1875	2026090701	0.19347511885804566	complete_kde	0.275530636402859	0.13081788825196572	0.6272499781281278	1	-0.07014833322537765	-0.012978601565444087	
160	1875	2026090701	0.19347511885804566	direct_only_ablation	0.27553063640285913	0.1312251208244311	0.6253034253601283	1	-0.07014833322537765	-0.012978601565444087	
160	1875	2026090701	0.19347511885804566	oracle_fixed_reference	0.27963602751007305	0.1304796919196185	0.6603396082902041	1	-0.07014833322537765	-0.012978601565444087	
160	1876	2026090701	0.19347511885804566	complete_kde	0.12739348537960796	0.06311491260561868	-1.0470050698058786	1	-0.31923934226133244	-0.2251948473295078	
160	1876	2026090701	0.19347511885804566	direct_only_ablation	0.12739348537960807	0.0595885553826997	-1.1089651872584751	1	-0.31923934226133244	-0.2251948473295078	
160	1876	2026090701	0.19347511885804566	oracle_fixed_reference	0.12405435990561237	0.059735271170995335	-1.1621401827023226	1	-0.31923934226133244	-0.2251948473295078	
160	1877	2026090701	0.19347511885804566	complete_kde	0.02813695486533971	0.0902124042911179	-1.8327652975432864	1	-0.12376963028801005	-0.27472016946134226	
160	1877	2026090701	0.19347511885804566	direct_only_ablation	0.02813695486533964	0.08833810873513104	-1.8716516162741093	1	-0.12376963028801005	-0.27472016946134226	
160	1877	2026090701	0.19347511885804566	oracle_fixed_reference	0.041095876739883005	0.08736275047418628	-1.7442129659503716	1	-0.12376963028801005	-0.27472016946134226	
160	1878	2026090701	0.19347511885804566	complete_kde	0.2042457991212732	0.09836586298185922	0.1094961192503732	1	-0.21070608655231715	-0.07148862180417534	
160	1878	2026090701	0.19347511885804566	direct_only_ablation	0.20424579912127347	0.09805813870794296	0.10983973798755527	1	-0.21070608655231715	-0.07148862180417534	
160	1878	2026090701	0.19347511885804566	oracle_fixed_reference	0.2114761180361353	0.09802273498549464	0.18364106225717353	1	-0.21070608655231715	-0.07148862180417534	
160	1879	2026090701	0.19347511885804566	complete_kde	0.11407693307413246	0.06324665067823086	-1.255373761811574	1	-0.29744168773925406	-0.18229581692727748	
160	1879	2026090701	0.19347511885804566	direct_only_ablation	0.11407693307413251	0.060695257162485396	-1.308144812227399	1	-0.29744168773925406	-0.18229581692727748	
160	1879	2026090701	0.19347511885804566	oracle_fixed_reference	0.1257508560642801	0.060741811403352435	-1.1149529661545088	1	-0.29744168773925406	-0.18229581692727748	
160	1880	2026090701	0.19347511885804566	complete_kde	0.10994430041707279	0.06885713944780605	-1.213103232443885	1	-0.2940035696573766	-0.2572686163347221	
160	1880	2026090701	0.19347511885804566	direct_only_ablation	0.10994430041707286	0.06392602861714355	-1.306679301810588	1	-0.2940035696573766	-0.2572686163347221	
160	1880	2026090701	0.19347511885804566	oracle_fixed_reference	0.07220065814546106	0.06535433782838823	-1.855645160555909	1	-0.2940035696573766	-0.2572686163347221	
160	1881	2026090701	0.19347511885804566	complete_kde	0.3421858888976481	0.16016202560839804	0.9285020558069469	1	-0.11237756363145868	-0.17384723278476844	
160	1881	2026090701	0.19347511885804566	direct_only_ablation	0.3421858888976482	0.16019871289728427	0.9282894184983402	1	-0.11237756363145868	-0.17384723278476844	
160	1881	2026090701	0.19347511885804566	oracle_fixed_reference	0.3616500242093506	0.15348103887027753	1.0957373405157018	1	-0.11237756363145868	-0.17384723278476844	
160	1882	2026090701	0.19347511885804566	complete_kde	0.17819161277414525	0.11883911800840005	-0.1286066939912842	1	-0.14498466857557657	-0.3413539039394451	
160	1882	2026090701	0.19347511885804566	direct_only_ablation	0.17819161277414555	0.11871836153242371	-0.12873750855907798	1	-0.14498466857557657	-0.3413539039394451	
160	1882	2026090701	0.19347511885804566	oracle_fixed_reference	0.1889478780227675	0.1175465318210114	-0.0385144569145759	1	-0.14498466857557657	-0.3413539039394451	
160	1883	2026090701	0.19347511885804566	complete_kde	0.20171453363183364	0.0823505779429335	0.10005290769783848	1	-0.29111956323356414	-0.12702417521703543	
160	1883	2026090701	0.19347511885804566	direct_only_ablation	0.20171453363183348	0.08074307283171855	0.1020448502246139	1	-0.29111956323356414	-0.12702417521703543	
160	1883	2026090701	0.19347511885804566	oracle_fixed_reference	0.1981513176382856	0.07753776057301374	0.06030866439373867	1	-0.29111956323356414	-0.12702417521703543	
160	1884	2026090701	0.19347511885804566	complete_kde	0.12745933735988615	0.09129959092920055	-0.723067659189758	1	-0.1331955155480352	-0.35388605333013107	
160	1884	2026090701	0.19347511885804566	direct_only_ablation	0.12745933735988585	0.09199305227310257	-0.7176170359276346	1	-0.1331955155480352	-0.35388605333013107	
160	1884	2026090701	0.19347511885804566	oracle_fixed_reference	0.11815415686019883	0.09323669601655624	-0.8078467515029912	1	-0.1331955155480352	-0.35388605333013107	
160	1885	2026090701	0.19347511885804566	complete_kde	0.3303600719340671	0.09616797695735313	1.4233943294525653	1	-0.3327040380038859	-0.04278179457260203	
160	1885	2026090701	0.19347511885804566	direct_only_ablation	0.3303600719340672	0.09620739300573686	1.4228111665790493	1	-0.3327040380038859	-0.04278179457260203	
160	1885	2026090701	0.19347511885804566	oracle_fixed_reference	0.30595854793849614	0.09900204825264577	1.1361727465819822	1	-0.3327040380038859	-0.04278179457260203	
160	1886	2026090701	0.19347511885804566	complete_kde	0.19904503066153423	0.08971921530508967	0.06208159294024264	1	-0.104256485465772	-0.5466758970448589	
160	1886	2026090701	0.19347511885804566	direct_only_ablation	0.1990450306615343	0.08910649454198034	0.06250848304737787	1	-0.104256485465772	-0.5466758970448589	
160	1886	2026090701	0.19347511885804566	oracle_fixed_reference	0.19328258629859563	0.08937650502719845	-0.0021541741802439795	1	-0.104256485465772	-0.5466758970448589	
160	1887	2026090701	0.19347511885804566	complete_kde	0.18647906814233645	0.08797921899857464	-0.0795193546310358	1	0.12013301956757157	0.08531411975767118	
160	1887	2026090701	0.19347511885804566	direct_only_ablation	0.1864790681423368	0.0874612190698062	-0.07999031788163205	1	0.12013301956757157	0.08531411975767118	
160	1887	2026090701	0.19347511885804566	oracle_fixed_reference	0.17661289779357597	0.0891128024455292	-0.18922332820558344	1	0.12013301956757157	0.08531411975767118	
160	1888	2026090701	0.19347511885804566	complete_kde	0.5297502450709323	0.21190006340501946	1.5869515129409864	1	0.08322170274195234	-0.07959385023596577	
160	1888	2026090701	0.19347511885804566	direct_only_ablation	0.529750245070932	0.21189289356048577	1.5870052108042743	1	0.08322170274195234	-0.07959385023596577	
160	1888	2026090701	0.19347511885804566	oracle_fixed_reference	0.5291488395526821	0.21757582280440638	1.5427896186627144	1	0.08322170274195234	-0.07959385023596577	
160	1889	2026090701	0.19347511885804566	complete_kde	0.21301836230858137	0.0915116639511344	0.21356013656326314	1	-0.2605984092635464	-0.29873106095371127	
160	1889	2026090701	0.19347511885804566	direct_only_ablation	0.21301836230858143	0.08947424003051029	0.21842312875607114	1	-0.2605984092635464	-0.29873106095371127	
160	1889	2026090701	0.19347511885804566	oracle_fixed_reference	0.22213356936630824	0.08921222419192563	0.32123905404049297	1	-0.2605984092635464	-0.29873106095371127	
160	1890	2026090701	0.19347511885804566	complete_kde	-0.06721239533522326	0.0730685493682333	-3.567711641290683	0	-0.15089673759840225	-0.22438574443201692	
160	1890	2026090701	0.19347511885804566	direct_only_ablation	-0.06721239533522322	0.07119025454615457	-3.661842703824834	0	-0.15089673759840225	-0.22438574443201692	
160	1890	2026090701	0.19347511885804566	oracle_fixed_reference	-0.06634820636531275	0.07179054486071508	-3.6191858653177293	0	-0.15089673759840225	-0.22438574443201692	
160	1891	2026090701	0.19347511885804566	complete_kde	0.11744529824683972	0.08004525277633805	-0.949835473986796	1	-0.039434563503415204	-0.220420444102286	
160	1891	2026090701	0.19347511885804566	direct_only_ablation	0.11744529824683962	0.07977407014657194	-0.9530643286911844	1	-0.039434563503415204	-0.220420444102286	
160	1891	2026090701	0.19347511885804566	oracle_fixed_reference	0.10798502183271946	0.07774016980098532	-1.0996901247344928	1	-0.039434563503415204	-0.220420444102286	
160	1892	2026090701	0.19347511885804566	complete_kde	0.3143137849713374	0.10524942623018416	1.1481171008857887	1	0.020462767868460824	-0.17888021153344782	
160	1892	2026090701	0.19347511885804566	direct_only_ablation	0.31431378497133733	0.10570970698114056	1.143117974348848	1	0.020462767868460824	-0.17888021153344782	
160	1892	2026090701	0.19347511885804566	oracle_fixed_reference	0.30026839130707983	0.10832814393036867	0.985831276844168	1	0.020462767868460824	-0.17888021153344782	
160	1893	2026090701	0.19347511885804566	complete_kde	0.2366000103933134	0.0813058429495077	0.5304033507413364	1	-0.14158160991900498	-0.20868390539967777	
160	1893	2026090701	0.19347511885804566	direct_only_ablation	0.23660001039331344	0.07995589696854893	0.5393584859942372	1	-0.14158160991900498	-0.20868390539967777	
160	1893	2026090701	0.19347511885804566	oracle_fixed_reference	0.21783198061760742	0.08049797167789906	0.30257733520320484	1	-0.14158160991900498	-0.20868390539967777	
160	1894	2026090701	0.19347511885804566	complete_kde	0.1887758614857764	0.08198734484376113	-0.057316862513652284	1	8.977896262184204e-05	-0.19856733164674872	
160	1894	2026090701	0.19347511885804566	direct_only_ablation	0.1887758614857764	0.08187548015206172	-0.05739517329903466	1	8.977896262184204e-05	-0.19856733164674872	
160	1894	2026090701	0.19347511885804566	oracle_fixed_reference	0.18632473459911542	0.08137000474955913	-0.08787493967755962	1	8.977896262184204e-05	-0.19856733164674872	
160	1895	2026090701	0.19347511885804566	complete_kde	0.057180582320093126	0.07229479018930522	-1.8852608352699112	1	-0.021396173131256038	-0.1928183359916968	
160	1895	2026090701	0.19347511885804566	direct_only_ablation	0.05718058232009318	0.07259738841408954	-1.8774027484368947	1	-0.021396173131256038	-0.1928183359916968	
160	1895	2026090701	0.19347511885804566	oracle_fixed_reference	0.04869536690174402	0.07288459543302032	-1.9864245811634056	0	-0.021396173131256038	-0.1928183359916968	
160	1896	2026090701	0.19347511885804566	complete_kde	0.2521552784001713	0.08429029326737539	0.6961674620823494	1	-0.24034378276998036	-0.36414112044372743	
160	1896	2026090701	0.19347511885804566	direct_only_ablation	0.2521552784001712	0.08096895827907784	0.7247241509501839	1	-0.24034378276998036	-0.36414112044372743	
160	1896	2026090701	0.19347511885804566	oracle_fixed_reference	0.24365436601405138	0.08543386538408697	0.5873460943200186	1	-0.24034378276998036	-0.36414112044372743	
160	1897	2026090701	0.19347511885804566	complete_kde	0.34528512166274655	0.1220530845035651	1.2438030830778932	1	-0.1334877283666327	0.10648623208872945	
160	1897	2026090701	0.19347511885804566	direct_only_ablation	0.34528512166274666	0.12176440247331258	1.2467519219171925	1	-0.1334877283666327	0.10648623208872945	
160	1897	2026090701	0.19347511885804566	oracle_fixed_reference	0.3442945674914488	0.122384492550286	1.2323411691349184	1	-0.1334877283666327	0.10648623208872945	
160	1898	2026090701	0.19347511885804566	complete_kde	0.4455229471769802	0.15386609902279094	1.638098515005575	1	-0.11410522038192536	-0.08817616295101044	
160	1898	2026090701	0.19347511885804566	direct_only_ablation	0.44552294717698004	0.1549174167633685	1.6269818693396463	1	-0.11410522038192536	-0.08817616295101044	
160	1898	2026090701	0.19347511885804566	oracle_fixed_reference	0.4594346752643462	0.14861859972391492	1.789544221923548	1	-0.11410522038192536	-0.08817616295101044	
160	1899	2026090701	0.19347511885804566	complete_kde	0.20246985110329085	0.10119808714055142	0.08888243344711287	1	-0.2821298541765648	0.03423318410589398	
160	1899	2026090701	0.19347511885804566	direct_only_ablation	0.20246985110329085	0.10078273598975244	0.0892487404406224	1	-0.2821298541765648	0.03423318410589398	
160	1899	2026090701	0.19347511885804566	oracle_fixed_reference	0.17662197069856841	0.10316979508060548	-0.16335351006862098	1	-0.2821298541765648	0.03423318410589398	
160	1900	2026090701	0.19347511885804566	complete_kde	-0.029828388981443327	0.07892584643800238	-2.8292823950250288	0	-0.27764387485980285	-0.12136828884743962	
160	1900	2026090701	0.19347511885804566	direct_only_ablation	-0.02982838898144328	0.0755687400574582	-2.9549719589039274	0	-0.27764387485980285	-0.12136828884743962	
160	1900	2026090701	0.19347511885804566	oracle_fixed_reference	-0.032226201345681674	0.07662063639138474	-2.9456988460762163	0	-0.27764387485980285	-0.12136828884743962	
160	1901	2026090701	0.19347511885804566	complete_kde	0.16349710028348174	0.10847604615161734	-0.27635611398173143	1	-0.17775375121548614	-0.2919439189680503	
160	1901	2026090701	0.19347511885804566	direct_only_ablation	0.16349710028348174	0.10731475286741382	-0.2793466673832015	1	-0.17775375121548614	-0.2919439189680503	
160	1901	2026090701	0.19347511885804566	oracle_fixed_reference	0.17150811069915378	0.10558615715616043	-0.20804818311933626	1	-0.17775375121548614	-0.2919439189680503	
160	1902	2026090701	0.19347511885804566	complete_kde	0.16865735461159673	0.12763708737636792	-0.19444007033212793	1	-0.09434062608714386	-0.23225116352258718	
160	1902	2026090701	0.19347511885804566	direct_only_ablation	0.16865735461159684	0.12778460447248177	-0.19421560483675712	1	-0.09434062608714386	-0.23225116352258718	
160	1902	2026090701	0.19347511885804566	oracle_fixed_reference	0.1418970565052658	0.13390307820526662	-0.38518951949493885	1	-0.09434062608714386	-0.23225116352258718	
160	1903	2026090701	0.19347511885804566	complete_kde	0.05337803281574478	0.07744373941465994	-1.8090175797448744	1	-0.04877121226924187	-0.3892912863923343	
160	1903	2026090701	0.19347511885804566	direct_only_ablation	0.053378032815744984	0.07326566963436335	-1.912179152138559	1	-0.04877121226924187	-0.3892912863923343	
160	1903	2026090701	0.19347511885804566	oracle_fixed_reference	0.05181362634996412	0.07453296260057675	-1.9006555967357368	1	-0.04877121226924187	-0.3892912863923343	
160	1904	2026090701	0.19347511885804566	complete_kde	0.3997915325008841	0.10921186043019698	1.8891392640885014	1	0.004428343590074824	-0.16041658596374025	
160	1904	2026090701	0.19347511885804566	direct_only_ablation	0.39979153250088384	0.10963218674520013	1.8818963642706965	1	0.004428343590074824	-0.16041658596374025	
160	1904	2026090701	0.19347511885804566	oracle_fixed_reference	0.4060544041785854	0.10708910497797118	1.9850692128229894	0	0.004428343590074824	-0.16041658596374025	
160	1905	2026090701	0.19347511885804566	complete_kde	0.1501762028018175	0.07576876351126877	-0.571461299481131	1	-0.19084491407520304	-0.13656789928150853	
160	1905	2026090701	0.19347511885804566	direct_only_ablation	0.15017620280181732	0.07527642851204372	-0.575198862540361	1	-0.19084491407520304	-0.13656789928150853	
160	1905	2026090701	0.19347511885804566	oracle_fixed_reference	0.17003585591630038	0.07609432531410502	-0.30802905269206093	1	-0.19084491407520304	-0.13656789928150853	
160	1906	2026090701	0.19347511885804566	complete_kde	0.23247201593021238	0.13145853373737712	0.29664789316814716	1	-0.019103339633503996	-0.2035617141413789	
160	1906	2026090701	0.19347511885804566	direct_only_ablation	0.23247201593021222	0.13176118050915528	0.29596651245437877	1	-0.019103339633503996	-0.2035617141413789	
160	1906	2026090701	0.19347511885804566	oracle_fixed_reference	0.23113328163555874	0.13174624507650598	0.28583860401975564	1	-0.019103339633503996	-0.2035617141413789	
160	1907	2026090701	0.19347511885804566	complete_kde	0.26573896988776674	0.17717504284400767	0.4078669877525877	1	-0.089032504994305	-0.023454418551647788	
160	1907	2026090701	0.19347511885804566	direct_only_ablation	0.26573896988776674	0.17746488997595142	0.40720083301837157	1	-0.089032504994305	-0.023454418551647788	
160	1907	2026090701	0.19347511885804566	oracle_fixed_reference	0.24920514857427342	0.1840912558472869	0.302730455391421	1	-0.089032504994305	-0.023454418551647788	
160	1908	2026090701	0.19347511885804566	complete_kde	0.05678147439584269	0.08774566997550513	-1.557839201642224	1	0.06666509335256686	-0.12265457590832946	
160	1908	2026090701	0.19347511885804566	direct_only_ablation	0.05678147439584292	0.08767560075974584	-1.5590842067541597	1	0.06666509335256686	-0.12265457590832946	
160	1908	2026090701	0.19347511885804566	oracle_fixed_reference	0.057024846803079336	0.0907554720476078	-1.5034936073429082	1	0.06666509335256686	-0.12265457590832946	
160	1909	2026090701	0.19347511885804566	complete_kde	0.21673221515104377	0.10145285821957266	0.22924042457890317	1	0.1629427773724349	-0.5326872819838917	
160	1909	2026090701	0.19347511885804566	direct_only_ablation	0.21673221515104385	0.0987767321294251	0.2354511613375192	1	0.1629427773724349	-0.5326872819838917	
160	1909	2026090701	0.19347511885804566	oracle_fixed_reference	0.2417240338590742	0.09658690389110952	0.4995388925130427	1	0.1629427773724349	-0.5326872819838917	
160	1910	2026090701	0.19347511885804566	complete_kde	0.10825964575928401	0.10308049070689031	-0.8266886635325797	1	-0.16441274785254545	-0.10308683495301518	
160	1910	2026090701	0.19347511885804566	direct_only_ablation	0.10825964575928412	0.10381710778420762	-0.8208230311702469	1	-0.16441274785254545	-0.10308683495301518	
160	1910	2026090701	0.19347511885804566	oracle_fixed_reference	0.10974197719453876	0.10376203053261218	-0.8069728515691466	1	-0.16441274785254545	-0.10308683495301518	
160	1911	2026090701	0.19347511885804566	complete_kde	0.23015035039683904	0.09997284333187575	0.36685194015182815	1	-0.217791159374433	-0.267452862311667	
160	1911	2026090701	0.19347511885804566	direct_only_ablation	0.230150350396839	0.099539506893923	0.3684489976213898	1	-0.217791159374433	-0.267452862311667	
160	1911	2026090701	0.19347511885804566	oracle_fixed_reference	0.16939915274593478	0.10544206638763663	-0.22833359528065786	1	-0.217791159374433	-0.267452862311667	
160	1912	2026090701	0.19347511885804566	complete_kde	0.12680674535018865	0.10188109459266914	-0.654374334849894	1	-0.3197259170878113	-0.045236251483397646	
160	1912	2026090701	0.19347511885804566	direct_only_ablation	0.12680674535018857	0.100796620291391	-0.6614147708040883	1	-0.3197259170878113	-0.045236251483397646	
160	1912	2026090701	0.19347511885804566	oracle_fixed_reference	0.08148355179813929	0.09191546056158911	-1.2184192558646323	1	-0.3197259170878113	-0.045236251483397646	
160	1913	2026090701	0.19347511885804566	complete_kde	0.01841945918845074	0.08159126154437293	-2.145519708313272	0	-0.14616389283832878	-0.1632439853758695	
160	1913	2026090701	0.19347511885804566	direct_only_ablation	0.018419459188450782	0.08057363084507418	-2.1726172425590375	0	-0.14616389283832878	-0.1632439853758695	
160	1913	2026090701	0.19347511885804566	oracle_fixed_reference	0.03565649238304122	0.08079894607589214	-1.9532262998426975	1	-0.14616389283832878	-0.1632439853758695	
160	1914	2026090701	0.19347511885804566	complete_kde	0.1112674188600792	0.11269769889566518	-0.7294532257847948	1	-0.3051273527350686	0.05240338830331302	
160	1914	2026090701	0.19347511885804566	direct_only_ablation	0.11126741886007897	0.11182217461026371	-0.7351645618097394	1	-0.3051273527350686	0.05240338830331302	
160	1914	2026090701	0.19347511885804566	oracle_fixed_reference	0.10834732515139953	0.11066629023892847	-0.7692296680665383	1	-0.3051273527350686	0.05240338830331302	
160	1915	2026090701	0.19347511885804566	complete_kde	0.1829191358849509	0.09355814899780876	-0.11282804422885703	1	-0.14116812615289165	-0.386750838490142	
160	1915	2026090701	0.19347511885804566	direct_only_ablation	0.18291913588495096	0.09229209119176301	-0.11437581310365648	1	-0.14116812615289165	-0.386750838490142	
160	1915	2026090701	0.19347511885804566	oracle_fixed_reference	0.17452815306562128	0.09272079340042477	-0.20434430182882352	1	-0.14116812615289165	-0.386750838490142	
160	1916	2026090701	0.19347511885804566	complete_kde	0.2478706702483212	0.1486988924610275	0.3658100641504918	1	-0.22078731481939645	-0.13095240541686742	
160	1916	2026090701	0.19347511885804566	direct_only_ablation	0.24787067024832127	0.14868267891026074	0.3658499550112808	1	-0.22078731481939645	-0.13095240541686742	
160	1916	2026090701	0.19347511885804566	oracle_fixed_reference	0.2649789729067089	0.14368349960874818	0.4976483329217973	1	-0.22078731481939645	-0.13095240541686742	
160	1917	2026090701	0.19347511885804566	complete_kde	0.14401539654700263	0.11029143349883888	-0.44844572911969394	1	-0.34611033974890987	0.11623124920524652	
160	1917	2026090701	0.19347511885804566	direct_only_ablation	0.1440153965470026	0.10935440380841607	-0.45228834494579884	1	-0.34611033974890987	0.11623124920524652	
160	1917	2026090701	0.19347511885804566	oracle_fixed_reference	0.1279353011370679	0.1098570287636692	-0.5965919382543178	1	-0.34611033974890987	0.11623124920524652	
160	1918	2026090701	0.19347511885804566	complete_kde	0.13184140174222278	0.08929294576922758	-0.6902417272145063	1	-0.312413579432242	-0.3527669332489974	
160	1918	2026090701	0.19347511885804566	direct_only_ablation	0.131841401742223	0.08628670852581362	-0.7142898155326467	1	-0.312413579432242	-0.3527669332489974	
160	1918	2026090701	0.19347511885804566	oracle_fixed_reference	0.1048857951707318	0.08575340744903107	-1.0330705953576058	1	-0.312413579432242	-0.3527669332489974	
160	1919	2026090701	0.19347511885804566	complete_kde	-0.006651700414828531	0.07073078286329841	-2.829416149113744	0	-0.14807989429453802	0.010800315958868321	
160	1919	2026090701	0.19347511885804566	direct_only_ablation	-0.006651700414828522	0.06993927354769634	-2.861436916933289	0	-0.14807989429453802	0.010800315958868321	
160	1919	2026090701	0.19347511885804566	oracle_fixed_reference	-0.0064984729450895	0.07000307904544092	-2.856639943984847	0	-0.14807989429453802	0.010800315958868321	
160	1920	2026090701	0.19347511885804566	complete_kde	0.06476048649862355	0.07849430904303585	-1.6397957244117163	1	-0.07901688359335618	-0.2977282492130867	
160	1920	2026090701	0.19347511885804566	direct_only_ablation	0.06476048649862355	0.07658538940472093	-1.6806682496477297	1	-0.07901688359335618	-0.2977282492130867	
160	1920	2026090701	0.19347511885804566	oracle_fixed_reference	0.07438638814885223	0.07377209853512676	-1.6142787459474133	1	-0.07901688359335618	-0.2977282492130867	
160	1921	2026090701	0.19347511885804566	complete_kde	0.05394420399143185	0.05477924015820725	-2.547149512545926	0	-0.31475358366538736	0.16639004930676113	
160	1921	2026090701	0.19347511885804566	direct_only_ablation	0.05394420399143178	0.052360594678253415	-2.6648076807379035	0	-0.31475358366538736	0.16639004930676113	
160	1921	2026090701	0.19347511885804566	oracle_fixed_reference	0.05340952722546773	0.051880092317390936	-2.6997945719851	0	-0.31475358366538736	0.16639004930676113	
160	1922	2026090701	0.19347511885804566	complete_kde	0.16366900779319485	0.10390900971479468	-0.2868481871462489	1	-0.11943153164823067	-0.4091071441065349	
160	1922	2026090701	0.19347511885804566	direct_only_ablation	0.163669007793195	0.103170375490644	-0.28890183759730176	1	-0.11943153164823067	-0.4091071441065349	
160	1922	2026090701	0.19347511885804566	oracle_fixed_reference	0.1570497407042132	0.10406288463276486	-0.350032370161337	1	-0.11943153164823067	-0.4091071441065349	
160	1923	2026090701	0.19347511885804566	complete_kde	0.13254795496309166	0.05974504617249107	-1.0197860374741368	1	-0.1368046818879097	-0.17443776682969764	
160	1923	2026090701	0.19347511885804566	direct_only_ablation	0.13254795496309196	0.05919507984684577	-1.0292606083578113	1	-0.1368046818879097	-0.17443776682969764	
160	1923	2026090701	0.19347511885804566	oracle_fixed_reference	0.12145832327952702	0.05735537854880035	-1.2556241001398631	1	-0.1368046818879097	-0.17443776682969764	
160	1924	2026090701	0.19347511885804566	complete_kde	0.12012612213515095	0.12123849940913452	-0.6049975633183097	1	-0.09335730801138944	-0.23885584144423588	
160	1924	2026090701	0.19347511885804566	direct_only_ablation	0.12012612213515085	0.12142725960060954	-0.604057087050712	1	-0.09335730801138944	-0.23885584144423588	
160	1924	2026090701	0.19347511885804566	oracle_fixed_reference	0.1230149768431762	0.12146426831358344	-0.5800894616428514	1	-0.09335730801138944	-0.23885584144423588	
160	1925	2026090701	0.19347511885804566	complete_kde	0.14386417766999066	0.10039757881884503	-0.4941447968339136	1	-0.2783848607420961	-0.21715527334686846	
160	1925	2026090701	0.19347511885804566	direct_only_ablation	0.1438641776699906	0.09822833620246682	-0.5050573297484925	1	-0.2783848607420961	-0.21715527334686846	
160	1925	2026090701	0.19347511885804566	oracle_fixed_reference	0.15455543812999054	0.09752369568979706	-0.3990792232879553	1	-0.2783848607420961	-0.21715527334686846	
160	1926	2026090701	0.19347511885804566	complete_kde	0.17437212702178279	0.08836795416659311	-0.21617555839585828	1	-0.24616448966443683	-0.2662566423601819	
160	1926	2026090701	0.19347511885804566	direct_only_ablation	0.17437212702178254	0.08740502349131375	-0.2185571386313004	1	-0.24616448966443683	-0.2662566423601819	
160	1926	2026090701	0.19347511885804566	oracle_fixed_reference	0.12294638784731125	0.0879112142538496	-0.8022722881187594	1	-0.24616448966443683	-0.2662566423601819	
160	1927	2026090701	0.19347511885804566	complete_kde	0.1004121180129774	0.1093322457135256	-0.8511944508019499	1	-0.2741390754046838	-0.09381939811159698	
160	1927	2026090701	0.19347511885804566	direct_only_ablation	0.10041211801297745	0.1068532259662192	-0.8709423604532945	1	-0.2741390754046838	-0.09381939811159698	
160	1927	2026090701	0.19347511885804566	oracle_fixed_reference	0.0959576433670858	0.10591941728877921	-0.9206760949702711	1	-0.2741390754046838	-0.09381939811159698	
160	1928	2026090701	0.19347511885804566	complete_kde	0.2671083675627672	0.09158238614365861	0.8040110309991094	1	-0.08009719115063432	-0.13638603054427645	
160	1928	2026090701	0.19347511885804566	direct_only_ablation	0.26710836756276735	0.09244278331744706	0.7965278203693442	1	-0.08009719115063432	-0.13638603054427645	
160	1928	2026090701	0.19347511885804566	oracle_fixed_reference	0.2599273876920956	0.09135751425799844	0.7273870066821787	1	-0.08009719115063432	-0.13638603054427645	
160	1929	2026090701	0.19347511885804566	complete_kde	0.18811604887277436	0.10285517359256605	-0.052103066847175444	1	0.01199749689506216	-0.35630369107660276	
160	1929	2026090701	0.19347511885804566	direct_only_ablation	0.188116048872774	0.10394927781563905	-0.0515546629845407	1	0.01199749689506216	-0.35630369107660276	
160	1929	2026090701	0.19347511885804566	oracle_fixed_reference	0.18846658090084867	0.10419483575585671	-0.04806896542293815	1	0.01199749689506216	-0.35630369107660276	
160	1930	2026090701	0.19347511885804566	complete_kde	0.07798366996522867	0.05502265891233871	-2.0989797871603457	0	-0.35386487933572486	-0.28765837597287053	
160	1930	2026090701	0.19347511885804566	direct_only_ablation	0.07798366996522875	0.04768599287903656	-2.421915575623646	0	-0.35386487933572486	-0.28765837597287053	
160	1930	2026090701	0.19347511885804566	oracle_fixed_reference	0.04712339365838024	0.045715166387360576	-3.201382314997525	0	-0.35386487933572486	-0.28765837597287053	
160	1931	2026090701	0.19347511885804566	complete_kde	0.26177311911999124	0.09121791603501668	0.7487344946109861	1	-0.19681981505682983	-0.134890062471715	
160	1931	2026090701	0.19347511885804566	direct_only_ablation	0.2617731191199913	0.09166273203213252	0.7451010759531328	1	-0.19681981505682983	-0.134890062471715	
160	1931	2026090701	0.19347511885804566	oracle_fixed_reference	0.23548713316644512	0.09304517857798188	0.45152274357976396	1	-0.19681981505682983	-0.134890062471715	
160	1932	2026090701	0.19347511885804566	complete_kde	-0.1306435944878595	0.06343531094550062	-5.109436818625612	0	-0.09120379429776465	-0.5208156834615895	
160	1932	2026090701	0.19347511885804566	direct_only_ablation	-0.13064359448785953	0.04814735482406865	-6.731807272284036	0	-0.09120379429776465	-0.5208156834615895	
160	1932	2026090701	0.19347511885804566	oracle_fixed_reference	-0.10167810642093436	0.04910274026028283	-6.010931848496391	0	-0.09120379429776465	-0.5208156834615895	
160	1933	2026090701	0.19347511885804566	complete_kde	0.22691462151398178	0.0748776353984928	0.4465886573203568	1	-0.17567816249198004	-0.07989985224945245	
160	1933	2026090701	0.19347511885804566	direct_only_ablation	0.22691462151398176	0.07432393956369321	0.44991563757569014	1	-0.17567816249198004	-0.07989985224945245	
160	1933	2026090701	0.19347511885804566	oracle_fixed_reference	0.22360548365487323	0.0741379533949436	0.40640944910252325	1	-0.17567816249198004	-0.07989985224945245	
