n_epsilon_squared	epsilon_n80	rejection_n80	epsilon_n320	rejection_n320	absolute_rejection_difference
0.20000000000000004	0.05	0.4866666666666667	0.025	0.41333333333333333	0.07333333333333336
0.8000000000000002	0.1	0.2733333333333333	0.05	0.31333333333333335	0.040000000000000036
3.2000000000000006	0.2	0.17333333333333334	0.1	0.14666666666666667	0.026666666666666672
