phase	positive_probability	sign_agreement	magnitude_sigma	magnitude_rho	center_sd	center_rho	dyadic_weight	dyadic_rho	method	repetitions	n_perm	rejection_rate	wilson_low	wilson_high	median_p_value	mean_observed_profile_weight	mean_realized_sign_agreement	mean_realized_positive_probability	mean_realized_log_radius_sd	mean_realized_log_radius_correlation	mean_realized_center_correlation
seed1	0.5	0.5	0.85	0.55	0.0	0.8	0.15	0.5	profile	400	199	0.635	0.5867439222120918	0.680687758317648	0.025	0.6135121826408295	0.5016666666666666	0.49883333333333335	0.8366747860582819	0.5414371925886513	0.751599718215337
seed1	0.5	0.5	0.85	0.55	0.0	0.8	0.15	0.5	mantel	400	199	0.58	0.5310957511319983	0.6273822817745143	0.035	0.6135121826408295	0.5016666666666666	0.49883333333333335	0.8366747860582819	0.5414371925886513	0.751599718215337
seed1	0.5	0.5	0.85	0.55	0.0	0.8	0.15	0.5	naive_selected	400	199	0.635	0.5867439222120918	0.680687758317648	0.025	0.6135121826408295	0.5016666666666666	0.49883333333333335	0.8366747860582819	0.5414371925886513	0.751599718215337
seed1	0.5	0.5	0.85	0.55	0.0	0.8	0.15	0.5	nested_max	400	199	0.635	0.5867439222120918	0.680687758317648	0.025	0.6135121826408295	0.5016666666666666	0.49883333333333335	0.8366747860582819	0.5414371925886513	0.751599718215337
seed1	0.5	0.5	0.85	0.55	0.0	0.8	0.15	0.5	cv_retrained	400	199	0.64	0.591834465196668	0.685502092389729	0.025	0.6135121826408295	0.5016666666666666	0.49883333333333335	0.8366747860582819	0.5414371925886513	0.751599718215337
seed1	0.5	0.5	0.85	0.55	0.0	0.8	0.15	0.5	cv_frozen	400	199	0.62	0.5715045437377642	0.6662125056220047	0.025	0.6135121826408295	0.5016666666666666	0.49883333333333335	0.8366747860582819	0.5414371925886513	0.751599718215337
seed1	0.5	0.5	0.85	0.55	1.0	0.8	0.15	0.5	profile	400	199	0.475	0.4265327259812066	0.5239428887355082	0.06	0.540905136747949	0.49920833333333337	0.4971875	0.8424372249835311	0.5512360605518069	0.7514847008324693
seed1	0.5	0.5	0.85	0.55	1.0	0.8	0.15	0.5	mantel	400	199	0.4775	0.4289974607340835	0.5264305925109598	0.055	0.540905136747949	0.49920833333333337	0.4971875	0.8424372249835311	0.5512360605518069	0.7514847008324693
seed1	0.5	0.5	0.85	0.55	1.0	0.8	0.15	0.5	naive_selected	400	199	0.4975	0.44875888867958347	0.5462886727920879	0.05	0.540905136747949	0.49920833333333337	0.4971875	0.8424372249835311	0.5512360605518069	0.7514847008324693
seed1	0.5	0.5	0.85	0.55	1.0	0.8	0.15	0.5	nested_max	400	199	0.4775	0.4289974607340835	0.5264305925109598	0.06	0.540905136747949	0.49920833333333337	0.4971875	0.8424372249835311	0.5512360605518069	0.7514847008324693
seed1	0.5	0.5	0.85	0.55	1.0	0.8	0.15	0.5	cv_retrained	400	199	0.51	0.46114904250821503	0.558660711605099	0.045	0.540905136747949	0.49920833333333337	0.4971875	0.8424372249835311	0.5512360605518069	0.7514847008324693
seed1	0.5	0.5	0.85	0.55	1.0	0.8	0.15	0.5	cv_frozen	400	199	0.5375	0.4885138311983594	0.5857727467265683	0.04	0.540905136747949	0.49920833333333337	0.4971875	0.8424372249835311	0.5512360605518069	0.7514847008324693
seed1	0.5	0.75	0.35	0.55	0.0	0.8	0.15	0.5	profile	400	199	0.7025	0.6559450648860605	0.7452024559085495	0.015	0.5749108576574489	0.747	0.49162500000000003	0.3451987949010589	0.5474745273868808	0.7687274676591201
seed1	0.5	0.75	0.35	0.55	0.0	0.8	0.15	0.5	mantel	400	199	0.9575	0.9329979456752499	0.9732983050088689	0.005	0.5749108576574489	0.747	0.49162500000000003	0.3451987949010589	0.5474745273868808	0.7687274676591201
seed1	0.5	0.75	0.35	0.55	0.0	0.8	0.15	0.5	naive_selected	400	199	0.745	0.7000956766555838	0.785243299120611	0.01	0.5749108576574489	0.747	0.49162500000000003	0.3451987949010589	0.5474745273868808	0.7687274676591201
seed1	0.5	0.75	0.35	0.55	0.0	0.8	0.15	0.5	nested_max	400	199	0.71	0.6637014956653163	0.7523033407142791	0.015	0.5749108576574489	0.747	0.49162500000000003	0.3451987949010589	0.5474745273868808	0.7687274676591201
seed1	0.5	0.75	0.35	0.55	0.0	0.8	0.15	0.5	cv_retrained	400	199	0.82	0.7793624469518832	0.8545496846741669	0.01	0.5749108576574489	0.747	0.49162500000000003	0.3451987949010589	0.5474745273868808	0.7687274676591201
seed1	0.5	0.75	0.35	0.55	0.0	0.8	0.15	0.5	cv_frozen	400	199	0.86	0.8225607694538968	0.8905903786254097	0.005	0.5749108576574489	0.747	0.49162500000000003	0.3451987949010589	0.5474745273868808	0.7687274676591201
seed1	0.5	0.75	0.35	0.55	1.0	0.8	0.15	0.5	profile	400	199	0.735	0.6896629392432349	0.7758662824196457	0.015	0.5772333391934678	0.746625	0.5001458333333333	0.3458792075623796	0.5469522555003032	0.7428715512339139
seed1	0.5	0.75	0.35	0.55	1.0	0.8	0.15	0.5	mantel	400	199	0.92	0.8892454231693245	0.9427642495898665	0.005	0.5772333391934678	0.746625	0.5001458333333333	0.3458792075623796	0.5469522555003032	0.7428715512339139
seed1	0.5	0.75	0.35	0.55	1.0	0.8	0.15	0.5	naive_selected	400	199	0.8325	0.7927798983351753	0.8658944259325176	0.005	0.5772333391934678	0.746625	0.5001458333333333	0.3458792075623796	0.5469522555003032	0.7428715512339139
seed1	0.5	0.75	0.35	0.55	1.0	0.8	0.15	0.5	nested_max	400	199	0.7725	0.7289390669951599	0.8108767325926485	0.01	0.5772333391934678	0.746625	0.5001458333333333	0.3458792075623796	0.5469522555003032	0.7428715512339139
seed1	0.5	0.75	0.35	0.55	1.0	0.8	0.15	0.5	cv_retrained	400	199	0.8375	0.7981666097704109	0.870412591553939	0.01	0.5772333391934678	0.746625	0.5001458333333333	0.3458792075623796	0.5469522555003032	0.7428715512339139
seed1	0.5	0.75	0.35	0.55	1.0	0.8	0.15	0.5	cv_frozen	400	199	0.87	0.8334921544792615	0.8994687477133592	0.005	0.5772333391934678	0.746625	0.5001458333333333	0.3458792075623796	0.5469522555003032	0.7428715512339139
seed1	0.5	0.75	0.85	0.55	0.0	0.8	0.15	0.5	profile	400	199	0.7525	0.7079392288053334	0.7922570625558467	0.01	0.5885709909932533	0.7475	0.4989166666666667	0.838923929721254	0.5493996886173121	0.7668962716928206
seed1	0.5	0.75	0.85	0.55	0.0	0.8	0.15	0.5	mantel	400	199	0.7925	0.7500694660392275	0.829365841775209	0.005	0.5885709909932533	0.7475	0.4989166666666667	0.838923929721254	0.5493996886173121	0.7668962716928206
seed1	0.5	0.75	0.85	0.55	0.0	0.8	0.15	0.5	naive_selected	400	199	0.7725	0.7289390669951599	0.8108767325926485	0.01	0.5885709909932533	0.7475	0.4989166666666667	0.838923929721254	0.5493996886173121	0.7668962716928206
seed1	0.5	0.75	0.85	0.55	0.0	0.8	0.15	0.5	nested_max	400	199	0.7575	0.7131775779269679	0.7969235904908692	0.01	0.5885709909932533	0.7475	0.4989166666666667	0.838923929721254	0.5493996886173121	0.7668962716928206
seed1	0.5	0.75	0.85	0.55	0.0	0.8	0.15	0.5	cv_retrained	400	199	0.8675	0.8307536803033191	0.897254783360973	0.01	0.5885709909932533	0.7475	0.4989166666666667	0.838923929721254	0.5493996886173121	0.7668962716928206
seed1	0.5	0.75	0.85	0.55	0.0	0.8	0.15	0.5	cv_frozen	400	199	0.87	0.8334921544792615	0.8994687477133592	0.005	0.5885709909932533	0.7475	0.4989166666666667	0.838923929721254	0.5493996886173121	0.7668962716928206
seed1	0.5	0.75	0.85	0.55	1.0	0.8	0.15	0.5	profile	400	199	0.715	0.6688804833361408	0.7570292301001116	0.015	0.5609624820210466	0.7460833333333332	0.5003333333333333	0.8431642706909938	0.5516248874939458	0.7611646090646862
seed1	0.5	0.75	0.85	0.55	1.0	0.8	0.15	0.5	mantel	400	199	0.82	0.7793624469518832	0.8545496846741669	0.005	0.5609624820210466	0.7460833333333332	0.5003333333333333	0.8431642706909938	0.5516248874939458	0.7611646090646862
seed1	0.5	0.75	0.85	0.55	1.0	0.8	0.15	0.5	naive_selected	400	199	0.7725	0.7289390669951599	0.8108767325926485	0.01	0.5609624820210466	0.7460833333333332	0.5003333333333333	0.8431642706909938	0.5516248874939458	0.7611646090646862
seed1	0.5	0.75	0.85	0.55	1.0	0.8	0.15	0.5	nested_max	400	199	0.725	0.6792581922605757	0.7664612752889909	0.015	0.5609624820210466	0.7460833333333332	0.5003333333333333	0.8431642706909938	0.5516248874939458	0.7611646090646862
seed1	0.5	0.75	0.85	0.55	1.0	0.8	0.15	0.5	cv_retrained	400	199	0.8675	0.8307536803033191	0.897254783360973	0.01	0.5609624820210466	0.7460833333333332	0.5003333333333333	0.8431642706909938	0.5516248874939458	0.7611646090646862
seed1	0.5	0.75	0.85	0.55	1.0	0.8	0.15	0.5	cv_frozen	400	199	0.8825	0.8472450357843669	0.9104780590498961	0.005	0.5609624820210466	0.7460833333333332	0.5003333333333333	0.8431642706909938	0.5516248874939458	0.7611646090646862
seed1	0.7	0.5	0.35	0.55	0.0	0.8	0.15	0.5	profile	400	199	0.075	0.05303774392284765	0.10504770626130436	0.42	0.5099145118344391	0.49762500000000004	0.6994374999999999	0.34527448009759787	0.5432227959689824	0.7602425932997765
seed1	0.7	0.5	0.35	0.55	0.0	0.8	0.15	0.5	mantel	400	199	0.0675	0.04680146916375965	0.09642666543540682	0.3225	0.5099145118344391	0.49762500000000004	0.6994374999999999	0.34527448009759787	0.5432227959689824	0.7602425932997765
seed1	0.7	0.5	0.35	0.55	0.0	0.8	0.15	0.5	naive_selected	400	199	0.075	0.05303774392284765	0.10504770626130436	0.375	0.5099145118344391	0.49762500000000004	0.6994374999999999	0.34527448009759787	0.5432227959689824	0.7602425932997765
seed1	0.7	0.5	0.35	0.55	0.0	0.8	0.15	0.5	nested_max	400	199	0.075	0.05303774392284765	0.10504770626130436	0.4125	0.5099145118344391	0.49762500000000004	0.6994374999999999	0.34527448009759787	0.5432227959689824	0.7602425932997765
seed1	0.7	0.5	0.35	0.55	0.0	0.8	0.15	0.5	cv_retrained	400	199	0.0625	0.04268914141220244	0.09063411613030699	0.455	0.5099145118344391	0.49762500000000004	0.6994374999999999	0.34527448009759787	0.5432227959689824	0.7602425932997765
seed1	0.7	0.5	0.35	0.55	0.0	0.8	0.15	0.5	cv_frozen	400	199	0.06	0.040647970113724695	0.0877228489004562	0.48	0.5099145118344391	0.49762500000000004	0.6994374999999999	0.34527448009759787	0.5432227959689824	0.7602425932997765
seed1	0.7	0.5	0.35	0.55	1.0	0.8	0.15	0.5	profile	400	199	0.0475	0.030617076962711882	0.07299154940982647	0.46	0.5091617056178283	0.5085416666666667	0.7026458333333332	0.343848633432531	0.5432856690476023	0.7640486706547709
seed1	0.7	0.5	0.35	0.55	1.0	0.8	0.15	0.5	mantel	400	199	0.0425	0.026701694991131116	0.06700205432475019	0.495	0.5091617056178283	0.5085416666666667	0.7026458333333332	0.343848633432531	0.5432856690476023	0.7640486706547709
seed1	0.7	0.5	0.35	0.55	1.0	0.8	0.15	0.5	naive_selected	400	199	0.055	0.03659849414955068	0.08186744780797323	0.3975	0.5091617056178283	0.5085416666666667	0.7026458333333332	0.343848633432531	0.5432856690476023	0.7640486706547709
seed1	0.7	0.5	0.35	0.55	1.0	0.8	0.15	0.5	nested_max	400	199	0.05	0.03259742983714726	0.07596363506371961	0.4575	0.5091617056178283	0.5085416666666667	0.7026458333333332	0.343848633432531	0.5432856690476023	0.7640486706547709
seed1	0.7	0.5	0.35	0.55	1.0	0.8	0.15	0.5	cv_retrained	400	199	0.06	0.040647970113724695	0.0877228489004562	0.4	0.5091617056178283	0.5085416666666667	0.7026458333333332	0.343848633432531	0.5432856690476023	0.7640486706547709
seed1	0.7	0.5	0.35	0.55	1.0	0.8	0.15	0.5	cv_frozen	400	199	0.05	0.03259742983714726	0.07596363506371961	0.42	0.5091617056178283	0.5085416666666667	0.7026458333333332	0.343848633432531	0.5432856690476023	0.7640486706547709
seed1	0.7	0.5	0.85	0.55	0.0	0.8	0.15	0.5	profile	400	199	0.5075	0.45866859619769573	0.5561887193872896	0.045	0.5777415596780453	0.4959166666666667	0.6995	0.8397001785964457	0.5455323884387078	0.7844606282351265
seed1	0.7	0.5	0.85	0.55	0.0	0.8	0.15	0.5	mantel	400	199	0.505	0.45618935783904724	0.5537155192176098	0.045	0.5777415596780453	0.4959166666666667	0.6995	0.8397001785964457	0.5455323884387078	0.7844606282351265
seed1	0.7	0.5	0.85	0.55	0.0	0.8	0.15	0.5	naive_selected	400	199	0.5075	0.45866859619769573	0.5561887193872896	0.045	0.5777415596780453	0.4959166666666667	0.6995	0.8397001785964457	0.5455323884387078	0.7844606282351265
seed1	0.7	0.5	0.85	0.55	0.0	0.8	0.15	0.5	nested_max	400	199	0.5075	0.45866859619769573	0.5561887193872896	0.045	0.5777415596780453	0.4959166666666667	0.6995	0.8397001785964457	0.5455323884387078	0.7844606282351265
seed1	0.7	0.5	0.85	0.55	0.0	0.8	0.15	0.5	cv_retrained	400	199	0.4725	0.4240692032756731	0.5214539729127131	0.055	0.5777415596780453	0.4959166666666667	0.6995	0.8397001785964457	0.5455323884387078	0.7844606282351265
seed1	0.7	0.5	0.85	0.55	0.0	0.8	0.15	0.5	cv_frozen	400	199	0.48	0.43146340667729527	0.5289170850960765	0.055	0.5777415596780453	0.4959166666666667	0.6995	0.8397001785964457	0.5455323884387078	0.7844606282351265
seed1	0.7	0.5	0.85	0.55	1.0	0.8	0.15	0.5	profile	400	199	0.35	0.3048856490077627	0.3979680392925262	0.105	0.5252095363339597	0.495375	0.6971041666666667	0.8414416301307979	0.5500994575101865	0.7632157951697554
seed1	0.7	0.5	0.85	0.55	1.0	0.8	0.15	0.5	mantel	400	199	0.3325	0.2881179581855746	0.38006866041641474	0.11	0.5252095363339597	0.495375	0.6971041666666667	0.8414416301307979	0.5500994575101865	0.7632157951697554
seed1	0.7	0.5	0.85	0.55	1.0	0.8	0.15	0.5	naive_selected	400	199	0.3675	0.3217214385202667	0.4157993194783218	0.0925	0.5252095363339597	0.495375	0.6971041666666667	0.8414416301307979	0.5500994575101865	0.7632157951697554
seed1	0.7	0.5	0.85	0.55	1.0	0.8	0.15	0.5	nested_max	400	199	0.3525	0.30728664659675226	0.4005194802318652	0.10250000000000001	0.5252095363339597	0.495375	0.6971041666666667	0.8414416301307979	0.5500994575101865	0.7632157951697554
seed1	0.7	0.5	0.85	0.55	1.0	0.8	0.15	0.5	cv_retrained	400	199	0.3775	0.33137162500063877	0.42595888711126384	0.085	0.5252095363339597	0.495375	0.6971041666666667	0.8414416301307979	0.5500994575101865	0.7632157951697554
seed1	0.7	0.5	0.85	0.55	1.0	0.8	0.15	0.5	cv_frozen	400	199	0.395	0.3483102375425738	0.4436873442676285	0.085	0.5252095363339597	0.495375	0.6971041666666667	0.8414416301307979	0.5500994575101865	0.7632157951697554
seed1	0.7	0.75	0.35	0.55	0.0	0.8	0.15	0.5	profile	400	199	0.7575	0.7131775779269679	0.7969235904908692	0.015	0.6055561525033343	0.7506666666666666	0.699	0.3458477975947551	0.5563272240982758	0.7630659206662537
seed1	0.7	0.75	0.35	0.55	0.0	0.8	0.15	0.5	mantel	400	199	0.8625	0.8252880733424808	0.8928155132651543	0.005	0.6055561525033343	0.7506666666666666	0.699	0.3458477975947551	0.5563272240982758	0.7630659206662537
seed1	0.7	0.75	0.35	0.55	0.0	0.8	0.15	0.5	naive_selected	400	199	0.775	0.7315729789411186	0.8131952591750183	0.01	0.6055561525033343	0.7506666666666666	0.699	0.3458477975947551	0.5563272240982758	0.7630659206662537
seed1	0.7	0.75	0.35	0.55	0.0	0.8	0.15	0.5	nested_max	400	199	0.7625	0.7184235572819022	0.8015824881925919	0.015	0.6055561525033343	0.7506666666666666	0.699	0.3458477975947551	0.5563272240982758	0.7630659206662537
seed1	0.7	0.75	0.35	0.55	0.0	0.8	0.15	0.5	cv_retrained	400	199	0.8	0.758029683133299	0.8362629402661231	0.01	0.6055561525033343	0.7506666666666666	0.699	0.3458477975947551	0.5563272240982758	0.7630659206662537
seed1	0.7	0.75	0.35	0.55	0.0	0.8	0.15	0.5	cv_frozen	400	199	0.81	0.7686762283551013	0.845426149157635	0.01	0.6055561525033343	0.7506666666666666	0.699	0.3458477975947551	0.5563272240982758	0.7630659206662537
seed1	0.7	0.75	0.35	0.55	1.0	0.8	0.15	0.5	profile	400	199	0.6475	0.5994805197681348	0.6927133534032477	0.02	0.5778940179013448	0.7441666666666668	0.6978749999999999	0.34587844062446604	0.5460368747058836	0.7453777453500833
seed1	0.7	0.75	0.35	0.55	1.0	0.8	0.15	0.5	mantel	400	199	0.845	0.8062691036268745	0.8771674132824607	0.005	0.5778940179013448	0.7441666666666668	0.6978749999999999	0.34587844062446604	0.5460368747058836	0.7453777453500833
seed1	0.7	0.75	0.35	0.55	1.0	0.8	0.15	0.5	naive_selected	400	199	0.7275	0.6818568086225227	0.7688150974553725	0.015	0.5778940179013448	0.7441666666666668	0.6978749999999999	0.34587844062446604	0.5460368747058836	0.7453777453500833
seed1	0.7	0.75	0.35	0.55	1.0	0.8	0.15	0.5	nested_max	400	199	0.6775	0.6301910935839934	0.7214320419273312	0.02	0.5778940179013448	0.7441666666666668	0.6978749999999999	0.34587844062446604	0.5460368747058836	0.7453777453500833
seed1	0.7	0.75	0.35	0.55	1.0	0.8	0.15	0.5	cv_retrained	400	199	0.7475	0.7027083556965948	0.7875830586079285	0.015	0.5778940179013448	0.7441666666666668	0.6978749999999999	0.34587844062446604	0.5460368747058836	0.7453777453500833
seed1	0.7	0.75	0.35	0.55	1.0	0.8	0.15	0.5	cv_frozen	400	199	0.77	0.7263071915784445	0.8085561694810355	0.01	0.5778940179013448	0.7441666666666668	0.6978749999999999	0.34587844062446604	0.5460368747058836	0.7453777453500833
seed1	0.7	0.75	0.85	0.55	0.0	0.8	0.15	0.5	profile	400	199	0.7025	0.6559450648860605	0.7452024559085495	0.015	0.5778958019490195	0.7524583333333333	0.6989791666666667	0.835098665177738	0.5371221777681928	0.7525847238839893
seed1	0.7	0.75	0.85	0.55	0.0	0.8	0.15	0.5	mantel	400	199	0.7575	0.7131775779269679	0.7969235904908692	0.01	0.5778958019490195	0.7524583333333333	0.6989791666666667	0.835098665177738	0.5371221777681928	0.7525847238839893
seed1	0.7	0.75	0.85	0.55	0.0	0.8	0.15	0.5	naive_selected	400	199	0.7075	0.6611144240081159	0.7499379738431511	0.015	0.5778958019490195	0.7524583333333333	0.6989791666666667	0.835098665177738	0.5371221777681928	0.7525847238839893
seed1	0.7	0.75	0.85	0.55	0.0	0.8	0.15	0.5	nested_max	400	199	0.7025	0.6559450648860605	0.7452024559085495	0.015	0.5778958019490195	0.7524583333333333	0.6989791666666667	0.835098665177738	0.5371221777681928	0.7525847238839893
seed1	0.7	0.75	0.85	0.55	0.0	0.8	0.15	0.5	cv_retrained	400	199	0.79	0.7474205944599498	0.8270622748261584	0.01	0.5778958019490195	0.7524583333333333	0.6989791666666667	0.835098665177738	0.5371221777681928	0.7525847238839893
seed1	0.7	0.75	0.85	0.55	0.0	0.8	0.15	0.5	cv_frozen	400	199	0.7975	0.7553739799055185	0.833966204965575	0.01	0.5778958019490195	0.7524583333333333	0.6989791666666667	0.835098665177738	0.5371221777681928	0.7525847238839893
seed1	0.7	0.75	0.85	0.55	1.0	0.8	0.15	0.5	profile	400	199	0.6725	0.6250583013725689	0.7166599570820987	0.02	0.5495948159344828	0.7517499999999999	0.70025	0.8429179011490127	0.557198878171362	0.7551431795129899
seed1	0.7	0.75	0.85	0.55	1.0	0.8	0.15	0.5	mantel	400	199	0.7975	0.7553739799055185	0.833966204965575	0.01	0.5495948159344828	0.7517499999999999	0.70025	0.8429179011490127	0.557198878171362	0.7551431795129899
seed1	0.7	0.75	0.85	0.55	1.0	0.8	0.15	0.5	naive_selected	400	199	0.7525	0.7079392288053334	0.7922570625558467	0.015	0.5495948159344828	0.7517499999999999	0.70025	0.8429179011490127	0.557198878171362	0.7551431795129899
seed1	0.7	0.75	0.85	0.55	1.0	0.8	0.15	0.5	nested_max	400	199	0.7075	0.6611144240081159	0.7499379738431511	0.015	0.5495948159344828	0.7517499999999999	0.70025	0.8429179011490127	0.557198878171362	0.7551431795129899
seed1	0.7	0.75	0.85	0.55	1.0	0.8	0.15	0.5	cv_retrained	400	199	0.7875	0.7447739406814162	0.8247564900763633	0.01	0.5495948159344828	0.7517499999999999	0.70025	0.8429179011490127	0.557198878171362	0.7551431795129899
seed1	0.7	0.75	0.85	0.55	1.0	0.8	0.15	0.5	cv_frozen	400	199	0.8075	0.7660109641776837	0.8431389748067241	0.01	0.5495948159344828	0.7517499999999999	0.70025	0.8429179011490127	0.557198878171362	0.7551431795129899
