kind	scale_design	df_label	n	k_extremes	magnitude	repetition	matched_c_delta	matched_correlation	matched_p_value	independent_null_c_delta	independent_null_correlation	independent_null_p_value
l2	common_scale_parameter	t2.2	80	2	8.0	104	1.06365932	0.26233253	0.03666667	1.03558535	0.1210782	0.08666667
l2	common_scale_parameter	t2.2	80	2	8.0	105	1.07396238	0.34127042	0.01666667	0.99166195	-0.03630125	0.52666667
l2	common_scale_parameter	t2.2	80	2	8.0	106	1.09186671	0.42722158	0.00666667	0.98089326	-0.09107215	0.76333333
l2	common_scale_parameter	t2.2	80	2	8.0	107	1.0577859	0.26739976	0.04666667	1.04101964	0.24198803	0.04333333
l2	common_scale_parameter	t2.2	80	2	8.0	108	1.07683943	0.31697326	0.03333333	0.9778459	-0.06369063	0.87666667
l2	common_scale_parameter	t2.2	80	2	8.0	109	1.05725936	0.28830605	0.01666667	0.99700365	-0.01330813	0.43
l2	common_scale_parameter	t2.2	80	2	8.0	110	1.08327476	0.48029242	0.00666667	0.99573301	-0.02083685	0.46
l2	common_scale_parameter	t2.2	80	2	8.0	111	1.06623285	0.28637871	0.04333333	1.00776592	0.02768455	0.24
l2	common_scale_parameter	t2.2	80	2	8.0	112	1.08876514	0.41675195	0.00333333	0.98526399	-0.07492859	0.70333333
l2	common_scale_parameter	t2.2	80	2	8.0	113	1.05896714	0.23216746	0.04333333	1.07643849	0.39665128	0.00333333
l2	common_scale_parameter	t2.2	80	2	8.0	114	1.08753421	0.47569309	0.00666667	1.10247202	0.37695493	0.03333333
l2	common_scale_parameter	t2.2	80	2	8.0	115	1.06353702	0.23521957	0.04333333	1.07538685	0.34486571	0.03
l2	common_scale_parameter	t2.2	80	2	8.0	116	1.05479924	0.25783828	0.06333333	0.97217795	-0.10302758	0.97666667
l2	common_scale_parameter	t2.2	80	2	8.0	117	1.0302179	0.1311282	0.18333333	0.98846223	-0.05038346	0.55666667
l2	common_scale_parameter	t2.2	80	2	8.0	118	1.03698639	0.18051071	0.05666667	1.03132616	0.12914702	0.10333333
l2	common_scale_parameter	t2.2	80	2	8.0	119	1.10443887	0.58277396	0.00333333	0.98579491	-0.05203782	0.61
l2	common_scale_parameter	t2.2	80	2	8.0	120	1.10396339	0.55097811	0.00666667	1.04756562	0.25119264	0.02
l2	common_scale_parameter	t2.2	80	2	8.0	121	1.05058475	0.18590521	0.06	1.02665142	0.10266293	0.09666667
l2	common_scale_parameter	t2.2	80	2	8.0	122	1.09514298	0.47880196	0.00333333	0.97686893	-0.11507971	0.87333333
l2	common_scale_parameter	t2.2	80	2	8.0	123	1.05968163	0.22646362	0.06666667	0.9994657	-0.00157716	0.3
l2	common_scale_parameter	t2.2	80	2	8.0	124	1.104271	0.41822656	0.01666667	0.99859324	-0.00519341	0.28666667
l2	common_scale_parameter	t2.2	80	2	8.0	125	0.99526922	-0.01479067	0.33666667	0.98284944	-0.07576242	0.79333333
l2	common_scale_parameter	t2.2	80	2	8.0	126	1.01208379	0.04591687	0.24333333	1.0177912	0.06693154	0.21
l2	common_scale_parameter	t2.2	80	2	8.0	127	1.0844522	0.38910001	0.03	0.98694137	-0.06278195	0.62666667
l2	common_scale_parameter	t2.2	80	2	8.0	128	1.05846354	0.29065888	0.02	1.00459466	0.01987852	0.29666667
l2	common_scale_parameter	t2.2	80	2	8.0	129	1.08736571	0.40368176	0.00333333	0.97823188	-0.10936913	0.88666667
l2	common_scale_parameter	t2.2	80	2	8.0	130	1.12125039	0.57110689	0.00666667	1.02180866	0.09157829	0.20333333
l2	common_scale_parameter	t2.2	80	2	8.0	131	1.06804918	0.35468017	0.01	1.03438201	0.17596417	0.09
l2	common_scale_parameter	t2.2	80	2	8.0	132	1.06431291	0.2344881	0.03666667	1.0091702	0.03264151	0.22333333
l2	common_scale_parameter	t2.2	80	2	8.0	133	1.08918753	0.40236134	0.01333333	1.05465136	0.24174751	0.06333333
l2	common_scale_parameter	t2.2	80	2	8.0	134	1.07858271	0.39725551	0.00333333	0.979221	-0.08494639	0.81333333
l2	common_scale_parameter	t2.2	80	2	8.0	135	1.06290209	0.25022417	0.05333333	0.97512113	-0.10572208	0.95333333
l2	common_scale_parameter	t2.2	80	2	8.0	136	1.05127553	0.27243078	0.03666667	1.02817616	0.15129918	0.09666667
l2	common_scale_parameter	t2.2	80	2	8.0	137	1.00783144	0.02454522	0.19	0.97758574	-0.11852905	0.89333333
l2	common_scale_parameter	t2.2	80	2	8.0	138	1.02457495	0.09663689	0.12666667	0.97828174	-0.09598464	0.85
l2	common_scale_parameter	t2.2	80	2	8.0	139	1.0776341	0.39331354	0.00333333	1.0682041	0.33042071	0.02333333
l2	common_scale_parameter	t2.2	80	2	8.0	140	1.09910512	0.37229747	0.05666667	1.01926149	0.08547281	0.17666667
l2	common_scale_parameter	t2.2	80	2	8.0	141	1.06381769	0.2641542	0.04666667	1.0875171	0.31131444	0.04
l2	common_scale_parameter	t2.2	80	2	8.0	142	1.05837245	0.24694931	0.04666667	0.97239208	-0.13143572	0.97333333
l2	common_scale_parameter	t2.2	80	2	8.0	143	1.10630082	0.46863528	0.00333333	0.98638249	-0.0701912	0.67333333
l2	common_scale_parameter	t2.2	80	2	8.0	144	1.06258126	0.238751	0.05666667	1.03493337	0.17193114	0.08666667
l2	common_scale_parameter	t2.2	80	2	8.0	145	1.07542852	0.38619908	0.00666667	0.97421474	-0.10515894	0.93333333
l2	common_scale_parameter	t2.2	80	2	8.0	146	1.02648132	0.08048775	0.08666667	0.98901111	-0.05459549	0.65333333
l2	common_scale_parameter	t2.2	80	2	8.0	147	1.06563669	0.32277378	0.01666667	1.05958833	0.19693608	0.08333333
l2	common_scale_parameter	t2.2	80	2	8.0	148	1.09477978	0.51156892	0.00333333	0.98757262	-0.05325608	0.6
l2	common_scale_parameter	t2.2	80	2	8.0	149	1.00100601	0.00327689	0.27333333	0.98582724	-0.06477469	0.65
l2	common_scale_parameter	t2.2	80	2	8.0	150	1.07234599	0.42428284	0.00666667	0.99971129	-0.00141851	0.36333333
l2	common_scale_parameter	t2.2	80	2	8.0	151	1.06146462	0.26753345	0.06666667	0.97612156	-0.16525471	0.98666667
l2	common_scale_parameter	t2.2	80	2	8.0	152	1.04569936	0.16847096	0.05333333	0.99517806	-0.02159595	0.38
l2	common_scale_parameter	t2.2	80	2	8.0	153	1.11839891	0.512938	0.00333333	0.99759983	-0.0100184	0.45666667
l2	common_scale_parameter	t2.2	80	2	8.0	154	1.13864155	0.70290345	0.00333333	0.99944191	-0.00264929	0.40666667
l2	common_scale_parameter	t2.2	80	2	8.0	155	1.06863292	0.30452485	0.03666667	0.98674347	-0.05724634	0.63333333
l2	common_scale_parameter	t2.2	80	2	8.0	156	1.0804073	0.41816705	0.00333333	1.05527695	0.23622549	0.07
l2	common_scale_parameter	t2.2	80	2	8.0	157	0.99995078	-0.00013601	0.2	0.97282734	-0.12926097	0.98
l2	common_scale_parameter	t2.2	80	2	8.0	158	1.01883182	0.06391987	0.15333333	1.0252712	0.11970717	0.15666667
l2	common_scale_parameter	t2.2	80	2	8.0	159	1.05911075	0.27794548	0.02666667	0.98135117	-0.08027898	0.77333333
l2	common_scale_parameter	t2.2	80	2	8.0	160	1.10858084	0.54719128	0.00666667	0.98282556	-0.06122376	0.73
l2	common_scale_parameter	t2.2	80	2	8.0	161	1.10571905	0.56214457	0.00333333	1.07001967	0.2884298	0.04
l2	common_scale_parameter	t2.2	80	2	8.0	162	1.06389688	0.27116228	0.03	0.96962663	-0.13695293	0.95
l2	common_scale_parameter	t2.2	80	2	8.0	163	1.07497509	0.35611043	0.00666667	0.9789894	-0.08934541	0.84333333
l2	common_scale_parameter	t2.2	80	2	8.0	164	1.07157358	0.28208588	0.04	1.06680506	0.33737049	0.02666667
l2	common_scale_parameter	t2.2	80	2	8.0	165	1.07068478	0.30858615	0.02333333	0.98621596	-0.06374196	0.63333333
l2	common_scale_parameter	t2.2	80	2	8.0	166	1.04097239	0.16779982	0.09666667	0.97744854	-0.07651462	0.93
l2	common_scale_parameter	t2.2	80	2	8.0	167	1.10593033	0.60559506	0.00333333	1.01191147	0.05932328	0.24333333
l2	common_scale_parameter	t2.2	80	2	8.0	168	1.09612133	0.45344951	0.01333333	0.99373184	-0.03100108	0.52
l2	common_scale_parameter	t2.2	80	2	8.0	169	1.1291274	0.60592601	0.00333333	0.98909169	-0.02734249	0.47
l2	common_scale_parameter	t2.2	80	2	8.0	170	1.12590658	0.62116265	0.00333333	0.97569181	-0.08344683	0.93
l2	common_scale_parameter	t2.2	80	2	8.0	171	1.04067479	0.14051217	0.09333333	1.00782844	0.03839687	0.30333333
l2	common_scale_parameter	t2.2	80	2	8.0	172	1.03183499	0.12040028	0.11666667	0.9923594	-0.03971965	0.50333333
l2	common_scale_parameter	t2.2	80	2	8.0	173	1.09720833	0.55436385	0.00333333	0.97508452	-0.09260798	0.95333333
l2	common_scale_parameter	t2.2	80	2	8.0	174	1.02657523	0.07078063	0.08333333	0.973331	-0.1262083	0.92666667
l2	common_scale_parameter	t2.2	80	2	8.0	175	1.1071842	0.52758187	0.00333333	1.0016904	0.00855524	0.34666667
l2	common_scale_parameter	t2.2	80	2	8.0	176	1.08512553	0.45678992	0.00333333	0.97555527	-0.10472101	0.91666667
l2	common_scale_parameter	t2.2	80	2	8.0	177	1.06534078	0.31465738	0.03666667	0.97932323	-0.08348149	0.82666667
l2	common_scale_parameter	t2.2	80	2	8.0	178	1.0263247	0.11197591	0.11	1.00506637	0.02656537	0.28333333
l2	common_scale_parameter	t2.2	80	2	8.0	179	1.06145271	0.26786599	0.03333333	0.97524281	-0.11760544	0.93666667
l2	common_scale_parameter	t2.2	80	2	8.0	180	1.07332235	0.29786574	0.04333333	0.98462333	-0.07261141	0.63333333
l2	common_scale_parameter	t2.2	80	2	8.0	181	1.0908756	0.47712484	0.00333333	0.973266	-0.12973044	0.98333333
l2	common_scale_parameter	t2.2	80	2	8.0	182	1.07570217	0.3728047	0.01	0.98090272	-0.08374279	0.79666667
l2	common_scale_parameter	t2.2	80	2	8.0	183	1.09600745	0.44198553	0.00666667	0.99022236	-0.04611726	0.52666667
l2	common_scale_parameter	t2.2	80	2	8.0	184	1.04805475	0.16977473	0.09	1.00952303	0.05183433	0.26666667
l2	common_scale_parameter	t2.2	80	2	8.0	185	1.0201765	0.06582384	0.16333333	0.99051094	-0.05312426	0.63
l2	common_scale_parameter	t2.2	80	2	8.0	186	1.06292075	0.28336365	0.04666667	1.02840401	0.13761914	0.13666667
l2	common_scale_parameter	t2.2	80	2	8.0	187	1.12881585	0.52083609	0.01333333	0.98324646	-0.05707693	0.68
l2	common_scale_parameter	t2.2	80	2	8.0	188	1.12345117	0.47570135	0.02666667	1.06828036	0.29032613	0.02333333
l2	common_scale_parameter	t2.2	80	2	8.0	189	1.03662242	0.13379085	0.11333333	0.99812994	-0.00864941	0.36333333
l2	common_scale_parameter	t2.2	80	2	8.0	190	1.07893753	0.34286978	0.02	1.03184816	0.13590683	0.12666667
l2	common_scale_parameter	t2.2	80	2	8.0	191	1.05809866	0.26723031	0.05333333	1.09388201	0.43509477	0.01333333
l2	common_scale_parameter	t2.2	80	2	8.0	192	1.0228406	0.07498257	0.09	0.99591037	-0.02112729	0.48666667
l2	common_scale_parameter	t2.2	80	2	8.0	193	1.07332855	0.28175195	0.03666667	0.98448951	-0.07118838	0.71333333
l2	common_scale_parameter	t2.2	80	2	8.0	194	1.11197277	0.54921723	0.00333333	0.97652083	-0.09949378	0.91666667
l2	common_scale_parameter	t2.2	80	2	8.0	195	1.09090557	0.50324475	0.00333333	0.98255979	-0.04966493	0.66666667
l2	common_scale_parameter	t2.2	80	2	8.0	196	1.06944634	0.27139442	0.02666667	0.98077692	-0.09437785	0.79333333
l2	common_scale_parameter	t2.2	80	2	8.0	197	1.05341564	0.16722265	0.05666667	1.00831737	0.04195943	0.26333333
l2	common_scale_parameter	t2.2	80	2	8.0	198	1.14021836	0.61731688	0.00333333	0.99357405	-0.02543803	0.43666667
l2	common_scale_parameter	t2.2	80	2	8.0	199	1.01903529	0.06138104	0.14333333	0.97887271	-0.12299387	0.90333333
l2	common_scale_parameter	t2.2	80	2	8.0	200	1.05312435	0.22921788	0.05333333	0.99087244	-0.02710595	0.44
l2	common_scale_parameter	t2.2	80	2	8.0	201	1.01264973	0.0374189	0.19	1.00470325	0.02076622	0.26666667
l2	common_scale_parameter	t2.2	80	2	8.0	202	1.06446267	0.27257309	0.02333333	1.00521019	0.02583345	0.27333333
l2	common_scale_parameter	t2.2	80	2	8.0	203	1.03264541	0.10213731	0.11	0.99620893	-0.01605988	0.42
l2	common_scale_parameter	t2.2	80	2	8.0	204	1.07534647	0.36750048	0.00333333	0.98281231	-0.07105015	0.74666667
l2	common_scale_parameter	t2.2	80	2	8.0	205	1.09645909	0.44821212	0.00666667	1.02299496	0.11271455	0.14
l2	common_scale_parameter	t2.2	80	2	8.0	206	1.05796758	0.25431644	0.02333333	1.00483633	0.02556987	0.33
l2	common_scale_parameter	t2.2	80	2	8.0	207	1.13965822	0.65569964	0.00666667	0.97558622	-0.09539122	0.93666667
l2	common_scale_parameter	t2.2	80	2	8.0	208	1.04717763	0.17750094	0.11	0.98548054	-0.05632371	0.69333333
l2	common_scale_parameter	t2.2	80	2	8.0	209	1.06013633	0.29038728	0.02666667	1.03253878	0.17320338	0.08666667
l2	common_scale_parameter	t2.2	80	2	8.0	210	1.07433747	0.40629066	0.00333333	0.98572933	-0.05607565	0.68333333
l2	common_scale_parameter	t2.2	80	2	8.0	211	1.08326356	0.40348191	0.00333333	1.02645003	0.13350855	0.11666667
l2	common_scale_parameter	t2.2	80	2	8.0	212	1.06762334	0.34856831	0.01	0.97440123	-0.10995364	0.95333333
l2	common_scale_parameter	t2.2	80	2	8.0	213	1.09453979	0.44071322	0.00333333	1.04334678	0.21048746	0.04666667
l2	common_scale_parameter	t2.2	80	2	8.0	214	1.12238977	0.53485849	0.00333333	0.98297274	-0.08011457	0.72
l2	common_scale_parameter	t2.2	80	2	8.0	215	1.02923757	0.09049943	0.11	0.98224848	-0.08730662	0.79333333
l2	common_scale_parameter	t2.2	80	2	8.0	216	1.03367879	0.11492177	0.06666667	0.99248093	-0.02162826	0.4
l2	common_scale_parameter	t2.2	80	2	8.0	217	1.04161753	0.18947501	0.08	0.98954501	-0.06138009	0.60666667
l2	common_scale_parameter	t2.2	80	2	8.0	218	1.05773931	0.25164989	0.05666667	0.98948336	-0.0446454	0.56666667
l2	common_scale_parameter	t2.2	80	2	8.0	219	1.0732212	0.32080244	0.02	0.98795622	-0.05617683	0.55666667
l2	common_scale_parameter	t2.2	80	2	8.0	220	1.08951378	0.40051424	0.01666667	0.97661804	-0.09797724	0.88
l2	common_scale_parameter	t2.2	80	2	8.0	221	1.10264072	0.45357902	0.02	0.98021184	-0.08819885	0.79666667
l2	common_scale_parameter	t2.2	80	2	8.0	222	1.10459584	0.55843024	0.00333333	0.98536775	-0.03936434	0.61666667
l2	common_scale_parameter	t2.2	80	2	8.0	223	1.07440762	0.32470819	0.01	0.99570955	-0.01544536	0.39666667
l2	common_scale_parameter	t2.2	80	2	8.0	224	1.02780765	0.15063731	0.1	0.99101054	-0.03470231	0.49
l2	common_scale_parameter	t2.2	80	2	8.0	225	1.10061588	0.52712782	0.00333333	0.98548309	-0.05098107	0.61
l2	common_scale_parameter	t2.2	80	2	8.0	226	1.06577638	0.25482003	0.07333333	0.98816914	-0.06279582	0.64
l2	common_scale_parameter	t2.2	80	2	8.0	227	1.07927178	0.42199905	0.00333333	0.98943846	-0.03962966	0.53333333
l2	common_scale_parameter	t2.2	80	2	8.0	228	1.07032652	0.32476716	0.02	0.97400325	-0.12747862	0.91333333
l2	common_scale_parameter	t2.2	80	2	8.0	229	1.05099411	0.18527019	0.11666667	1.04205081	0.17945186	0.06666667
l2	common_scale_parameter	t2.2	80	2	8.0	230	1.06026478	0.19352074	0.05666667	0.99270342	-0.02111089	0.41666667
l2	common_scale_parameter	t2.2	80	2	8.0	231	1.078772	0.36113577	0.02333333	0.99108647	-0.04150063	0.56666667
l2	common_scale_parameter	t2.2	80	2	8.0	232	1.00765919	0.02492723	0.27333333	1.02281154	0.10567531	0.17333333
l2	common_scale_parameter	t2.2	80	2	8.0	233	1.09160624	0.47336154	0.00333333	0.97530579	-0.12429644	0.94
l2	common_scale_parameter	t2.2	80	2	8.0	234	1.09609989	0.46244911	0.00666667	0.98475815	-0.04025506	0.59666667
l2	common_scale_parameter	t2.2	80	2	8.0	235	1.08139519	0.37651432	0.01	1.02281978	0.11076458	0.18666667
l2	common_scale_parameter	t2.2	80	2	8.0	236	1.04259226	0.16742605	0.06333333	0.97696909	-0.07745266	0.87333333
l2	common_scale_parameter	t2.2	80	2	8.0	237	1.10347153	0.51167379	0.00666667	0.98838471	-0.04952114	0.53333333
l2	common_scale_parameter	t2.2	80	2	8.0	238	1.0110526	0.02656146	0.15333333	0.97951152	-0.0691507	0.76333333
l2	common_scale_parameter	t2.2	80	2	8.0	239	1.06769667	0.32756278	0.01333333	0.98998617	-0.04148404	0.48666667
l2	common_scale_parameter	t2.2	80	2	8.0	240	1.08834627	0.53085805	0.00333333	1.01638512	0.08727439	0.17
l2	common_scale_parameter	t2.2	80	2	8.0	241	1.11223043	0.57232361	0.00333333	0.9984205	-0.00694327	0.37333333
l2	common_scale_parameter	t2.2	80	2	8.0	242	1.07538622	0.31593854	0.02	1.00158461	0.00426679	0.21666667
l2	common_scale_parameter	t2.2	80	2	8.0	243	1.07862173	0.34862536	0.01	0.98504709	-0.03046414	0.83666667
l2	common_scale_parameter	t2.2	80	2	8.0	244	1.06509298	0.2676784	0.03	0.98760575	-0.06506177	0.72
l2	common_scale_parameter	t2.2	80	2	8.0	245	1.10031678	0.46965334	0.00333333	0.97282617	-0.1330435	0.95666667
l2	common_scale_parameter	t2.2	80	2	8.0	246	1.06249613	0.31513988	0.02	0.99046668	-0.03586693	0.49
l2	common_scale_parameter	t2.2	80	2	8.0	247	1.06004547	0.27607022	0.02666667	0.99727418	-0.01082641	0.38
l2	common_scale_parameter	t2.2	80	2	8.0	248	1.02055878	0.07303235	0.13666667	1.01724737	0.08980283	0.19333333
l2	common_scale_parameter	t2.2	80	2	8.0	249	1.03792383	0.14790179	0.07333333	0.98363108	-0.08193182	0.74333333
l2	common_scale_parameter	t2.2	80	2	8.0	250	1.10643486	0.48813677	0.00333333	1.00603374	0.03257423	0.33333333
l2	common_scale_parameter	t2.2	80	2	8.0	251	1.05117095	0.19261961	0.07666667	1.02954163	0.10790458	0.08
l2	common_scale_parameter	t2.2	80	2	8.0	252	1.0521852	0.2191991	0.06	1.01302821	0.05086294	0.19333333
l2	common_scale_parameter	t2.2	80	2	8.0	253	1.08675934	0.39925571	0.01666667	0.98743121	-0.05947797	0.64333333
l2	common_scale_parameter	t2.2	80	2	8.0	254	1.10919895	0.53683159	0.00333333	0.98638639	-0.05833015	0.65666667
l2	common_scale_parameter	t2.2	80	2	8.0	255	1.03978813	0.1565547	0.06333333	0.98374344	-0.0608171	0.69666667
l2	common_scale_parameter	t2.2	80	2	8.0	256	1.01043693	0.03648549	0.23333333	1.04964707	0.23165141	0.07
l2	common_scale_parameter	t2.2	80	2	8.0	257	1.0300374	0.10782687	0.09666667	1.00961545	0.03746611	0.2
l2	common_scale_parameter	t2.2	80	2	8.0	258	1.07908911	0.32142475	0.01666667	1.00045954	0.00202451	0.33666667
l2	common_scale_parameter	t2.2	80	2	8.0	259	1.10858736	0.53770618	0.00333333	1.04414469	0.22415204	0.04
l2	common_scale_parameter	t2.2	80	2	8.0	260	1.09041949	0.44918187	0.00666667	0.97708335	-0.08045629	0.94333333
l2	common_scale_parameter	t2.2	80	2	8.0	261	1.11702364	0.53224184	0.00333333	0.97758925	-0.08195853	0.84666667
l2	common_scale_parameter	t2.2	80	2	8.0	262	1.0636785	0.2971458	0.04	0.98267384	-0.08117251	0.71
l2	common_scale_parameter	t2.2	80	2	8.0	263	1.04364644	0.16037795	0.08333333	0.98633376	-0.0571521	0.62
l2	common_scale_parameter	t2.2	80	2	8.0	264	1.0813052	0.40859515	0.00333333	1.10654181	0.38013694	0.01333333
l2	common_scale_parameter	t2.2	80	2	8.0	265	1.09494436	0.4595689	0.00666667	0.98933642	-0.05937001	0.62333333
l2	common_scale_parameter	t2.2	80	2	8.0	266	1.04693462	0.14556867	0.10666667	0.99301881	-0.03651195	0.56666667
l2	common_scale_parameter	t2.2	80	2	8.0	267	1.04203009	0.13496965	0.1	0.98921412	-0.05028224	0.57
l2	common_scale_parameter	t2.2	80	2	8.0	268	1.10686575	0.50654337	0.00333333	1.0012642	0.00658335	0.37
l2	common_scale_parameter	t2.2	80	2	8.0	269	1.00098805	0.00290108	0.26333333	1.01853227	0.09246329	0.16666667
l2	common_scale_parameter	t2.2	80	2	8.0	270	1.1001805	0.56974922	0.00666667	0.98606566	-0.05166534	0.6
l2	common_scale_parameter	t2.2	80	2	8.0	271	1.11177256	0.49251893	0.00333333	1.03068462	0.16014135	0.10333333
l2	common_scale_parameter	t2.2	80	2	8.0	272	1.08585343	0.4952612	0.00333333	0.98407776	-0.04002724	0.60666667
l2	common_scale_parameter	t2.2	80	2	8.0	273	1.0611831	0.26127071	0.03666667	0.99520122	-0.01708588	0.38666667
l2	common_scale_parameter	t2.2	80	2	8.0	274	1.03206613	0.10681554	0.10666667	0.99688944	-0.01428297	0.43666667
l2	common_scale_parameter	t2.2	80	2	8.0	275	1.03567363	0.11119106	0.08	0.98359802	-0.07488236	0.68333333
l2	common_scale_parameter	t2.2	80	2	8.0	276	1.05889772	0.23536737	0.03666667	0.9891637	-0.05549073	0.65
l2	common_scale_parameter	t2.2	80	2	8.0	277	1.08390615	0.41606934	0.00666667	0.99502916	-0.02083114	0.49666667
l2	common_scale_parameter	t2.2	80	2	8.0	278	1.11981479	0.56696365	0.00333333	1.02214315	0.10082755	0.2
l2	common_scale_parameter	t2.2	80	2	8.0	279	1.06710867	0.290624	0.05666667	0.97998891	-0.10146477	0.86
l2	common_scale_parameter	t2.2	80	2	8.0	280	1.04195455	0.18462544	0.08	0.98789737	-0.05675863	0.63333333
l2	common_scale_parameter	t2.2	80	2	8.0	281	1.05090376	0.23393752	0.04666667	0.99471794	-0.02207279	0.47333333
l2	common_scale_parameter	t2.2	80	2	8.0	282	1.01903479	0.07032532	0.14	0.98477745	-0.06674598	0.73
l2	common_scale_parameter	t2.2	80	2	8.0	283	1.06751163	0.33153582	0.01333333	1.00506021	0.02334812	0.28333333
l2	common_scale_parameter	t2.2	80	2	8.0	284	1.01815879	0.0475773	0.07666667	1.00479088	0.02681422	0.33666667
l2	common_scale_parameter	t2.2	80	2	8.0	285	1.05861921	0.26150927	0.07333333	0.97252717	-0.14388431	0.99
l2	common_scale_parameter	t2.2	80	2	8.0	286	1.05960544	0.27901525	0.03	0.99394191	-0.02010437	0.40333333
l2	common_scale_parameter	t2.2	80	2	8.0	287	1.12650479	0.47879618	0.02333333	1.15613173	0.50267356	0.01
l2	common_scale_parameter	t2.2	80	2	8.0	288	1.07262936	0.27785367	0.04666667	0.98057765	-0.10247366	0.83333333
l2	common_scale_parameter	t2.2	80	2	8.0	289	1.09436081	0.49923567	0.00666667	0.96730087	-0.16289111	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	290	1.00414016	0.01351347	0.27333333	0.98702507	-0.06067933	0.59333333
l2	common_scale_parameter	t2.2	80	2	8.0	291	1.10596764	0.55727105	0.00333333	0.97964666	-0.09463109	0.86
l2	common_scale_parameter	t2.2	80	2	8.0	292	1.0915295	0.46693436	0.00333333	0.98889279	-0.05506886	0.64333333
l2	common_scale_parameter	t2.2	80	2	8.0	293	1.0757899	0.31035733	0.03333333	0.98435121	-0.07739078	0.72
l2	common_scale_parameter	t2.2	80	2	8.0	294	1.1101152	0.58580918	0.00333333	0.98458368	-0.06985118	0.75666667
l2	common_scale_parameter	t2.2	80	2	8.0	295	1.10137634	0.47181812	0.00333333	0.98864185	-0.05094876	0.60666667
l2	common_scale_parameter	t2.2	80	2	8.0	296	1.03119341	0.11656241	0.13666667	1.07623237	0.26749146	0.04666667
l2	common_scale_parameter	t2.2	80	2	8.0	297	1.12751755	0.62241208	0.00333333	0.99775076	-0.01085608	0.43666667
l2	common_scale_parameter	t2.2	80	2	8.0	298	1.1101565	0.48997929	0.00333333	0.99689338	-0.01131231	0.35
l2	common_scale_parameter	t2.2	80	2	8.0	299	1.02053932	0.08654053	0.18	0.9711406	-0.09673318	0.99
l2	common_scale_parameter	t2	80	2	8.0	0	1.04959243	0.2867827	0.03	0.98448273	-0.04573209	0.6
l2	common_scale_parameter	t2	80	2	8.0	1	1.07749937	0.40447183	0.01	1.01172638	0.04800699	0.30666667
l2	common_scale_parameter	t2	80	2	8.0	2	1.04528859	0.19144298	0.04666667	1.00740107	0.03799933	0.30333333
l2	common_scale_parameter	t2	80	2	8.0	3	1.06845968	0.26913878	0.05333333	0.9785859	-0.09049203	0.88
l2	common_scale_parameter	t2	80	2	8.0	4	1.12140848	0.6125292	0.00333333	1.04238789	0.19568481	0.07333333
l2	common_scale_parameter	t2	80	2	8.0	5	1.03823512	0.1313018	0.1	0.97739078	-0.10320944	0.85333333
l2	common_scale_parameter	t2	80	2	8.0	6	1.03067132	0.13835367	0.11666667	0.98861822	-0.03678774	0.48666667
l2	common_scale_parameter	t2	80	2	8.0	7	1.05180009	0.22684085	0.05333333	1.03163429	0.16431961	0.10333333
l2	common_scale_parameter	t2	80	2	8.0	8	1.13686896	0.60920532	0.00333333	0.97800232	-0.09232508	0.86333333
l2	common_scale_parameter	t2	80	2	8.0	9	1.08958236	0.5276984	0.00333333	1.01233368	0.06658279	0.22333333
l2	common_scale_parameter	t2	80	2	8.0	10	1.07014074	0.2945251	0.02666667	0.9819885	-0.07125762	0.76333333
l2	common_scale_parameter	t2	80	2	8.0	11	1.12900544	0.64402373	0.00333333	1.00778168	0.02822358	0.25
l2	common_scale_parameter	t2	80	2	8.0	12	1.03322497	0.12671912	0.10666667	1.00392096	0.0119215	0.22
l2	common_scale_parameter	t2	80	2	8.0	13	1.04443	0.20105599	0.07	1.00122956	0.00560476	0.34
l2	common_scale_parameter	t2	80	2	8.0	14	1.04417299	0.1550885	0.11333333	0.99224354	-0.03881518	0.50666667
l2	common_scale_parameter	t2	80	2	8.0	15	1.12356309	0.55399306	0.00333333	1.03042316	0.13269324	0.13333333
l2	common_scale_parameter	t2	80	2	8.0	16	1.03237513	0.10626333	0.04666667	0.97733858	-0.0995543	0.88333333
l2	common_scale_parameter	t2	80	2	8.0	17	1.07215592	0.3553986	0.02	0.98334772	-0.06711702	0.74333333
l2	common_scale_parameter	t2	80	2	8.0	18	1.10238993	0.58225089	0.00333333	1.00832103	0.04172291	0.28
l2	common_scale_parameter	t2	80	2	8.0	19	1.04266808	0.14451355	0.07333333	0.97640627	-0.11799572	0.96
l2	common_scale_parameter	t2	80	2	8.0	20	1.00689736	0.02078855	0.19	0.98888009	-0.037037	0.52
l2	common_scale_parameter	t2	80	2	8.0	21	1.02359306	0.09051088	0.24666667	0.98143396	-0.08259544	0.82
l2	common_scale_parameter	t2	80	2	8.0	22	1.05928987	0.2732559	0.02333333	0.98012444	-0.08947532	0.81
l2	common_scale_parameter	t2	80	2	8.0	23	1.063541	0.28828703	0.03	1.00266847	0.01521377	0.33
l2	common_scale_parameter	t2	80	2	8.0	24	1.06557406	0.31512976	0.02	0.98083243	-0.07296371	0.74666667
l2	common_scale_parameter	t2	80	2	8.0	25	1.03447747	0.11503934	0.10333333	1.00268401	0.01171765	0.34
l2	common_scale_parameter	t2	80	2	8.0	26	1.02945033	0.09075537	0.12333333	0.99917843	-0.00323554	0.39333333
