kind	scale_design	df_label	n	k_extremes	magnitude	repetition	matched_c_delta	matched_correlation	matched_p_value	independent_null_c_delta	independent_null_correlation	independent_null_p_value
l2	common_variance	normal	80	2	8.0	189	1.23717167	0.90472193	0.00333333	0.98683605	-0.05279966	0.71
l2	common_variance	normal	80	2	8.0	190	1.24459946	0.91281344	0.00333333	0.98520214	-0.05523649	0.73
l2	common_variance	normal	80	2	8.0	191	1.23708983	0.92721345	0.00333333	1.00031692	0.00114846	0.31666667
l2	common_variance	normal	80	2	8.0	192	1.21794789	0.890222	0.00333333	0.99248383	-0.02904252	0.49
l2	common_variance	normal	80	2	8.0	193	1.20917979	0.88815226	0.00333333	0.98047864	-0.0793491	0.84
l2	common_variance	normal	80	2	8.0	194	1.20877661	0.88585714	0.00333333	1.00271586	0.01051954	0.24333333
l2	common_variance	normal	80	2	8.0	195	1.2215375	0.88515908	0.00333333	0.98661733	-0.05672716	0.73666667
l2	common_variance	normal	80	2	8.0	196	1.23752659	0.88173393	0.00333333	0.98886852	-0.04351599	0.61333333
l2	common_variance	normal	80	2	8.0	197	1.20585046	0.88985166	0.00333333	0.98441997	-0.06642784	0.87
l2	common_variance	normal	80	2	8.0	198	1.20445071	0.86371758	0.00333333	1.00112606	0.00471772	0.32666667
l2	common_variance	normal	80	2	8.0	199	1.21828803	0.88896099	0.00333333	0.99569941	-0.01671859	0.4
l2	common_variance	normal	80	2	8.0	200	1.21720409	0.87788139	0.00333333	0.99331321	-0.02929751	0.53666667
l2	common_variance	normal	80	2	8.0	201	1.24757599	0.92018578	0.00333333	1.01446578	0.05974952	0.16666667
l2	common_variance	normal	80	2	8.0	202	1.2174807	0.86169493	0.00333333	1.01855639	0.07530259	0.10333333
l2	common_variance	normal	80	2	8.0	203	1.24011742	0.91084556	0.00333333	0.99663473	-0.0128458	0.35666667
l2	common_variance	normal	80	2	8.0	204	1.23341095	0.90138232	0.00333333	0.97503081	-0.10112207	0.98666667
l2	common_variance	normal	80	2	8.0	205	1.22108035	0.90871609	0.00333333	1.01767775	0.07700849	0.08666667
l2	common_variance	normal	80	2	8.0	206	1.2091061	0.85581871	0.00333333	0.98080403	-0.07474248	0.89666667
l2	common_variance	normal	80	2	8.0	207	1.23741798	0.93389104	0.00333333	1.01031037	0.04196761	0.13
l2	common_variance	normal	80	2	8.0	208	1.24769925	0.91653855	0.00333333	0.98497759	-0.05774159	0.69666667
l2	common_variance	normal	80	2	8.0	209	1.20940272	0.87003928	0.00333333	1.00616316	0.0242705	0.21333333
l2	common_variance	normal	80	2	8.0	210	1.23010694	0.89774004	0.00333333	0.97624157	-0.09672075	0.97333333
l2	common_variance	normal	80	2	8.0	211	1.24086067	0.91790252	0.00333333	0.98771937	-0.05085835	0.67
l2	common_variance	normal	80	2	8.0	212	1.22195871	0.90005384	0.00333333	1.10765423	0.42107161	0.02
l2	common_variance	normal	80	2	8.0	213	1.24276183	0.92203418	0.00333333	0.98837906	-0.04441301	0.65666667
l2	common_variance	normal	80	2	8.0	214	1.23623696	0.9088065	0.00333333	1.01029505	0.03933533	0.14666667
l2	common_variance	normal	80	2	8.0	215	1.22741172	0.90172444	0.00333333	1.01486022	0.05965903	0.11666667
l2	common_variance	normal	80	2	8.0	216	1.22845334	0.87897324	0.00333333	0.99873874	-0.0054078	0.36666667
l2	common_variance	normal	80	2	8.0	217	1.26000683	0.91768836	0.00333333	0.98989941	-0.04444599	0.67333333
l2	common_variance	normal	80	2	8.0	218	1.24246051	0.91161163	0.00333333	0.97706092	-0.08924458	0.94333333
l2	common_variance	normal	80	2	8.0	219	1.23254341	0.92851448	0.00333333	0.98230933	-0.07160301	0.83666667
l2	common_variance	normal	80	2	8.0	220	1.22173953	0.90780808	0.00333333	1.00336988	0.01170634	0.24666667
l2	common_variance	normal	80	2	8.0	221	1.2176865	0.87802335	0.00333333	0.97719578	-0.09072729	0.94
l2	common_variance	normal	80	2	8.0	222	1.1993123	0.8454436	0.00333333	0.98761259	-0.05018501	0.70333333
l2	common_variance	normal	80	2	8.0	223	1.21950532	0.89443715	0.00333333	1.00422579	0.0190105	0.31
l2	common_variance	normal	80	2	8.0	224	1.21601221	0.87494158	0.00333333	0.984498	-0.06228334	0.81
l2	common_variance	normal	80	2	8.0	225	1.21412222	0.89466955	0.00333333	0.98595787	-0.05549954	0.77333333
l2	common_variance	normal	80	2	8.0	226	1.24988346	0.93590933	0.00333333	1.0178597	0.07745764	0.12
l2	common_variance	normal	80	2	8.0	227	1.21924152	0.89661111	0.00333333	0.99534588	-0.01836631	0.42666667
l2	common_variance	normal	80	2	8.0	228	1.22949348	0.87206359	0.00333333	1.1291522	0.48068263	0.00666667
l2	common_variance	normal	80	2	8.0	229	1.23343031	0.87904567	0.00333333	0.97109289	-0.10632906	1.0
l2	common_variance	normal	80	2	8.0	230	1.20376347	0.86119873	0.00333333	0.99829411	-0.00777171	0.33333333
l2	common_variance	normal	80	2	8.0	231	1.20185331	0.86972806	0.00333333	0.98692791	-0.04943558	0.73333333
l2	common_variance	normal	80	2	8.0	232	1.24981865	0.91837168	0.00333333	1.03192216	0.13554627	0.04
l2	common_variance	normal	80	2	8.0	233	1.2103602	0.89724333	0.00333333	0.99593648	-0.01654435	0.42
l2	common_variance	normal	80	2	8.0	234	1.20763954	0.8991875	0.00333333	0.99798583	-0.00719944	0.30333333
l2	common_variance	normal	80	2	8.0	235	1.21109957	0.8772275	0.00333333	1.01996071	0.07069051	0.07333333
l2	common_variance	normal	80	2	8.0	236	1.20198405	0.86234884	0.00333333	0.99521162	-0.01910529	0.47
l2	common_variance	normal	80	2	8.0	237	1.25681368	0.93091091	0.00333333	1.00509407	0.02092274	0.22666667
l2	common_variance	normal	80	2	8.0	238	1.23966563	0.92248764	0.00333333	1.02037041	0.08094293	0.08333333
l2	common_variance	normal	80	2	8.0	239	1.23398354	0.91619613	0.00333333	1.00801872	0.03344141	0.17
l2	common_variance	normal	80	2	8.0	240	1.23848335	0.91790229	0.00333333	0.99439084	-0.02279982	0.49666667
l2	common_variance	normal	80	2	8.0	241	1.22604118	0.9285648	0.00333333	0.98913467	-0.05164561	0.7
l2	common_variance	normal	80	2	8.0	242	1.23258506	0.89010563	0.00333333	0.98963292	-0.04093883	0.62666667
l2	common_variance	normal	80	2	8.0	243	1.22174812	0.89763149	0.00333333	1.01159263	0.04603492	0.11333333
l2	common_variance	normal	80	2	8.0	244	1.23422062	0.92354982	0.00333333	1.00111192	0.00447786	0.31333333
l2	common_variance	normal	80	2	8.0	245	1.23064149	0.89982037	0.00333333	0.98670398	-0.05549304	0.75333333
l2	common_variance	normal	80	2	8.0	246	1.20387682	0.89929763	0.00333333	1.01068234	0.03974665	0.10666667
l2	common_variance	normal	80	2	8.0	247	1.22239459	0.87990599	0.00333333	0.99766273	-0.00975437	0.41333333
l2	common_variance	normal	80	2	8.0	248	1.21765922	0.89910115	0.00333333	0.98431244	-0.07092089	0.80666667
l2	common_variance	normal	80	2	8.0	249	1.21059442	0.86362584	0.00333333	1.00264314	0.01008235	0.25
l2	common_variance	normal	80	2	8.0	250	1.22554896	0.91521811	0.00333333	1.00888691	0.03595894	0.18666667
l2	common_variance	normal	80	2	8.0	251	1.23569789	0.87674678	0.00333333	0.97738888	-0.08896813	0.95666667
l2	common_variance	normal	80	2	8.0	252	1.22353568	0.91658186	0.00666667	1.00221062	0.00883979	0.25666667
l2	common_variance	normal	80	2	8.0	253	1.21543475	0.86126122	0.00333333	1.10964179	0.44272342	0.02
l2	common_variance	normal	80	2	8.0	254	1.23562195	0.91557516	0.00333333	0.98361758	-0.06185946	0.84333333
l2	common_variance	normal	80	2	8.0	255	1.2389983	0.91469558	0.00333333	1.00291137	0.01105029	0.23
l2	common_variance	normal	80	2	8.0	256	1.24735723	0.917081	0.00333333	1.00565064	0.02393027	0.22333333
l2	common_variance	normal	80	2	8.0	257	1.25371312	0.93316764	0.00333333	0.9768928	-0.09260939	0.93
l2	common_variance	normal	80	2	8.0	258	1.24369487	0.89050052	0.00333333	1.09724844	0.41249507	0.04333333
l2	common_variance	normal	80	2	8.0	259	1.22236899	0.90656409	0.00333333	1.02071688	0.08187277	0.07666667
l2	common_variance	normal	80	2	8.0	260	1.23254384	0.88343143	0.00333333	1.01628001	0.0663849	0.09666667
l2	common_variance	normal	80	2	8.0	261	1.20402132	0.87047352	0.00333333	1.01139757	0.04440096	0.13666667
l2	common_variance	normal	80	2	8.0	262	1.24326615	0.91164279	0.00333333	0.98885908	-0.04449714	0.59
l2	common_variance	normal	80	2	8.0	263	1.20990768	0.88674732	0.00333333	0.98716423	-0.04868134	0.67
l2	common_variance	normal	80	2	8.0	264	1.22044251	0.896714	0.00333333	0.99273602	-0.02931141	0.55666667
l2	common_variance	normal	80	2	8.0	265	1.25358137	0.9290882	0.00333333	0.99747113	-0.01089723	0.44
l2	common_variance	normal	80	2	8.0	266	1.25226955	0.91148538	0.00333333	0.98833672	-0.04573042	0.62333333
l2	common_variance	normal	80	2	8.0	267	1.19368683	0.85419995	0.00666667	1.00308439	0.01286525	0.31
l2	common_variance	normal	80	2	8.0	268	1.26552871	0.91713808	0.00333333	1.13454706	0.54955189	0.00666667
l2	common_variance	normal	80	2	8.0	269	1.22627805	0.90449905	0.00333333	0.9865651	-0.06512233	0.75
l2	common_variance	normal	80	2	8.0	270	1.22222944	0.9041914	0.00333333	0.97895944	-0.07472851	0.94333333
l2	common_variance	normal	80	2	8.0	271	1.24760804	0.90116996	0.00333333	0.98070266	-0.07751685	0.87
l2	common_variance	normal	80	2	8.0	272	1.22099659	0.87112122	0.00333333	0.97627279	-0.09485304	0.95333333
l2	common_variance	normal	80	2	8.0	273	1.24145576	0.93088433	0.00333333	1.00158033	0.0068324	0.32666667
l2	common_variance	normal	80	2	8.0	274	1.23158175	0.91305048	0.00333333	1.00981545	0.03791126	0.15333333
l2	common_variance	normal	80	2	8.0	275	1.24031069	0.89243606	0.00666667	0.99073827	-0.0350353	0.56666667
l2	common_variance	normal	80	2	8.0	276	1.24878342	0.91523773	0.00333333	1.00064077	0.00248735	0.28333333
l2	common_variance	normal	80	2	8.0	277	1.23181979	0.90434956	0.00333333	0.99834739	-0.00638145	0.35666667
l2	common_variance	normal	80	2	8.0	278	1.22355861	0.91472085	0.00333333	0.98291209	-0.06317193	0.82666667
l2	common_variance	normal	80	2	8.0	279	1.27648819	0.92347457	0.00333333	0.99836857	-0.00619524	0.39
l2	common_variance	normal	80	2	8.0	280	1.21819133	0.90210593	0.00333333	0.99938963	-0.00234642	0.30666667
l2	common_variance	normal	80	2	8.0	281	1.23000081	0.90585404	0.00333333	1.04303282	0.18227357	0.05666667
l2	common_variance	normal	80	2	8.0	282	1.21600961	0.88799006	0.00333333	0.99558345	-0.01912104	0.43666667
l2	common_variance	normal	80	2	8.0	283	1.21850885	0.91292243	0.00333333	0.99023223	-0.03838675	0.58
l2	common_variance	normal	80	2	8.0	284	1.23748927	0.89568967	0.00333333	0.97816464	-0.08436941	0.92333333
l2	common_variance	normal	80	2	8.0	285	1.26598591	0.92359644	0.00333333	0.9884721	-0.04820492	0.63
l2	common_variance	normal	80	2	8.0	286	1.20665918	0.88546196	0.00333333	0.98100935	-0.08160675	0.88333333
l2	common_variance	normal	80	2	8.0	287	1.20321266	0.86636703	0.00333333	0.98237895	-0.07442255	0.84333333
l2	common_variance	normal	80	2	8.0	288	1.22842376	0.90570536	0.00333333	0.98587248	-0.05157122	0.65
l2	common_variance	normal	80	2	8.0	289	1.20939017	0.8932293	0.00333333	0.98791129	-0.05297285	0.65
l2	common_variance	normal	80	2	8.0	290	1.24840874	0.89861171	0.00333333	0.97652401	-0.08048719	0.96666667
l2	common_variance	normal	80	2	8.0	291	1.21317709	0.86842597	0.00333333	0.97779367	-0.09092595	0.92666667
l2	common_variance	normal	80	2	8.0	292	1.24927585	0.9248353	0.00333333	1.01865505	0.07440586	0.10666667
l2	common_variance	normal	80	2	8.0	293	1.20548295	0.86637329	0.00333333	0.98523222	-0.06026844	0.76666667
l2	common_variance	normal	80	2	8.0	294	1.22016911	0.88293515	0.00333333	1.00579123	0.02315336	0.18333333
l2	common_variance	normal	80	2	8.0	295	1.26503293	0.92694302	0.00333333	0.99038843	-0.03797995	0.62
l2	common_variance	normal	80	2	8.0	296	1.22247688	0.89050352	0.00333333	1.00310765	0.01198833	0.24666667
l2	common_variance	normal	80	2	8.0	297	1.24449532	0.91702182	0.00333333	1.01265779	0.05439603	0.15333333
l2	common_variance	normal	80	2	8.0	298	1.20557596	0.89314327	0.00333333	0.98608644	-0.06024074	0.71333333
l2	common_variance	normal	80	2	8.0	299	1.22319494	0.89581493	0.00333333	1.01076326	0.04225084	0.20333333
l2	common_variance	t5	80	2	8.0	0	1.25870789	0.90006035	0.00333333	1.01871169	0.07471202	0.19333333
l2	common_variance	t5	80	2	8.0	1	1.20890566	0.78907566	0.00333333	0.97479659	-0.09050846	0.96333333
l2	common_variance	t5	80	2	8.0	2	1.25118907	0.89808101	0.00333333	0.97025795	-0.12384747	0.99333333
l2	common_variance	t5	80	2	8.0	3	1.23965214	0.88640267	0.00333333	0.97577325	-0.09010385	0.96
l2	common_variance	t5	80	2	8.0	4	1.22946066	0.84743811	0.00333333	0.99891695	-0.00396087	0.28666667
l2	common_variance	t5	80	2	8.0	5	1.25103083	0.92763362	0.00333333	1.11973402	0.44386954	0.01
l2	common_variance	t5	80	2	8.0	6	1.22676972	0.87484602	0.00333333	0.97661167	-0.08086625	0.93333333
l2	common_variance	t5	80	2	8.0	7	1.20807094	0.83167255	0.00333333	0.98031129	-0.07227322	0.80666667
l2	common_variance	t5	80	2	8.0	8	1.25352134	0.88461408	0.00333333	1.02772036	0.09847785	0.06333333
l2	common_variance	t5	80	2	8.0	9	1.23998795	0.87220558	0.00333333	0.97737278	-0.08789585	0.92333333
l2	common_variance	t5	80	2	8.0	10	1.26432281	0.89562966	0.00333333	0.97886121	-0.07944845	0.87333333
l2	common_variance	t5	80	2	8.0	11	1.23823712	0.86954224	0.00333333	1.01587451	0.05856027	0.17
l2	common_variance	t5	80	2	8.0	12	1.154152	0.64952357	0.00333333	0.98290166	-0.05846795	0.82333333
l2	common_variance	t5	80	2	8.0	13	1.29371202	0.93216293	0.00333333	1.00475229	0.01607282	0.19333333
l2	common_variance	t5	80	2	8.0	14	1.27615214	0.91673379	0.00333333	1.01391464	0.04676575	0.18333333
l2	common_variance	t5	80	2	8.0	15	1.26191226	0.85805239	0.00333333	0.99577059	-0.01499173	0.42666667
l2	common_variance	t5	80	2	8.0	16	1.26461464	0.90708578	0.00333333	0.97504755	-0.10207885	0.92
l2	common_variance	t5	80	2	8.0	17	1.24615191	0.88353999	0.00333333	0.9897597	-0.03680864	0.45
l2	common_variance	t5	80	2	8.0	18	1.20748484	0.85034529	0.00333333	0.99157965	-0.03022687	0.51333333
l2	common_variance	t5	80	2	8.0	19	1.21522314	0.8194478	0.00333333	0.98273598	-0.06619039	0.81333333
l2	common_variance	t5	80	2	8.0	20	1.24560606	0.89838083	0.00333333	0.98836018	-0.04298604	0.60333333
l2	common_variance	t5	80	2	8.0	21	1.24617376	0.89482151	0.00333333	1.02553669	0.09360793	0.10666667
l2	common_variance	t5	80	2	8.0	22	1.22902434	0.89841148	0.00333333	0.99688849	-0.01195697	0.36333333
l2	common_variance	t5	80	2	8.0	23	1.19516402	0.7763865	0.00333333	0.98037525	-0.06708773	0.84666667
l2	common_variance	t5	80	2	8.0	24	1.19506088	0.76174088	0.00333333	0.98216374	-0.06530695	0.76
l2	common_variance	t5	80	2	8.0	25	1.20211523	0.8256092	0.00333333	0.97773618	-0.08585979	0.91333333
l2	common_variance	t5	80	2	8.0	26	1.22549551	0.82811402	0.00333333	0.98290997	-0.06156926	0.78666667
l2	common_variance	t5	80	2	8.0	27	1.26372051	0.91597223	0.00333333	1.0158529	0.05981633	0.13
l2	common_variance	t5	80	2	8.0	28	1.21565349	0.82181867	0.00333333	1.00183486	0.00750543	0.31666667
l2	common_variance	t5	80	2	8.0	29	1.2328738	0.87458463	0.00333333	0.97605185	-0.07737079	0.96333333
l2	common_variance	t5	80	2	8.0	30	1.22949286	0.83638264	0.00333333	0.9881293	-0.04444648	0.55333333
l2	common_variance	t5	80	2	8.0	31	1.2149527	0.84277855	0.00333333	1.01198213	0.03891646	0.13
l2	common_variance	t5	80	2	8.0	32	1.24897146	0.87794943	0.00333333	0.98185769	-0.0699875	0.76666667
l2	common_variance	t5	80	2	8.0	33	1.19918505	0.80824359	0.00333333	1.03179849	0.12342757	0.09
l2	common_variance	t5	80	2	8.0	34	1.20501282	0.77897305	0.00333333	0.97617629	-0.0911133	0.95666667
l2	common_variance	t5	80	2	8.0	35	1.28192395	0.92699185	0.00333333	0.98100803	-0.06562403	0.82333333
l2	common_variance	t5	80	2	8.0	36	1.26286507	0.89860621	0.00333333	1.00085072	0.003297	0.32333333
l2	common_variance	t5	80	2	8.0	37	1.22465576	0.8157469	0.00333333	0.98784838	-0.0472385	0.66666667
l2	common_variance	t5	80	2	8.0	38	1.24113848	0.87346639	0.00333333	1.00629891	0.02357582	0.21666667
l2	common_variance	t5	80	2	8.0	39	1.22116872	0.78439788	0.00333333	0.98728246	-0.04800755	0.63
l2	common_variance	t5	80	2	8.0	40	1.2373629	0.87833424	0.00333333	1.01325455	0.04919104	0.19666667
l2	common_variance	t5	80	2	8.0	41	1.29720308	0.94145009	0.00333333	0.98903465	-0.03931563	0.56333333
l2	common_variance	t5	80	2	8.0	42	1.22360388	0.81590368	0.00333333	0.99113984	-0.03145493	0.49
l2	common_variance	t5	80	2	8.0	43	1.26765249	0.93388672	0.00333333	0.99595384	-0.01537601	0.35666667
l2	common_variance	t5	80	2	8.0	44	1.21096763	0.8089593	0.00333333	0.98626783	-0.05031304	0.68333333
l2	common_variance	t5	80	2	8.0	45	1.25355471	0.88050194	0.00333333	0.9905797	-0.03522882	0.49666667
l2	common_variance	t5	80	2	8.0	46	1.22973515	0.86899074	0.00333333	1.00873587	0.03088224	0.11666667
l2	common_variance	t5	80	2	8.0	47	1.26223027	0.92256544	0.00333333	1.03413614	0.12810729	0.11666667
l2	common_variance	t5	80	2	8.0	48	1.23319508	0.83858278	0.00333333	1.01085528	0.03646735	0.12666667
l2	common_variance	t5	80	2	8.0	49	1.19014017	0.79910289	0.00333333	0.98990076	-0.03597805	0.55666667
l2	common_variance	t5	80	2	8.0	50	1.23369348	0.86211217	0.00333333	0.98288801	-0.06481493	0.69333333
l2	common_variance	t5	80	2	8.0	51	1.25501839	0.91504755	0.00333333	0.98015533	-0.09294168	0.86666667
l2	common_variance	t5	80	2	8.0	52	1.25179245	0.90728867	0.00333333	0.97993	-0.08094784	0.9
l2	common_variance	t5	80	2	8.0	53	1.23173232	0.89454681	0.00333333	1.02476137	0.10168452	0.06
l2	common_variance	t5	80	2	8.0	54	1.23204663	0.8694672	0.00333333	0.97648018	-0.09354771	0.94666667
l2	common_variance	t5	80	2	8.0	55	1.21072649	0.83250337	0.00333333	0.98616201	-0.05313244	0.69333333
l2	common_variance	t5	80	2	8.0	56	1.25839519	0.91664389	0.00333333	1.00874495	0.03181619	0.18666667
l2	common_variance	t5	80	2	8.0	57	1.23152624	0.92008563	0.00333333	1.00432791	0.01621925	0.25
l2	common_variance	t5	80	2	8.0	58	1.21817008	0.8396631	0.00333333	0.9713571	-0.09880142	0.99
l2	common_variance	t5	80	2	8.0	59	1.22232	0.84595306	0.00333333	0.99946165	-0.00199257	0.37333333
l2	common_variance	t5	80	2	8.0	60	1.20589612	0.83432791	0.00333333	0.98807916	-0.04336681	0.6
l2	common_variance	t5	80	2	8.0	61	1.23744704	0.88203119	0.00333333	0.98751824	-0.04519555	0.61666667
l2	common_variance	t5	80	2	8.0	62	1.25189821	0.8684585	0.00333333	0.99469759	-0.01797148	0.34333333
l2	common_variance	t5	80	2	8.0	63	1.23593095	0.85283909	0.00333333	1.00077199	0.00275423	0.26666667
l2	common_variance	t5	80	2	8.0	64	1.26097932	0.88058906	0.00333333	0.98930639	-0.03672314	0.55
l2	common_variance	t5	80	2	8.0	65	1.21078414	0.8463052	0.00333333	0.98719256	-0.04801982	0.69333333
l2	common_variance	t5	80	2	8.0	66	1.25703974	0.90467796	0.00333333	0.98119617	-0.06820688	0.83666667
l2	common_variance	t5	80	2	8.0	67	1.25883524	0.88259954	0.00333333	0.99803259	-0.00698876	0.29666667
l2	common_variance	t5	80	2	8.0	68	1.2250544	0.82581834	0.00333333	0.99282763	-0.0255821	0.38
l2	common_variance	t5	80	2	8.0	69	1.18933237	0.75798889	0.00333333	1.00467441	0.01729411	0.20666667
l2	common_variance	t5	80	2	8.0	70	1.25557591	0.91819291	0.00333333	0.98911666	-0.04059837	0.59333333
l2	common_variance	t5	80	2	8.0	71	1.23986799	0.87199917	0.00333333	0.97423139	-0.09055536	0.97333333
l2	common_variance	t5	80	2	8.0	72	1.24766947	0.91751292	0.00333333	0.99741366	-0.00965531	0.34
l2	common_variance	t5	80	2	8.0	73	1.25475751	0.89739803	0.00333333	1.01794297	0.06244889	0.09666667
l2	common_variance	t5	80	2	8.0	74	1.26067442	0.90060142	0.00333333	0.98243064	-0.06994186	0.79
l2	common_variance	t5	80	2	8.0	75	1.24138578	0.88242579	0.00333333	0.98976868	-0.04215687	0.62333333
l2	common_variance	t5	80	2	8.0	76	1.25416382	0.87186511	0.00333333	1.000571	0.00206475	0.31666667
l2	common_variance	t5	80	2	8.0	77	1.1937536	0.83527476	0.00333333	1.04952902	0.17415351	0.04333333
l2	common_variance	t5	80	2	8.0	78	1.22319761	0.87900709	0.00333333	0.99968895	-0.00105032	0.23666667
l2	common_variance	t5	80	2	8.0	79	1.21248781	0.82664569	0.00666667	0.99440641	-0.02034604	0.37333333
l2	common_variance	t5	80	2	8.0	80	1.19415644	0.76903378	0.00333333	0.99301951	-0.024874	0.39333333
l2	common_variance	t5	80	2	8.0	81	1.22091592	0.8319054	0.00333333	0.99114816	-0.03139919	0.53666667
l2	common_variance	t5	80	2	8.0	82	1.24129921	0.87448256	0.00333333	0.99537588	-0.01766085	0.40666667
l2	common_variance	t5	80	2	8.0	83	1.25496177	0.90212023	0.00333333	0.98880949	-0.03728403	0.55666667
l2	common_variance	t5	80	2	8.0	84	1.23461035	0.87731537	0.00333333	0.98911158	-0.04041006	0.56666667
l2	common_variance	t5	80	2	8.0	85	1.22490241	0.82964748	0.00333333	1.10875743	0.40350572	0.03
l2	common_variance	t5	80	2	8.0	86	1.25043907	0.9246636	0.00333333	1.00035596	0.00129308	0.29333333
l2	common_variance	t5	80	2	8.0	87	1.25252115	0.8935847	0.00333333	0.99097751	-0.03525365	0.46666667
l2	common_variance	t5	80	2	8.0	88	1.20040475	0.79647031	0.00333333	0.98794037	-0.04545709	0.64
l2	common_variance	t5	80	2	8.0	89	1.24531358	0.8643837	0.00333333	1.00986849	0.03922188	0.17333333
l2	common_variance	t5	80	2	8.0	90	1.214145	0.82877483	0.00333333	0.96860341	-0.10655704	1.0
l2	common_variance	t5	80	2	8.0	91	1.23514496	0.87732963	0.00333333	1.01926659	0.06753251	0.15
l2	common_variance	t5	80	2	8.0	92	1.20859942	0.87175122	0.00333333	0.98852011	-0.0407058	0.53333333
l2	common_variance	t5	80	2	8.0	93	1.23123371	0.86588009	0.00333333	0.98743935	-0.0471304	0.61666667
l2	common_variance	t5	80	2	8.0	94	1.21634684	0.81594213	0.00333333	0.99614767	-0.01296352	0.34666667
l2	common_variance	t5	80	2	8.0	95	1.25592429	0.8861276	0.00333333	1.00287053	0.01097026	0.26333333
l2	common_variance	t5	80	2	8.0	96	1.24435602	0.8903519	0.00333333	0.99841735	-0.00598192	0.39333333
l2	common_variance	t5	80	2	8.0	97	1.23309879	0.88873383	0.00333333	0.98916983	-0.04409964	0.54
l2	common_variance	t5	80	2	8.0	98	1.25552567	0.8693268	0.00333333	0.9971451	-0.01012825	0.39333333
l2	common_variance	t5	80	2	8.0	99	1.23617285	0.84874973	0.00333333	0.98798312	-0.04010206	0.60666667
l2	common_variance	t5	80	2	8.0	100	1.24749205	0.88715442	0.00333333	0.97507378	-0.09088387	0.95666667
l2	common_variance	t5	80	2	8.0	101	1.23976609	0.87855375	0.00333333	1.00371145	0.01336909	0.27
l2	common_variance	t5	80	2	8.0	102	1.24142918	0.88512616	0.00333333	1.06574439	0.23985264	0.07
l2	common_variance	t5	80	2	8.0	103	1.21857118	0.83408579	0.00333333	0.99451671	-0.0223473	0.44333333
l2	common_variance	t5	80	2	8.0	104	1.20680552	0.78129061	0.00333333	0.98581717	-0.05282356	0.67
l2	common_variance	t5	80	2	8.0	105	1.20163183	0.84357661	0.00333333	0.98341027	-0.06404195	0.71333333
l2	common_variance	t5	80	2	8.0	106	1.23572168	0.88104105	0.00333333	0.98236789	-0.06609307	0.77333333
l2	common_variance	t5	80	2	8.0	107	1.28596732	0.94223456	0.00333333	0.99609854	-0.01331053	0.32666667
l2	common_variance	t5	80	2	8.0	108	1.23626901	0.86002125	0.00333333	0.98928145	-0.03915934	0.57333333
l2	common_variance	t5	80	2	8.0	109	1.23360064	0.8807261	0.00333333	0.9803232	-0.08366098	0.87666667
l2	common_variance	t5	80	2	8.0	110	1.23693472	0.87470354	0.00666667	0.98079768	-0.0715849	0.8
l2	common_variance	t5	80	2	8.0	111	1.21794748	0.85569686	0.00333333	1.10345112	0.39266936	0.05333333
l2	common_variance	t5	80	2	8.0	112	1.24755655	0.88214768	0.00333333	1.00231677	0.00820492	0.31
l2	common_variance	t5	80	2	8.0	113	1.19742347	0.78526666	0.00333333	0.98093565	-0.05785007	0.78333333
l2	common_variance	t5	80	2	8.0	114	1.23473334	0.85373545	0.00333333	0.99317227	-0.02391958	0.45333333
l2	common_variance	t5	80	2	8.0	115	1.23975082	0.87153228	0.00333333	1.00480013	0.0169468	0.25666667
l2	common_variance	t5	80	2	8.0	116	1.20419681	0.81862231	0.00333333	0.9784376	-0.07323724	0.94
l2	common_variance	t5	80	2	8.0	117	1.25084419	0.89007364	0.00333333	1.00042157	0.0014545	0.29666667
l2	common_variance	t5	80	2	8.0	118	1.25581271	0.92124341	0.00333333	1.00602659	0.02248959	0.26666667
l2	common_variance	t5	80	2	8.0	119	1.25320671	0.92060361	0.00666667	0.97953054	-0.08382739	0.86666667
l2	common_variance	t5	80	2	8.0	120	1.26679679	0.89952752	0.00333333	0.99301898	-0.02346525	0.43
l2	common_variance	t5	80	2	8.0	121	1.21478804	0.8160656	0.00333333	0.98059474	-0.07309566	0.85333333
l2	common_variance	t5	80	2	8.0	122	1.22426041	0.82391963	0.00333333	1.00709376	0.02605966	0.19666667
l2	common_variance	t5	80	2	8.0	123	1.19821819	0.74015797	0.00333333	0.98864059	-0.04160724	0.56666667
l2	common_variance	t5	80	2	8.0	124	1.22754201	0.86729862	0.00333333	0.99283823	-0.02643625	0.46
l2	common_variance	t5	80	2	8.0	125	1.23389207	0.85989571	0.00333333	1.01394781	0.05009321	0.14
l2	common_variance	t5	80	2	8.0	126	1.21665187	0.83639971	0.00333333	0.99961252	-0.00139822	0.29
l2	common_variance	t5	80	2	8.0	127	1.236422	0.88396981	0.00666667	0.98948931	-0.03926344	0.50333333
l2	common_variance	t5	80	2	8.0	128	1.27374461	0.8944982	0.00333333	0.99009418	-0.03575924	0.55666667
l2	common_variance	t5	80	2	8.0	129	1.27077151	0.91137253	0.00333333	1.11353115	0.40919298	0.02666667
l2	common_variance	t5	80	2	8.0	130	1.28325395	0.93881817	0.00333333	0.9762619	-0.09079637	0.97333333
l2	common_variance	t5	80	2	8.0	131	1.21340527	0.87048209	0.00333333	0.98437685	-0.05591457	0.68
l2	common_variance	t5	80	2	8.0	132	1.22412457	0.89513891	0.00333333	0.98752166	-0.04963737	0.63666667
