phase	configuration	method	epsilon	bandwidth_multiplier	batches	batch_size	total_observations	effect	effect_se	full_pathwise_slope	full_pathwise_slope_se	complete_refit_finite_slope	complete_refit_finite_slope_se	no_mad_indirect_slope	no_mad_indirect_slope_se	fixed_location_slope	fixed_location_slope_se	mad_indirect_effect_component	mad_indirect_effect_component_se	total_location_effect_component	total_location_effect_component_se	derivative_check_error	derivative_check_error_se	median_dot_x	median_dot_x_se	mad_dot_x	mad_dot_x_se	scale_dot_x	scale_dot_x_se	location_dot_x	location_dot_x_se	direct_location_dot_x	direct_location_dot_x_se	mad_indirect_location_dot_x	mad_indirect_location_dot_x_se	scale_coupling_x	scale_coupling_x_se	boundary_bandwidth_x	boundary_bandwidth_x_se	median_dot_y	median_dot_y_se	mad_dot_y	mad_dot_y_se	location_dot_y	location_dot_y_se	mad_indirect_location_dot_y	mad_indirect_location_dot_y_se	absolute_mean_derivative_check_error
seed1	balanced_node_gaussian_dyad	cdelta_star	0.0005	1.0	6	250000	1500000	1.214788496132117	0.0012942037835939756	-0.38408067556905484	0.0015390282340987168	-0.3840470160423696	0.0015207038069349858	-0.3840806887320373	0.001539050553637797	-0.38408283946064975	0.0015400450585693504	1.3162982444766177e-08	2.751757177105348e-08	2.163891594954744e-06	2.0799725538591483e-06	3.3659526685233164e-05	3.629723907532063e-05	-0.004690944735415563	0.0028894890809945855	0.014640757125680135	0.0018603468478842543	0.021706386514533365	0.0027581502366731945	0.00040535128652918967	0.000794749819958654	0.0004229986260064697	0.0007921930829658646	-1.764733947727995e-05	1.1963930471842146e-05	0.0005254466666395017	0.0004223458008358785	0.08831059087283238	0.00012306387790928091	0.0010283340032256737	0.002647765791562658	0.01619468068311685	0.0008433144041156968	0.0010765078742350517	0.0006455709557582928	6.018068355819465e-06	9.911271138281615e-06	3.3659526685233164e-05
seed1	balanced_node_gaussian_dyad	cdelta_star	0.001	1.0	6	250000	1500000	1.214788496132117	0.0012942037835939756	-0.38408067556905484	0.0015390282340987168	-0.38407327699285787	0.001503817173726431	-0.3840806887320373	0.001539050553637797	-0.38408283946064975	0.0015400450585693504	1.3162982444766177e-08	2.751757177105348e-08	2.163891594954744e-06	2.0799725538591483e-06	7.398576196970819e-06	4.998204797468564e-05	-0.004690944735415563	0.0028894890809945855	0.014640757125680135	0.0018603468478842543	0.021706386514533365	0.0027581502366731945	0.00040535128652918967	0.000794749819958654	0.0004229986260064697	0.0007921930829658646	-1.764733947727995e-05	1.1963930471842146e-05	0.0005254466666395017	0.0004223458008358785	0.08831059087283238	0.00012306387790928091	0.0010283340032256737	0.002647765791562658	0.01619468068311685	0.0008433144041156968	0.0010765078742350517	0.0006455709557582928	6.018068355819465e-06	9.911271138281615e-06	7.398576196970819e-06
seed1	balanced_node_gaussian_dyad	mantel	0.0005	1.0	6	250000	1500000	0.19236852825165351	0.0010378600203198053	-0.18769958717100702	0.002986854719668583	-0.1876832657342666	0.003022116381930423	-0.18769958717100702	0.002986854719668583	-0.18769958717100702	0.002986854719668583	0.0	0.0	0.0	0.0	1.632143674043518e-05	4.39768894957732e-05	-0.004690944735415563	0.0028894890809945855	0.014640757125680135	0.0018603468478842543	0.021706386514533365	0.0027581502366731945	0.00040535128652918967	0.000794749819958654	0.0004229986260064697	0.0007921930829658646	-1.764733947727995e-05	1.1963930471842146e-05	0.0005254466666395017	0.0004223458008358785	0.08831059087283238	0.00012306387790928091	0.0010283340032256737	0.002647765791562658	0.01619468068311685	0.0008433144041156968	0.0010765078742350517	0.0006455709557582928	6.018068355819465e-06	9.911271138281615e-06	1.632143674043518e-05
seed1	balanced_node_gaussian_dyad	mantel	0.001	1.0	6	250000	1500000	0.19236852825165351	0.0010378600203198053	-0.18769958717100702	0.002986854719668583	-0.18765778620942475	0.0030399088887309244	-0.18769958717100702	0.002986854719668583	-0.18769958717100702	0.002986854719668583	0.0	0.0	0.0	0.0	4.1800961582285266e-05	5.523816235620718e-05	-0.004690944735415563	0.0028894890809945855	0.014640757125680135	0.0018603468478842543	0.021706386514533365	0.0027581502366731945	0.00040535128652918967	0.000794749819958654	0.0004229986260064697	0.0007921930829658646	-1.764733947727995e-05	1.1963930471842146e-05	0.0005254466666395017	0.0004223458008358785	0.08831059087283238	0.00012306387790928091	0.0010283340032256737	0.002647765791562658	0.01619468068311685	0.0008433144041156968	0.0010765078742350517	0.0006455709557582928	6.018068355819465e-06	9.911271138281615e-06	4.1800961582285266e-05
seed1	balanced_node_gaussian_dyad	profile_correlation	0.0005	1.0	6	250000	1500000	0.3125332022176066	0.0015825383681638467	-0.49294072643297077	0.001937146899905958	-0.49288942065532176	0.0019260848304643106	-0.49294079532040885	0.0019371609040908719	-0.49294686522207787	0.001937949678342808	6.888743809644697e-08	6.99819478935708e-08	6.1387891071388685e-06	3.3741438862893894e-06	5.130577764898373e-05	4.7515026812991194e-05	-0.004690944735415563	0.0028894890809945855	0.014640757125680135	0.0018603468478842543	0.021706386514533365	0.0027581502366731945	0.00040535128652918967	0.000794749819958654	0.0004229986260064697	0.0007921930829658646	-1.764733947727995e-05	1.1963930471842146e-05	0.0005254466666395017	0.0004223458008358785	0.08831059087283238	0.00012306387790928091	0.0010283340032256737	0.002647765791562658	0.01619468068311685	0.0008433144041156968	0.0010765078742350517	0.0006455709557582928	6.018068355819465e-06	9.911271138281615e-06	5.130577764898373e-05
seed1	balanced_node_gaussian_dyad	profile_correlation	0.001	1.0	6	250000	1500000	0.3125332022176066	0.0015825383681638467	-0.49294072643297077	0.001937146899905958	-0.49293305355799694	0.0019073842599857092	-0.49294079532040885	0.0019371609040908719	-0.49294686522207787	0.001937949678342808	6.888743809644697e-08	6.99819478935708e-08	6.1387891071388685e-06	3.3741438862893894e-06	7.672874973774224e-06	6.943153554373985e-05	-0.004690944735415563	0.0028894890809945855	0.014640757125680135	0.0018603468478842543	0.021706386514533365	0.0027581502366731945	0.00040535128652918967	0.000794749819958654	0.0004229986260064697	0.0007921930829658646	-1.764733947727995e-05	1.1963930471842146e-05	0.0005254466666395017	0.0004223458008358785	0.08831059087283238	0.00012306387790928091	0.0010283340032256737	0.002647765791562658	0.01619468068311685	0.0008433144041156968	0.0010765078742350517	0.0006455709557582928	6.018068355819465e-06	9.911271138281615e-06	7.672874973774224e-06
seed1	balanced_node_lognormal_dyad	cdelta_star	0.0005	1.0	6	250000	1500000	1.279483387667316	0.0007914314242766004	0.012795457567320761	0.004161643808130026	0.01272657121128192	0.004146272458041966	0.012219482754834652	0.004157292736730439	-0.000779215545076567	0.004052291786184912	0.0005759748124861084	1.77833491912278e-05	0.013574673112397328	0.0003061125087435657	-6.888635603884141e-05	5.403972912801712e-05	-0.2884651914862186	0.002326557463539364	-0.120867484257362	0.0014651983428090115	-0.1791981321599649	0.0021723030630486414	-0.1266225723689788	0.0011504156619889672	-0.12111007407032441	0.0011167746642342937	-0.005512498298654384	4.8852720251960286e-05	-0.025665290000058613	0.00024420597730806607	0.08820412399263362	4.88910705499281e-05	-0.288871573827957	0.0012950420836255498	-0.11568832340092923	0.0012556742912041858	-0.12659691874229667	0.00048023332520371616	-0.005208798722215152	0.00011662280583593849	6.888635603884141e-05
seed1	balanced_node_lognormal_dyad	cdelta_star	0.001	1.0	6	250000	1500000	1.279483387667316	0.0007914314242766004	0.012795457567320761	0.004161643808130026	0.01275705627399685	0.0041617325693768335	0.012219482754834652	0.004157292736730439	-0.000779215545076567	0.004052291786184912	0.0005759748124861084	1.77833491912278e-05	0.013574673112397328	0.0003061125087435657	-3.840129332390955e-05	2.70946731261176e-05	-0.2884651914862186	0.002326557463539364	-0.120867484257362	0.0014651983428090115	-0.1791981321599649	0.0021723030630486414	-0.1266225723689788	0.0011504156619889672	-0.12111007407032441	0.0011167746642342937	-0.005512498298654384	4.8852720251960286e-05	-0.025665290000058613	0.00024420597730806607	0.08820412399263362	4.88910705499281e-05	-0.288871573827957	0.0012950420836255498	-0.11568832340092923	0.0012556742912041858	-0.12659691874229667	0.00048023332520371616	-0.005208798722215152	0.00011662280583593849	3.840129332390955e-05
seed1	balanced_node_lognormal_dyad	mantel	0.0005	1.0	6	250000	1500000	0.22810033168170774	0.00044737405921921	0.017579012337504307	0.004206351947489896	0.017597089364958702	0.004196267637522305	0.017579012337504307	0.004206351947489896	0.017579012337504307	0.004206351947489896	0.0	0.0	0.0	0.0	1.80770274543949e-05	5.108070914238858e-05	-0.2884651914862186	0.002326557463539364	-0.120867484257362	0.0014651983428090115	-0.1791981321599649	0.0021723030630486414	-0.1266225723689788	0.0011504156619889672	-0.12111007407032441	0.0011167746642342937	-0.005512498298654384	4.8852720251960286e-05	-0.025665290000058613	0.00024420597730806607	0.08820412399263362	4.88910705499281e-05	-0.288871573827957	0.0012950420836255498	-0.11568832340092923	0.0012556742912041858	-0.12659691874229667	0.00048023332520371616	-0.005208798722215152	0.00011662280583593849	1.80770274543949e-05
seed1	balanced_node_lognormal_dyad	mantel	0.001	1.0	6	250000	1500000	0.22810033168170774	0.00044737405921921	0.017579012337504307	0.004206351947489896	0.01761626430161108	0.004194991114548502	0.017579012337504307	0.004206351947489896	0.017579012337504307	0.004206351947489896	0.0	0.0	0.0	0.0	3.725196410677236e-05	4.2301365940056944e-05	-0.2884651914862186	0.002326557463539364	-0.120867484257362	0.0014651983428090115	-0.1791981321599649	0.0021723030630486414	-0.1266225723689788	0.0011504156619889672	-0.12111007407032441	0.0011167746642342937	-0.005512498298654384	4.8852720251960286e-05	-0.025665290000058613	0.00024420597730806607	0.08820412399263362	4.88910705499281e-05	-0.288871573827957	0.0012950420836255498	-0.11568832340092923	0.0012556742912041858	-0.12659691874229667	0.00048023332520371616	-0.005208798722215152	0.00011662280583593849	3.725196410677236e-05
