phase	node_strength	dyad_strength	raw_strength_ratio	fisher_z_strength_ratio	bracket_low	bracket_high	crossover_estimate	zero_difference_band_low	zero_difference_band_high	grid_points	repetitions_per_point	n_perm
external_coarse	0.35	0.3	1.1666666666666667	1.1806804780985247	0.1	0.15	0.13181818181818183	0.1	0.65	12	250	199
external_coarse	0.55	0.3	1.8333333333333335	1.9978744647420517	0.25	0.3	0.28125	0.25	0.3	12	250	199
external_coarse	0.65	0.3	2.166666666666667	2.5048452365454046	0.25	0.3	0.2722222222222222	0.25	0.65	12	250	199
external_coarse	0.65	0.45	1.4444444444444444	1.5995425223489814	0.25	0.3	0.2833333333333333	0.25	0.3	12	250	199
external_coarse	0.65	0.65	1.0	1.0	0.2	0.25	0.22	0.2	0.25	12	250	199
external_coarse	0.65	0.8	0.8125	0.7057072947413578	0.15	0.2	0.2	0.15	0.3	12	250	199
external_coarse	0.75	0.3	2.5	3.143436025749076	0.3	0.4	0.3761904761904762	0.4	0.4	12	250	199
