background	kind	n	k_extremes	scenario	target_reference	target_corr	selected_magnitude	calibrated_mean_corr	calibrated_mean_norm	alpha	calibration_repetitions	evaluation_repetitions	n_perm	reject_count	rejection_rate	wilson_low	wilson_high	mean_raw	mean_norm	mean_corr	mean_p	p05	p50	p95	mean_index_overlap
lognormal	l1	20	3	matched	explicit target_corr=0.35	0.35	2.0	0.2871	0.9357	0.05	120	300	499	68	0.2267	0.1829	0.2773	20.7021	0.9305	0.2955	0.1648	0.002	0.142	0.4181	3.0
lognormal	l1	20	3	independent_null	explicit target_corr=0.35	0.35	2.0	0.2871	0.9357	0.05	120	300	499	12	0.04	0.023	0.0686	19.9981	0.9067	0.0029	0.4912	0.0617	0.465	0.9581	0.45
lognormal	l1	40	1	matched	explicit target_corr=0.35	0.35	3.5	0.3251	0.8288	0.05	120	300	499	112	0.3733	0.3205	0.4293	44.8741	0.8233	0.3288	0.0684	0.006	0.066	0.1381	1.0
lognormal	l1	40	1	independent_null	explicit target_corr=0.35	0.35	3.5	0.3251	0.8288	0.05	120	300	499	17	0.0567	0.0357	0.0889	40.0699	0.7469	0.0061	0.4992	0.0459	0.5	0.9442	0.0367
lognormal	l1	40	2	matched	explicit target_corr=0.35	0.35	3.0	0.3791	0.8587	0.05	120	300	499	211	0.7033	0.6493	0.7522	44.5463	0.8635	0.3849	0.0371	0.002	0.03	0.0921	2.0
lognormal	l1	40	2	independent_null	explicit target_corr=0.35	0.35	3.0	0.3791	0.8587	0.05	120	300	499	14	0.0467	0.028	0.0768	39.984	0.7717	-0.0	0.4967	0.056	0.493	0.9461	0.0967
lognormal	l1	40	3	matched	explicit target_corr=0.35	0.35	2.5	0.3663	0.8779	0.05	120	300	499	146	0.4867	0.4306	0.543	43.3174	0.8765	0.3421	0.0534	0.002	0.051	0.1182	3.0
lognormal	l1	40	3	independent_null	explicit target_corr=0.35	0.35	2.5	0.3663	0.8779	0.05	120	300	499	20	0.0667	0.0436	0.1007	40.2381	0.8145	0.0247	0.461	0.0378	0.452	0.924	0.2833
lognormal	l1	80	1	matched	explicit target_corr=0.35	0.35	5.0	0.3451	0.7733	0.05	120	300	499	266	0.8867	0.8458	0.9178	94.1908	0.7924	0.3566	0.0244	0.002	0.02	0.058	1.0
lognormal	l1	80	1	independent_null	explicit target_corr=0.35	0.35	5.0	0.3451	0.7733	0.05	120	300	499	17	0.0567	0.0357	0.0889	80.4236	0.6768	0.0142	0.4657	0.048	0.473	0.9145	0.0233
lognormal	l1	80	2	matched	explicit target_corr=0.35	0.35	4.0	0.3877	0.8224	0.05	120	300	499	296	0.9867	0.9662	0.9948	93.832	0.817	0.3876	0.0126	0.002	0.008	0.036	2.0
lognormal	l1	80	2	independent_null	explicit target_corr=0.35	0.35	4.0	0.3877	0.8224	0.05	120	300	499	12	0.04	0.023	0.0686	80.0537	0.6964	-0.0004	0.5067	0.0617	0.5	0.9541	0.0567
lognormal	l1	80	3	matched	explicit target_corr=0.35	0.35	3.5	0.3824	0.8244	0.05	120	300	499	299	0.9967	0.9814	0.9994	93.1373	0.834	0.4009	0.0092	0.002	0.006	0.03	3.0
lognormal	l1	80	3	independent_null	explicit target_corr=0.35	0.35	3.5	0.3824	0.8244	0.05	120	300	499	14	0.0467	0.028	0.0768	79.8668	0.7195	-0.0042	0.5111	0.052	0.52	0.944	0.0933
lognormal	l1	160	1	matched	explicit target_corr=0.35	0.35	7.0	0.3602	0.7668	0.05	120	300	499	300	1.0	0.9874	1.0	195.9193	0.7572	0.3535	0.0099	0.002	0.008	0.022	1.0
lognormal	l1	160	1	independent_null	explicit target_corr=0.35	0.35	7.0	0.3602	0.7668	0.05	120	300	499	23	0.0767	0.0516	0.1124	160.8054	0.6253	0.0091	0.4816	0.0338	0.48	0.9521	0.01
lognormal	l1	160	2	matched	explicit target_corr=0.35	0.35	5.0	0.3332	0.7668	0.05	120	300	499	300	1.0	0.9874	1.0	190.3354	0.7676	0.3369	0.0065	0.002	0.004	0.02	2.0
lognormal	l1	160	2	independent_null	explicit target_corr=0.35	0.35	5.0	0.3332	0.7668	0.05	120	300	499	12	0.04	0.023	0.0686	159.7098	0.6487	-0.0042	0.5133	0.0559	0.523	0.948	0.0233
lognormal	l1	160	3	matched	explicit target_corr=0.35	0.35	4.5	0.3686	0.7879	0.05	120	300	499	300	1.0	0.9874	1.0	191.4439	0.7897	0.3717	0.0037	0.002	0.002	0.01	3.0
lognormal	l1	160	3	independent_null	explicit target_corr=0.35	0.35	4.5	0.3686	0.7879	0.05	120	300	499	13	0.0433	0.0255	0.0727	160.0973	0.6648	0.0026	0.4845	0.052	0.458	0.9461	0.06
