phase	node_strength	dyad_strength	raw_strength_ratio	fisher_z_strength_ratio	dyadic_weight	node_weight	repetitions	n_perm	profile_power	mantel_power	power_difference	paired_standard_error	paired_ci_low	paired_ci_high	profile_only_rejections	mantel_only_rejections	both_reject	neither_reject	maximum_huber_cdelta_pearson_p_difference
external_refined	0.55	0.3	1.8333333333333335	1.9978744647420517	0.35	0.65	400	199	0.19	0.2175	-0.0275	0.017822836720677488	-0.06243275997252788	0.007432759972527878	20	31	56	293	0.0
external_refined	0.75	0.3	2.5	3.143436025749076	0.25	0.75	400	199	0.4275	0.3875	0.04	0.019285482222682518	0.0022004548435422683	0.07779954515645773	38	22	133	207	0.0
external_refined	0.75	0.3	2.5	3.143436025749076	0.275	0.725	400	199	0.385	0.3375	0.0475	0.020040294621619294	0.008221022541626183	0.08677897745837382	42	23	112	223	0.0
external_refined	0.75	0.3	2.5	3.143436025749076	0.3	0.7	400	199	0.3475	0.3075	0.04	0.018624370269080225	0.0034962342726027607	0.07650376572739724	36	20	103	241	0.0
external_refined	0.75	0.3	2.5	3.143436025749076	0.325	0.675	400	199	0.3	0.28	0.02	0.017313271598215742	-0.01393401233250285	0.05393401233250285	28	20	92	260	0.0
external_refined	0.75	0.3	2.5	3.143436025749076	0.35	0.65	400	199	0.2775	0.255	0.0225	0.017123592454457853	-0.011062241210737393	0.05606224121073739	28	19	83	270	0.0
external_refined	0.75	0.3	2.5	3.143436025749076	0.375	0.625	400	199	0.235	0.25	-0.015	0.014576305144967222	-0.043569558084135755	0.013569558084135756	14	20	80	286	0.0
external_refined	0.75	0.3	2.5	3.143436025749076	0.4	0.6	400	199	0.215	0.2225	-0.0075	0.014374489203085586	-0.03567399883804775	0.020673998838047748	15	18	71	296	0.0
external_refined	0.75	0.3	2.5	3.143436025749076	0.425	0.575	400	199	0.1875	0.2	-0.0125	0.012991586828436397	-0.03796351018373534	0.012963510183735337	11	16	64	309	0.0
external_refined	0.75	0.3	2.5	3.143436025749076	0.45	0.55	400	199	0.1775	0.19	-0.0125	0.01346523882601434	-0.038891868098988105	0.013891868098988104	12	17	59	312	0.0
external_refined	0.65	0.3	2.166666666666667	2.5048452365454046	0.2	0.8	400	199	0.4425	0.39	0.0525	0.020625783193149956	0.012073464941426082	0.09292653505857391	45	24	132	199	0.0
external_refined	0.65	0.3	2.166666666666667	2.5048452365454046	0.225	0.775	400	199	0.41	0.3525	0.0575	0.020592340474446778	0.017139012670084317	0.09786098732991569	46	23	118	213	0.0
external_refined	0.65	0.3	2.166666666666667	2.5048452365454046	0.25	0.75	400	199	0.36	0.2975	0.0625	0.020248688809309127	0.022812569933754114	0.1021874300662459	46	21	98	235	0.0
external_refined	0.65	0.3	2.166666666666667	2.5048452365454046	0.275	0.725	400	199	0.3175	0.27	0.0475	0.018748015768024498	0.010753889094671988	0.08424611090532802	38	19	89	254	0.0
external_refined	0.65	0.3	2.166666666666667	2.5048452365454046	0.3	0.7	400	199	0.2875	0.245	0.0425	0.017748857141364382	0.0077122400029258145	0.07728775999707418	34	17	81	268	0.0
external_refined	0.65	0.3	2.166666666666667	2.5048452365454046	0.325	0.675	400	199	0.25	0.23	0.02	0.016573675415911218	-0.01248440381518599	0.05248440381518599	26	18	74	282	0.0
external_refined	0.65	0.3	2.166666666666667	2.5048452365454046	0.35	0.65	400	199	0.2075	0.1975	0.01	0.013701069237311883	-0.016854095705131293	0.03685409570513129	17	13	66	304	0.0
external_refined	0.65	0.45	1.4444444444444444	1.5995425223489814	0.2	0.8	400	199	0.4625	0.405	0.0575	0.021192148141638282	0.01596338964238897	0.09903661035761104	48	25	137	190	0.0
external_refined	0.65	0.45	1.4444444444444444	1.5995425223489814	0.225	0.775	400	199	0.39	0.3575	0.0325	0.019157947237527555	-0.005049576585554008	0.07004957658555401	36	23	120	221	0.0
external_refined	0.65	0.45	1.4444444444444444	1.5995425223489814	0.25	0.75	400	199	0.355	0.3175	0.0375	0.01846854332999302	0.001301655073213684	0.07369834492678631	35	20	107	238	0.0
external_refined	0.65	0.45	1.4444444444444444	1.5995425223489814	0.275	0.725	400	199	0.3125	0.2975	0.015	0.019048480556958396	-0.022335021891638454	0.05233502189163845	32	26	93	249	0.0
external_refined	0.65	0.45	1.4444444444444444	1.5995425223489814	0.3	0.7	400	199	0.28	0.2675	0.0125	0.01821231990964435	-0.023196147022902926	0.048196147022902924	29	24	83	264	0.0
external_refined	0.65	0.45	1.4444444444444444	1.5995425223489814	0.325	0.675	400	199	0.25	0.2425	0.0075	0.016409831853301672	-0.024663270432471275	0.039663270432471275	23	20	77	280	0.0
external_refined	0.65	0.45	1.4444444444444444	1.5995425223489814	0.35	0.65	400	199	0.235	0.22	0.015	0.015412051398850251	-0.015207620741746492	0.04520762074174649	22	16	72	290	0.0
external_refined	0.65	0.65	1.0	1.0	0.15	0.85	400	199	0.575	0.49	0.085	0.02050582165641044	0.04480858955343554	0.12519141044656446	52	18	178	152	0.0
external_refined	0.65	0.65	1.0	1.0	0.175	0.825	400	199	0.525	0.46	0.065	0.020073486547069704	0.025655966367743387	0.10434403363225661	46	20	164	170	0.0
external_refined	0.65	0.65	1.0	1.0	0.2	0.8	400	199	0.465	0.4225	0.0425	0.020378237322962393	0.0025586548469937118	0.0824413451530063	42	25	144	189	0.0
external_refined	0.65	0.65	1.0	1.0	0.225	0.775	400	199	0.4175	0.385	0.0325	0.020424305511793975	-0.007531638803116192	0.0725316388031162	40	27	127	206	0.0
external_refined	0.65	0.65	1.0	1.0	0.25	0.75	400	199	0.365	0.37	-0.005	0.02002348245495923	-0.044246025611720086	0.03424602561172009	31	33	115	221	0.0
external_refined	0.65	0.65	1.0	1.0	0.275	0.725	400	199	0.3275	0.35	-0.0225	0.017840405690117307	-0.05746719515262992	0.012467195152629923	21	30	110	239	0.0
external_refined	0.65	0.65	1.0	1.0	0.3	0.7	400	199	0.3	0.335	-0.035	0.014916223863157843	-0.06423579877178938	-0.005764201228210631	11	25	109	255	0.0
external_refined	0.65	0.8	0.8125	0.7057072947413578	0.1	0.9	400	199	0.7275	0.59	0.1375	0.022588935899299386	0.09322568563737321	0.1817743143626268	72	17	219	92	0.0
external_refined	0.65	0.8	0.8125	0.7057072947413578	0.125	0.875	400	199	0.6625	0.535	0.1275	0.02101698501564555	0.08630670936933472	0.1686932906306653	64	13	201	122	0.0
external_refined	0.65	0.8	0.8125	0.7057072947413578	0.15	0.85	400	199	0.59	0.4825	0.1075	0.019450067810797257	0.06937786709083738	0.14562213290916262	54	11	182	153	0.0
external_refined	0.65	0.8	0.8125	0.7057072947413578	0.175	0.825	400	199	0.5325	0.4525	0.08	0.018971023941090622	0.042816793075462385	0.11718320692453763	46	14	167	173	0.0
external_refined	0.65	0.8	0.8125	0.7057072947413578	0.2	0.8	400	199	0.49	0.425	0.065	0.01943919251187622	0.026899182676722616	0.10310081732327739	44	18	152	186	0.0
external_refined	0.65	0.8	0.8125	0.7057072947413578	0.225	0.775	400	199	0.4475	0.4225	0.025	0.018689857595561177	-0.011632120887299903	0.061632120887299906	33	23	146	198	0.0
external_refined	0.65	0.8	0.8125	0.7057072947413578	0.25	0.75	400	199	0.395	0.4025	-0.0075	0.016787313953531585	-0.040403135348921905	0.025403135348921906	21	24	137	218	0.0
