phase	scenario	n	repetitions	n_perm	mean_profile_effect	mean_profile_z	profile_studentized_permutation_rejection	holm_profile_rejection	mean_mantel_effect	mean_mantel_z	mantel_studentized_permutation_rejection	holm_mantel_rejection	raw_true_null_fwer	holm_true_null_fwer	holm_fwer_wilson_low	holm_fwer_wilson_high	both_holm_rejection
confirmatory	global_null_profile_margins	80	600	499	0.0003621088661113244	-0.1286789668692585	0.065	0.04833333333333333	0.0013779348692700606	-0.3022221282695484	0.055	0.03666666666666667	0.07833333333333334	0.05	0.03524526778459468	0.07048026312773596	0.035
confirmatory	profile_null_mantel_alt	80	600	499	0.025850967977312612	0.12387156587071853	0.04833333333333333	0.041666666666666664	0.3686619623479322	5.243987797776455	0.9316666666666666	0.8583333333333333	0.04833333333333333	0.041666666666666664	0.02837972965493859	0.06078516294095374	0.03833333333333333
confirmatory	global_null_mantel_margins	80	600	499	0.003936139123280971	0.0365466385510512	0.03666666666666667	0.021666666666666667	0.0017864460896770962	-0.1957590411518899	0.03833333333333333	0.023333333333333334	0.06	0.03	0.01905925662590196	0.046920742326976704	0.015
confirmatory	mantel_null_profile_alt	80	600	499	-0.34056327471317954	-3.0185842400744702	0.6433333333333333	0.5233333333333333	0.011298034731038568	-0.013871556170969057	0.04666666666666667	0.03666666666666667	0.04666666666666667	0.03666666666666667	0.024336895975690734	0.05489161363033859	0.03166666666666667
confirmatory	both_positive_alt	80	600	499	0.5212603588028437	5.858897420520905	0.9833333333333333	0.9833333333333333	0.6503297702011663	11.428996710383595	0.9983333333333333	0.9983333333333333	0.0	0.0	4.336808689942018e-19	0.00636170101370071	0.9833333333333333
