design	scenario	temperature	aggregation	method	repetitions	reject_count	rejection_rate	wilson_low	wilson_high	mean_profile_weight
balanced	dyadic	0.1	sqrt_rooms	standardized_max	600	141	0.235	0.20282559541589984	0.27054610612136154	0.5015368433485551
balanced	dyadic	0.25	building_equal	cv_retrained	600	80	0.13333333333333333	0.10845252233661881	0.16287939174009505	0.5038414574138549
balanced	dyadic	0.25	building_equal	cv_standardized	600	74	0.12333333333333334	0.09939360586276594	0.15206554223422195	0.5090432815339934
balanced	dyadic	0.25	building_equal	mantel	600	162	0.27	0.23602264667772457	0.3069037357885778	0.5038414574138549
balanced	dyadic	0.25	building_equal	nested_max	600	99	0.165	0.13744910047022482	0.1968132392089547	0.5038414574138549
balanced	dyadic	0.25	building_equal	profile	600	92	0.15333333333333332	0.12671592117000455	0.18436152486616128	0.5038414574138549
balanced	dyadic	0.25	building_equal	standardized_max	600	141	0.235	0.20282559541589984	0.27054610612136154	0.5038414574138549
balanced	dyadic	0.25	room_equal	cv_retrained	600	80	0.13333333333333333	0.10845252233661881	0.16287939174009505	0.5038414574138549
balanced	dyadic	0.25	room_equal	cv_standardized	600	74	0.12333333333333334	0.09939360586276594	0.15206554223422195	0.5090432815339934
balanced	dyadic	0.25	room_equal	mantel	600	162	0.27	0.23602264667772457	0.3069037357885778	0.5038414574138549
balanced	dyadic	0.25	room_equal	nested_max	600	99	0.165	0.13744910047022482	0.1968132392089547	0.5038414574138549
balanced	dyadic	0.25	room_equal	profile	600	92	0.15333333333333332	0.12671592117000455	0.18436152486616128	0.5038414574138549
balanced	dyadic	0.25	room_equal	standardized_max	600	141	0.235	0.20282559541589984	0.27054610612136154	0.5038414574138549
balanced	dyadic	0.25	sqrt_rooms	cv_retrained	600	80	0.13333333333333333	0.10845252233661881	0.16287939174009505	0.5038414574138551
balanced	dyadic	0.25	sqrt_rooms	cv_standardized	600	74	0.12333333333333334	0.09939360586276594	0.15206554223422195	0.5090432815339936
balanced	dyadic	0.25	sqrt_rooms	mantel	600	162	0.27	0.23602264667772457	0.3069037357885778	0.5038414574138551
balanced	dyadic	0.25	sqrt_rooms	nested_max	600	99	0.165	0.13744910047022482	0.1968132392089547	0.5038414574138551
balanced	dyadic	0.25	sqrt_rooms	profile	600	92	0.15333333333333332	0.12671592117000455	0.18436152486616128	0.5038414574138551
balanced	dyadic	0.25	sqrt_rooms	standardized_max	600	141	0.235	0.20282559541589984	0.27054610612136154	0.5038414574138551
