phase	configuration	node_strength	dyad_strength	dyadic_weight	repetitions	n_perm	profile_power	mantel_power	power_difference	paired_standard_error	paired_ci_low	paired_ci_high	profile_only_rejections	mantel_only_rejections	both_reject	neither_reject	maximum_huber_cdelta_pearson_p_difference
local_seed1	moderate_skew	0.55	0.7	0.1	800	199	0.2975	0.29375	0.00375	0.011256256082785765	-0.0183122619222601	0.0258122619222601	42	39	196	523	0.0
local_seed1	moderate_skew	0.55	0.7	0.125	800	199	0.285	0.28875	-0.00375	0.010974765542981055	-0.025260540464242868	0.017760540464242868	37	40	191	532	0.0
local_seed1	moderate_skew	0.55	0.7	0.15	800	199	0.265	0.2825	-0.0175	0.010886474712439316	-0.03883749043638106	0.0038374904363810587	31	45	181	543	0.0
local_seed1	moderate_skew	0.55	0.7	0.175	800	199	0.25875	0.27375	-0.015	0.01131387443333921	-0.03717519388934485	0.007175193889344851	35	47	172	546	0.0
local_seed1	moderate_skew	0.55	0.7	0.2	800	199	0.24625	0.26875	-0.0225	0.010434475806512557	-0.04295157258076461	-0.002048427419235388	26	44	171	559	0.0
local_seed1	moderate_skew	0.55	0.7	0.225	800	199	0.24	0.26375	-0.02375	0.010355745927606876	-0.044047262018109476	-0.0034527379818905246	25	44	167	564	0.0
local_seed1	moderate_skew	0.55	0.7	0.25	800	199	0.23625	0.26125	-0.025	0.009808874426859708	-0.04422539387664503	-0.005774606123354974	21	41	168	570	0.0
local_seed1	moderate_skew	0.55	0.7	0.275	800	199	0.23125	0.26375	-0.0325	0.009939979451153895	-0.051982359724261636	-0.013017640275738367	19	45	166	570	0.0
local_seed1	moderate_skew	0.55	0.7	0.3	800	199	0.23	0.26625	-0.03625	0.010157454860177608	-0.05615861152594811	-0.016341388474051886	19	48	165	568	0.0
local_seed1	strong_skew	0.55	0.7	0.1	800	199	0.32875	0.3325	-0.00375	0.01023723219570534	-0.023814975103582464	0.016314975103582464	32	35	231	502	0.0
local_seed1	strong_skew	0.55	0.7	0.125	800	199	0.32	0.3325	-0.0125	0.0103047281272832	-0.03269726712947507	0.00769726712947507	29	39	227	505	0.0
local_seed1	strong_skew	0.55	0.7	0.15	800	199	0.30625	0.33125	-0.025	0.010723221733949377	-0.04601751459854078	-0.003982485401459224	27	47	218	508	0.0
local_seed1	strong_skew	0.55	0.7	0.175	800	199	0.29875	0.3275	-0.02875	0.011210994821205713	-0.0507235498495632	-0.006776450150436805	29	52	210	509	0.0
local_seed1	strong_skew	0.55	0.7	0.2	800	199	0.29875	0.33125	-0.0325	0.010698025387144115	-0.05346812975880247	-0.011531870241197537	24	50	215	511	0.0
local_seed1	strong_skew	0.55	0.7	0.225	800	199	0.285	0.335	-0.05	0.0107596334575196	-0.07108888157673841	-0.02891111842326159	18	58	210	514	0.0
local_seed1	strong_skew	0.55	0.7	0.25	800	199	0.29125	0.3325	-0.04125	0.010286778851950507	-0.061412086549823	-0.02108791345017701	18	51	215	516	0.0
local_seed1	strong_skew	0.55	0.7	0.275	800	199	0.2875	0.33375	-0.04625	0.010852921461768675	-0.0675217260650666	-0.024978273934933397	20	57	210	513	0.0
local_seed1	strong_skew	0.55	0.7	0.3	800	199	0.285	0.34125	-0.05625	0.01079365789194564	-0.07740556946821346	-0.03509443053178654	16	61	212	511	0.0
