phase	scenario	n_buildings	rooms_per_building	repetitions	room_iid_profile_rejection	cluster_t_profile_rejection	signflip_profile_rejection	room_iid_mantel_rejection	cluster_t_mantel_rejection	signflip_mantel_rejection	room_iid_raw_fwer	cluster_t_holm_fwer	cluster_t_holm_wilson_low	cluster_t_holm_wilson_high	signflip_holm_fwer	mean_profile_max_cluster_score_share	mean_mantel_max_cluster_score_share	mean_profile_effect	mean_mantel_effect	cluster_t_both_rejection	signflip_both_rejection
count_extension	gaussian_cluster_null	12	20	300	0.18333333333333332	0.07333333333333333	0.11666666666666667	0.20333333333333334	0.05	0.08666666666666667	0.24666666666666667	0.04666666666666667	0.027998933682334012	0.07679736022792105	0.11666666666666667	0.22245761507008116	0.23974487482963325	-0.0018192392385447365	0.014739004366410307	0.016666666666666666	0.06666666666666667
count_extension	skew_scale_cluster_null	12	20	300	0.3333333333333333	0.10666666666666667	0.18	0.37333333333333335	0.13333333333333333	0.20333333333333334	0.4	0.09333333333333334	0.06536421957889091	0.1315853970170732	0.18	0.24991021494205304	0.25702255155283554	-0.006069539526694309	0.0010682524426030118	0.08333333333333333	0.14666666666666667
count_extension	correlated_cluster_alt	12	20	300	0.92	0.7966666666666666	0.8633333333333333	0.99	0.9033333333333333	0.95	nan	nan	nan	nan	nan	0.24269941706210146	0.25212214265777866	0.30009839579504316	0.27315329051628096	0.7666666666666667	0.86
count_extension	gaussian_cluster_null	24	20	300	0.21666666666666667	0.056666666666666664	0.08	0.25333333333333335	0.043333333333333335	0.06666666666666667	0.3	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.056666666666666664	0.15915631402178174	0.17259235739356332	-0.0037975189626179547	0.009957229780648854	0.03333333333333333	0.043333333333333335
count_extension	skew_scale_cluster_null	24	20	300	0.35333333333333333	0.10666666666666667	0.14666666666666667	0.36666666666666664	0.12	0.18333333333333332	0.39666666666666667	0.09333333333333334	0.06536421957889091	0.1315853970170732	0.15	0.1926799505576983	0.20498944050591392	-0.0015417446481236759	0.0011840243390965181	0.09	0.12
count_extension	correlated_cluster_alt	24	20	300	0.9933333333333333	0.97	0.9766666666666667	1.0	0.9933333333333333	0.9966666666666667	nan	nan	nan	nan	nan	0.18024555409809423	0.18599711233708158	0.30330634327835004	0.2790892984003615	0.97	0.9766666666666667
