phase	scenario	n	repetitions	n_perm	studentized_rejection	naive_rejection	median_max_gap_iqr	q95_max_gap_iqr	gap_0p5_pass_rate	gap_0p5_studentized_rejection_among_pass	gap_0p75_pass_rate	gap_0p75_studentized_rejection_among_pass	gap_0p9_pass_rate	gap_0p9_studentized_rejection_among_pass
pilot	independent_t5	80	300	199	0.043333333333333335	0.05	0.19980343871399464	0.3593481330760486	0.9966666666666667	0.043478260869565216	1.0	0.043333333333333335	1.0	0.043333333333333335
pilot	independent_strong_skew	80	300	199	0.03666666666666667	0.05333333333333334	0.35129912671476726	0.725726556369014	0.7966666666666666	0.03765690376569038	0.95	0.03508771929824561	0.97	0.037800687285223365
pilot	profile_null_t5_sign_link	80	300	199	0.03666666666666667	0.07333333333333333	0.3116954980561869	0.3797496366685192	0.9966666666666667	0.03678929765886288	1.0	0.03666666666666667	1.0	0.03666666666666667
pilot	independent_affine_near_constant	80	300	199	0.03333333333333333	0.043333333333333335	0.16937045988447363	0.27364668096926476	1.0	0.03333333333333333	1.0	0.03333333333333333	1.0	0.03333333333333333
