phase	configuration	node_strength	dyad_strength	dyadic_weight	repetitions	n_perm	profile_power	mantel_power	power_difference	paired_standard_error	paired_ci_low	paired_ci_high	profile_only_rejections	mantel_only_rejections	both_reject	neither_reject	maximum_huber_cdelta_pearson_p_difference
low_weight_seed1	strong_skew	0.55	0.7	0.0	800	199	0.365	0.36375	0.00125	0.008932260546641672	-0.016257230671417676	0.018757230671417678	26	25	266	483	0.0
low_weight_seed1	strong_skew	0.55	0.7	0.025	800	199	0.35	0.34625	0.00375	0.009606522704552952	-0.015078784500923786	0.022578784500923786	31	28	249	492	0.0
low_weight_seed1	strong_skew	0.55	0.7	0.05	800	199	0.3275	0.33875	-0.01125	0.009267505338223037	-0.02941431046291715	0.006914310462917152	23	32	239	506	0.0
low_weight_seed1	strong_skew	0.55	0.7	0.075	800	199	0.32	0.34	-0.02	0.009662644999454437	-0.038938784198930695	-0.001061215801069302	22	38	234	506	0.0
low_weight_seed1	strong_skew	0.55	0.7	0.1	800	199	0.315	0.33875	-0.02375	0.009732719515194702	-0.042826130249781616	-0.004673869750218385	21	40	231	508	0.0
low_weight_seed1	strong_skew	0.55	0.7	0.125	800	199	0.30375	0.33	-0.02625	0.010348189607858964	-0.04653245163140357	-0.005967548368596431	24	45	219	512	0.0
