phase	design	scenario	strength	n_perm	repetitions	omnibus_rejection_rate	wilson_low	wilson_high	profile_rejection_rate	mantel_rejection_rate	best_component_power	omnibus_regret	adjusted_profile_rejection_rate	adjusted_mantel_rejection_rate	winner_profile_rate	winner_expected_rate	mean_profile_z	mean_mantel_z	profile_only_rate	mantel_only_rate	both_rate	unresolved_rate	profile_only_share_given_reject	mantel_only_share_given_reject	both_share_given_reject	unresolved_share_given_reject	winner_agreement_with_999	decision_agreement_with_999	attribution_agreement_with_999	expected_component
seed1	four_building_target_separation	conditional_null	1.0	499	300	0.043333333333333335	0.025496448084407246	0.07271746563401146	0.043333333333333335	0.05	0.05	0.006666666666666668	0.016666666666666666	0.043333333333333335	0.5233333333333333	nan	-0.008049368835092672	0.011118495422323491	0.0	0.02666666666666667	0.016666666666666666	0.9566666666666667	0.0	0.6153846153846154	0.38461538461538464	0.0	1.0	1.0	1.0	none
seed1	four_building_target_separation	node_salience_sign_rewired	1.0	499	300	0.8	0.7510710762322137	0.8413431410330587	0.8166666666666667	0.6833333333333333	0.8166666666666667	0.016666666666666607	0.7733333333333333	0.6633333333333333	0.7433333333333333	nan	2.7692021939753193	2.4392987550029073	0.13666666666666666	0.02666666666666667	0.6366666666666667	0.2	0.17083333333333334	0.03333333333333333	0.7958333333333333	0.0	1.0	1.0	1.0	profile
seed1	four_building_target_separation	shared_dyadic_geometry	1.0	499	300	0.93	0.8953639895740667	0.9537630551728237	0.7533333333333333	0.9366666666666666	0.9366666666666666	0.006666666666666599	0.6933333333333334	0.93	0.0033333333333333335	nan	2.3249262202919088	4.076013147814259	0.0	0.23666666666666666	0.6933333333333334	0.07	0.0	0.25448028673835127	0.7455197132616488	0.0	1.0	1.0	1.0	mantel
