phase	configuration	node_strength	dyad_strength	dyadic_weight	repetitions	n_perm	profile_power	mantel_power	power_difference	paired_standard_error	paired_ci_low	paired_ci_high	profile_only_rejections	mantel_only_rejections	both_reject	neither_reject	maximum_huber_cdelta_pearson_p_difference
local_seed1	balanced_node_gaussian_dyad	0.55	0.7	0.225	600	199	0.37833333333333335	0.36	0.018333333333333333	0.013633073525395537	-0.008387490776441919	0.04505415744310859	39	28	188	345	0.0
local_seed1	balanced_node_gaussian_dyad	0.55	0.7	0.25	600	199	0.36333333333333334	0.34	0.023333333333333334	0.01309964946764251	-0.0023419796232459836	0.04900864628991265	38	24	180	358	0.0
local_seed1	balanced_node_gaussian_dyad	0.55	0.7	0.275	600	199	0.34	0.32666666666666666	0.013333333333333334	0.01247070393711081	-0.011109246383403855	0.037775913050070525	32	24	172	372	0.0
local_seed1	balanced_node_gaussian_dyad	0.55	0.7	0.3	600	199	0.32	0.33	-0.01	0.012250855988627496	-0.03401167773770989	0.014011677737709892	24	30	168	378	0.0
local_seed1	balanced_node_gaussian_dyad	0.55	0.7	0.325	600	199	0.3016666666666667	0.33	-0.028333333333333332	0.014007543612497491	-0.05578811881382841	-0.0008785478528382518	27	44	154	375	0.0
local_seed1	balanced_node_gaussian_dyad	0.55	0.7	0.35	600	199	0.2866666666666667	0.3333333333333333	-0.04666666666666667	0.013825099291947302	-0.07376386127888337	-0.01956947205444996	21	49	151	379	0.0
local_seed1	balanced_node_gaussian_dyad	0.55	0.7	0.375	600	199	0.2783333333333333	0.345	-0.06666666666666667	0.013889352617003371	-0.09388979779599327	-0.03944353553734006	16	56	151	377	0.0
local_seed1	balanced_node_gaussian_dyad	0.55	0.7	0.4	600	199	0.2683333333333333	0.35	-0.08166666666666667	0.013855757180637402	-0.10882395074071598	-0.05450938259261735	12	61	149	378	0.0
local_seed1	balanced_node_gaussian_dyad	0.55	0.7	0.425	600	199	0.26666666666666666	0.3516666666666667	-0.085	0.013822247839503976	-0.1120916057654278	-0.05790839423457221	11	62	149	378	0.0
local_seed1	balanced_node_gaussian_dyad	0.55	0.7	0.45	600	199	0.26666666666666666	0.3616666666666667	-0.095	0.014692640278479911	-0.12379757494582062	-0.06620242505417938	13	70	147	370	0.0
local_seed1	balanced_node_gaussian_dyad	0.55	0.7	0.475	600	199	0.27166666666666667	0.365	-0.09333333333333334	0.01461558362617845	-0.1219798772406431	-0.06468678942602357	13	69	150	368	0.0
local_seed1	imbalanced_node_gaussian_dyad	0.55	0.7	0.0	600	199	0.36333333333333334	0.35333333333333333	0.01	0.011305934342785803	-0.012159631311860175	0.03215963131186018	26	20	192	362	0.0
local_seed1	imbalanced_node_gaussian_dyad	0.55	0.7	0.025	600	199	0.3433333333333333	0.355	-0.011666666666666667	0.01190277032391148	-0.03499609650153317	0.01166276316819983	22	29	184	365	0.0
local_seed1	imbalanced_node_gaussian_dyad	0.55	0.7	0.05	600	199	0.33666666666666667	0.34833333333333333	-0.011666666666666667	0.012134280846282751	-0.03544985712538086	0.012116523792047524	23	30	179	368	0.0
local_seed1	imbalanced_node_gaussian_dyad	0.55	0.7	0.075	600	199	0.3333333333333333	0.3616666666666667	-0.028333333333333332	0.012976406540049364	-0.05376709015183008	-0.0028995765148365805	22	39	178	361	0.0
local_seed1	imbalanced_node_gaussian_dyad	0.55	0.7	0.1	600	199	0.3466666666666667	0.35	-0.0033333333333333335	0.012702815769481252	-0.02823085224151659	0.02156418557484992	28	30	180	362	0.0
local_seed1	imbalanced_node_gaussian_dyad	0.55	0.7	0.125	600	199	0.33166666666666667	0.3383333333333333	-0.006666666666666667	0.012700625188180884	-0.0315598920355012	0.018226558702167866	27	31	172	370	0.0
local_seed1	balanced_node_lognormal_dyad	0.55	0.7	0.175	600	199	0.42833333333333334	0.365	0.06333333333333334	0.013509547864734517	0.03685461951845369	0.08981204714821299	53	15	204	328	0.0
local_seed1	balanced_node_lognormal_dyad	0.55	0.7	0.2	600	199	0.4116666666666667	0.34833333333333333	0.06333333333333334	0.01506739943357733	0.03380123044352177	0.09286543622314491	61	23	186	330	0.0
local_seed1	balanced_node_lognormal_dyad	0.55	0.7	0.225	600	199	0.40166666666666667	0.345	0.056666666666666664	0.014738806749905351	0.027778605436852174	0.08555472789648115	57	23	184	336	0.0
local_seed1	balanced_node_lognormal_dyad	0.55	0.7	0.25	600	199	0.38	0.33666666666666667	0.043333333333333335	0.014239517748227855	0.01542387854680674	0.07124278811985993	50	24	178	348	0.0
local_seed1	balanced_node_lognormal_dyad	0.55	0.7	0.275	600	199	0.3566666666666667	0.34833333333333333	0.008333333333333333	0.014633182549740784	-0.0203477044641586	0.03701437113082527	41	36	173	350	0.0
local_seed1	balanced_node_lognormal_dyad	0.55	0.7	0.3	600	199	0.35833333333333334	0.34833333333333333	0.01	0.013949986187645622	-0.017341972927785422	0.03734197292778542	38	32	177	353	0.0
local_seed1	balanced_node_lognormal_dyad	0.55	0.7	0.325	600	199	0.3616666666666667	0.35	0.011666666666666667	0.01424391359083701	-0.016251403971373875	0.039584737304707206	40	33	177	350	0.0
local_seed1	balanced_node_lognormal_dyad	0.55	0.7	0.35	600	199	0.34	0.355	-0.015	0.01423870355437226	-0.04290785896656963	0.012907858966569631	32	41	172	355	0.0
local_seed1	balanced_node_lognormal_dyad	0.55	0.7	0.375	600	199	0.34	0.36333333333333334	-0.023333333333333334	0.01309964946764251	-0.04900864628991265	0.0023419796232459836	24	38	180	358	0.0
local_seed1	imbalanced_node_lognormal_dyad	0.55	0.7	0.0	600	199	0.32666666666666666	0.3283333333333333	-0.0016666666666666668	0.011189461281789433	-0.023598010778973957	0.020264677445640623	22	23	174	381	0.0
local_seed1	imbalanced_node_lognormal_dyad	0.55	0.7	0.025	600	199	0.325	0.3233333333333333	0.0016666666666666668	0.010416791874595304	-0.01875024540754013	0.022083578740873463	20	19	175	386	0.0
local_seed1	imbalanced_node_lognormal_dyad	0.55	0.7	0.05	600	199	0.32	0.325	-0.005	0.010936275171899415	-0.026435099336922854	0.016435099336922852	20	23	172	385	0.0
local_seed1	imbalanced_node_lognormal_dyad	0.55	0.7	0.075	600	199	0.31833333333333336	0.31833333333333336	0.0	0.010810246793029768	-0.021188083714338345	0.021188083714338345	21	21	170	388	0.0
local_seed1	imbalanced_node_lognormal_dyad	0.55	0.7	0.1	600	199	0.30833333333333335	0.32166666666666666	-0.013333333333333334	0.012016188919192212	-0.03688506361495007	0.010218396948283403	22	30	163	385	0.0
local_seed1	imbalanced_node_lognormal_dyad	0.55	0.7	0.125	600	199	0.305	0.31833333333333336	-0.013333333333333334	0.012016188919192212	-0.03688506361495007	0.010218396948283403	22	30	161	387	0.0
