phase	design	scenario	temperature	aggregation	method	repetitions	n_perm	rejection_rate	wilson_low	wilson_high	median_p_value	mean_profile_weight	sd_profile_weight	total_rooms	minimum_rooms	maximum_rooms	size_cv	mean_positive_probability	mean_radius_product	mean_dyad_product	covariate_center_correlation	scale_ratio
seed2	balanced	conditional_null	0.0	sqrt_rooms	cv_retrained	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.5	0.5000000000000001	0.0	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.0	sqrt_rooms	cv_standardized	300	199	0.043333333333333335	0.025496448084407246	0.07271746563401146	0.53	0.5000000000000001	0.0	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.0	room_equal	profile	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.455	0.4999999999999999	5.551115123125783e-17	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.0	room_equal	mantel	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.4875	0.4999999999999999	5.551115123125783e-17	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.0	room_equal	nested_max	300	199	0.04	0.023027321487942308	0.06860421203864003	0.4925	0.4999999999999999	5.551115123125783e-17	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.0	room_equal	standardized_max	300	199	0.03	0.01586185380943231	0.05602253914164096	0.47	0.4999999999999999	5.551115123125783e-17	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.0	room_equal	cv_retrained	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.5	0.4999999999999999	5.551115123125783e-17	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.0	room_equal	cv_standardized	300	199	0.043333333333333335	0.025496448084407246	0.07271746563401146	0.53	0.4999999999999999	5.551115123125783e-17	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	building_equal	profile	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.455	0.5000448141747675	0.0029120294202143126	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	building_equal	mantel	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.4875	0.5000448141747675	0.0029120294202143126	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	building_equal	nested_max	300	199	0.04	0.023027321487942308	0.06860421203864003	0.4925	0.5000448141747675	0.0029120294202143126	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	building_equal	standardized_max	300	199	0.03	0.01586185380943231	0.05602253914164096	0.47	0.5000448141747675	0.0029120294202143126	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	building_equal	cv_retrained	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.5	0.5000448141747675	0.0029120294202143126	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	building_equal	cv_standardized	300	199	0.05	0.03053164062934728	0.08084703347274415	0.5225	0.5001687831426237	0.01189246806736856	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	sqrt_rooms	profile	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.455	0.5000448141747676	0.0029120294202143147	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	sqrt_rooms	mantel	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.4875	0.5000448141747676	0.0029120294202143147	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	sqrt_rooms	nested_max	300	199	0.04	0.023027321487942308	0.06860421203864003	0.4925	0.5000448141747676	0.0029120294202143147	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	sqrt_rooms	standardized_max	300	199	0.03	0.01586185380943231	0.05602253914164096	0.47	0.5000448141747676	0.0029120294202143147	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	sqrt_rooms	cv_retrained	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.5	0.5000448141747676	0.0029120294202143147	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	sqrt_rooms	cv_standardized	300	199	0.05	0.03053164062934728	0.08084703347274415	0.5225	0.5001687831426238	0.01189246806736856	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	room_equal	profile	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.455	0.5000448141747675	0.0029120294202143126	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	room_equal	mantel	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.4875	0.5000448141747675	0.0029120294202143126	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	room_equal	nested_max	300	199	0.04	0.023027321487942308	0.06860421203864003	0.4925	0.5000448141747675	0.0029120294202143126	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	room_equal	standardized_max	300	199	0.03	0.01586185380943231	0.05602253914164096	0.47	0.5000448141747675	0.0029120294202143126	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	room_equal	cv_retrained	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.5	0.5000448141747675	0.0029120294202143126	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.1	room_equal	cv_standardized	300	199	0.05	0.03053164062934728	0.08084703347274415	0.5225	0.5001687831426237	0.011892468067368564	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	building_equal	profile	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.455	0.5001121025852036	0.007278684134894119	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	building_equal	mantel	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.4875	0.5001121025852036	0.007278684134894119	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	building_equal	nested_max	300	199	0.04	0.023027321487942308	0.06860421203864003	0.4925	0.5001121025852036	0.007278684134894119	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	building_equal	standardized_max	300	199	0.03	0.01586185380943231	0.05602253914164096	0.47	0.5001121025852036	0.007278684134894119	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	building_equal	cv_retrained	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.5	0.5001121025852036	0.007278684134894119	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	building_equal	cv_standardized	300	199	0.05	0.03053164062934728	0.08084703347274415	0.5125	0.5004351032598258	0.029623171782633528	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	sqrt_rooms	profile	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.455	0.5001121025852036	0.007278684134894128	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	sqrt_rooms	mantel	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.4875	0.5001121025852036	0.007278684134894128	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	sqrt_rooms	nested_max	300	199	0.04	0.023027321487942308	0.06860421203864003	0.4925	0.5001121025852036	0.007278684134894128	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	sqrt_rooms	standardized_max	300	199	0.03	0.01586185380943231	0.05602253914164096	0.47	0.5001121025852036	0.007278684134894128	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	sqrt_rooms	cv_retrained	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.5	0.5001121025852036	0.007278684134894128	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	sqrt_rooms	cv_standardized	300	199	0.05	0.03053164062934728	0.08084703347274415	0.5125	0.5004351032598258	0.029623171782633535	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	room_equal	profile	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.455	0.5001121025852036	0.007278684134894119	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	room_equal	mantel	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.4875	0.5001121025852036	0.007278684134894119	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	room_equal	nested_max	300	199	0.04	0.023027321487942308	0.06860421203864003	0.4925	0.5001121025852036	0.007278684134894119	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	room_equal	standardized_max	300	199	0.03	0.01586185380943231	0.05602253914164096	0.47	0.5001121025852036	0.007278684134894119	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	room_equal	cv_retrained	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.5	0.5001121025852036	0.007278684134894119	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.25	room_equal	cv_standardized	300	199	0.05	0.03053164062934728	0.08084703347274415	0.5125	0.5004351032598258	0.029623171782633528	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	building_equal	profile	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.455	0.5002246831542873	0.014547460968714383	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	building_equal	mantel	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.4875	0.5002246831542873	0.014547460968714383	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	building_equal	nested_max	300	199	0.04	0.023027321487942308	0.06860421203864003	0.4925	0.5002246831542873	0.014547460968714383	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	building_equal	standardized_max	300	199	0.03	0.01586185380943231	0.05602253914164096	0.47	0.5002246831542873	0.014547460968714383	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	building_equal	cv_retrained	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.5025	0.5002246831542873	0.014547460968714383	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	building_equal	cv_standardized	300	199	0.04666666666666667	0.027998933682334012	0.07679736022792105	0.505	0.5009584195827353	0.05850378692383439	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	sqrt_rooms	profile	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.455	0.5002246831542874	0.014547460968714388	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	sqrt_rooms	mantel	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.4875	0.5002246831542874	0.014547460968714388	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	sqrt_rooms	nested_max	300	199	0.04	0.023027321487942308	0.06860421203864003	0.4925	0.5002246831542874	0.014547460968714388	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	sqrt_rooms	standardized_max	300	199	0.03	0.01586185380943231	0.05602253914164096	0.47	0.5002246831542874	0.014547460968714388	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	sqrt_rooms	cv_retrained	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.5025	0.5002246831542874	0.014547460968714388	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	sqrt_rooms	cv_standardized	300	199	0.04666666666666667	0.027998933682334012	0.07679736022792105	0.505	0.5009584195827355	0.0585037869238344	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	room_equal	profile	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.455	0.5002246831542873	0.014547460968714383	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	room_equal	mantel	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.4875	0.5002246831542873	0.014547460968714383	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	room_equal	nested_max	300	199	0.04	0.023027321487942308	0.06860421203864003	0.4925	0.5002246831542873	0.014547460968714383	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	room_equal	standardized_max	300	199	0.03	0.01586185380943231	0.05602253914164096	0.47	0.5002246831542873	0.014547460968714383	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	room_equal	cv_retrained	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.5025	0.5002246831542873	0.014547460968714383	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	0.5	room_equal	cv_standardized	300	199	0.04666666666666667	0.027998933682334012	0.07679736022792105	0.505	0.5009584195827353	0.05850378692383439	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	building_equal	profile	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.455	0.5004531394138191	0.029016192739001783	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	building_equal	mantel	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.4875	0.5004531394138191	0.029016192739001783	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	building_equal	nested_max	300	199	0.04	0.023027321487942308	0.06860421203864003	0.4925	0.5004531394138191	0.029016192739001783	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	building_equal	standardized_max	300	199	0.03	0.01586185380943231	0.05602253914164096	0.47	0.5004531394138191	0.029016192739001783	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	building_equal	cv_retrained	300	199	0.03	0.01586185380943231	0.05602253914164096	0.505	0.5004531394138191	0.029016192739001783	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	building_equal	cv_standardized	300	199	0.043333333333333335	0.025496448084407246	0.07271746563401146	0.4925	0.5024818968058037	0.11179803093316443	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	sqrt_rooms	profile	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.455	0.5004531394138191	0.029016192739001783	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	sqrt_rooms	mantel	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.4875	0.5004531394138191	0.029016192739001783	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	sqrt_rooms	nested_max	300	199	0.04	0.023027321487942308	0.06860421203864003	0.4925	0.5004531394138191	0.029016192739001783	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	sqrt_rooms	standardized_max	300	199	0.03	0.01586185380943231	0.05602253914164096	0.47	0.5004531394138191	0.029016192739001783	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	sqrt_rooms	cv_retrained	300	199	0.03	0.01586185380943231	0.05602253914164096	0.505	0.5004531394138191	0.029016192739001783	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	sqrt_rooms	cv_standardized	300	199	0.043333333333333335	0.025496448084407246	0.07271746563401146	0.4925	0.5024818968058038	0.11179803093316446	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	room_equal	profile	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.455	0.5004531394138191	0.02901619273900178	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	room_equal	mantel	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.4875	0.5004531394138191	0.02901619273900178	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	room_equal	nested_max	300	199	0.04	0.023027321487942308	0.06860421203864003	0.4925	0.5004531394138191	0.02901619273900178	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	room_equal	standardized_max	300	199	0.03	0.01586185380943231	0.05602253914164096	0.47	0.5004531394138191	0.02901619273900178	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	room_equal	cv_retrained	300	199	0.03	0.01586185380943231	0.05602253914164096	0.505	0.5004531394138191	0.02901619273900178	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	1.0	room_equal	cv_standardized	300	199	0.043333333333333335	0.025496448084407246	0.07271746563401146	0.4925	0.5024818968058037	0.11179803093316443	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	2.0	building_equal	profile	300	199	0.03666666666666667	0.02059530516285303	0.06445384817189295	0.455	0.5009349226730371	0.05741887203373428	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	2.0	building_equal	mantel	300	199	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.4875	0.5009349226730371	0.05741887203373428	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	2.0	building_equal	nested_max	300	199	0.04	0.023027321487942308	0.06860421203864003	0.4925	0.5009349226730371	0.05741887203373428	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	2.0	building_equal	standardized_max	300	199	0.03	0.01586185380943231	0.05602253914164096	0.47	0.5009349226730371	0.05741887203373428	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
seed2	balanced	conditional_null	2.0	building_equal	cv_retrained	300	199	0.03	0.01586185380943231	0.05602253914164096	0.5025	0.5009349226730371	0.05741887203373428	72.0	12.0	12.0	0.0	0.4993981481481482	0.006777164336524256	-0.020476891051258408	0.9009466470547002	1.8048711320065514
