phase	design	scenario	strength	n_perm	repetitions	omnibus_rejection_rate	wilson_low	wilson_high	profile_rejection_rate	mantel_rejection_rate	best_component_power	omnibus_regret	adjusted_profile_rejection_rate	adjusted_mantel_rejection_rate	winner_profile_rate	winner_expected_rate	mean_profile_z	mean_mantel_z	profile_only_rate	mantel_only_rate	both_rate	unresolved_rate	profile_only_share_given_reject	mantel_only_share_given_reject	both_share_given_reject	unresolved_share_given_reject	winner_agreement_with_999	decision_agreement_with_999	attribution_agreement_with_999	expected_component
seed2	four_building_target_separation	conditional_null	1.0	499	300	0.03333333333333333	0.01820494733885481	0.06026182580405482	0.04666666666666667	0.04	0.04666666666666667	0.013333333333333336	0.03	0.03333333333333333	0.5633333333333334	nan	-0.057723899267475835	-0.10020024378943584	0.0	0.0033333333333333335	0.03	0.9666666666666667	0.0	0.1	0.9	0.0	1.0	1.0	1.0	none
seed2	four_building_target_separation	node_salience_sign_rewired	1.0	499	300	0.8233333333333334	0.7761675879076233	0.8623232907005036	0.8333333333333334	0.72	0.8333333333333334	0.010000000000000009	0.7966666666666666	0.68	0.7266666666666667	nan	2.79504799379145	2.5244306400003875	0.14333333333333334	0.02666666666666667	0.6533333333333333	0.17666666666666667	0.17408906882591094	0.032388663967611336	0.7935222672064778	0.0	1.0	1.0	1.0	profile
seed2	four_building_target_separation	shared_dyadic_geometry	1.0	499	300	0.9733333333333334	0.9482710570494102	0.9864269301913529	0.8266666666666667	0.98	0.98	0.006666666666666599	0.7633333333333333	0.9733333333333334	0.0	nan	2.46841529994635	4.211963236863275	0.0	0.21	0.7633333333333333	0.02666666666666667	0.0	0.21575342465753425	0.7842465753424658	0.0	1.0	1.0	1.0	mantel
