phase	node_strength	dyad_strength	raw_strength_ratio	fisher_z_strength_ratio	dyadic_weight	node_weight	repetitions	n_perm	profile_power	mantel_power	power_difference	paired_standard_error	paired_ci_low	paired_ci_high	profile_only_rejections	mantel_only_rejections	both_reject	neither_reject	maximum_huber_cdelta_pearson_p_difference
combined	0.75	0.45	1.6666666666666665	2.007333433663095	0.45	0.55	800	199	0.20125	0.2475	-0.04625	0.010852921461768677	-0.06752172606506661	-0.024978273934933393	20	57	141	582	0.0
combined	0.75	0.65	1.1538461538461537	1.2549422135494461	0.2	0.8	800	199	0.55	0.52	0.03	0.014111126988341554	0.0023421911028505514	0.05765780889714944	76	52	364	308	0.0
combined	0.75	0.65	1.1538461538461537	1.2549422135494461	0.225	0.775	800	199	0.505	0.4775	0.0275	0.01433742095181127	-0.0006013450655500893	0.05560134506555009	77	55	327	341	0.0
combined	0.75	0.65	1.1538461538461537	1.2549422135494461	0.25	0.75	800	199	0.4475	0.445	0.0025	0.013815055453978303	-0.024577508689797474	0.02957750868979747	62	60	296	382	0.0
combined	0.75	0.65	1.1538461538461537	1.2549422135494461	0.275	0.725	800	199	0.40875	0.425	-0.01625	0.013859925822483897	-0.043415454612068444	0.010915454612068439	55	68	272	405	0.0
combined	0.75	0.65	1.1538461538461537	1.2549422135494461	0.3	0.7	800	199	0.38375	0.40375	-0.02	0.013335940504382153	-0.04613844338858902	0.006138443388589019	49	65	258	428	0.0
combined	0.75	0.65	1.1538461538461537	1.2549422135494461	0.325	0.675	800	199	0.35375	0.385	-0.03125	0.013131349408823939	-0.05698744484129492	-0.005512555158705079	43	68	240	449	0.0
combined	0.75	0.65	1.1538461538461537	1.2549422135494461	0.35	0.65	800	199	0.33125	0.3725	-0.04125	0.012976750052590566	-0.06668443010307751	-0.015815569896922493	38	71	227	464	0.0
combined	0.75	0.8	0.9375	0.8856218745807111	0.2	0.8	800	199	0.51125	0.47	0.04125	0.012855626425362773	0.016052972206288967	0.06644702779371103	70	37	339	354	0.0
combined	0.75	0.8	0.9375	0.8856218745807111	0.225	0.775	800	199	0.475	0.45	0.025	0.012094486171172418	0.0012948071045020618	0.04870519289549794	57	37	323	383	0.0
combined	0.75	0.8	0.9375	0.8856218745807111	0.25	0.75	800	199	0.4325	0.42125	0.01125	0.011524769944682076	-0.011338549091576871	0.03383854909157687	47	38	299	416	0.0
combined	0.75	0.8	0.9375	0.8856218745807111	0.275	0.725	800	199	0.41	0.405	0.005	0.011864641256278051	-0.018254696862304978	0.02825469686230498	47	43	281	429	0.0
combined	0.75	0.8	0.9375	0.8856218745807111	0.3	0.7	800	199	0.3725	0.395	-0.0225	0.01197064358691111	-0.04596246143034577	0.0009624614303457742	37	55	261	447	0.0
combined	0.75	0.8	0.9375	0.8856218745807111	0.325	0.675	800	199	0.35625	0.38625	-0.03	0.012336540754897483	-0.054179619879599066	-0.005820380120400932	37	61	248	454	0.0
combined	0.75	0.8	0.9375	0.8856218745807111	0.35	0.65	800	199	0.335	0.38625	-0.05125	0.012055536770859352	-0.07487885207088432	-0.027621147929115665	27	68	241	464	0.0
extension_combined	0.35	0.65	0.5384615384615384	0.4713586535697024	0.0	1.0	1200	199	0.5433333333333333	0.44916666666666666	0.09416666666666666	0.01191782069023668	0.07080773811380277	0.11752559521953056	164	51	488	497	0.0
extension_combined	0.35	0.65	0.5384615384615384	0.4713586535697024	0.025	0.975	1200	199	0.4866666666666667	0.41333333333333333	0.07333333333333333	0.011717491263909053	0.050367050456071594	0.09629961621059507	146	58	438	558	0.0
extension_combined	0.35	0.65	0.5384615384615384	0.4713586535697024	0.05	0.95	1200	199	0.42583333333333334	0.38416666666666666	0.041666666666666664	0.010803057499572926	0.02049267396750373	0.0628406593658296	110	60	401	629	0.0
