model	n_combinations	intercept	coefficient_1	coefficient_2	r_squared_logit_crossover	rmse_logit_crossover	maximum_absolute_logit_residual	loocv_rmse_logit_crossover	loocv_maximum_absolute_logit_error	separate_coefficient_sum
raw_ratio	9	-1.1878241148012991	0.6615465353366241	nan	0.685591834652453	0.1761057953974913	0.3805207512774693	0.20229116906383285	0.43093117003329917	nan
fisher_z_ratio	9	-1.1929348450977644	0.4827308340064357	nan	0.6438022044813325	0.18744434973058008	0.40533417075697686	0.21463203834099664	0.4571002420265593	nan
separate_fisher_z	9	-0.940089858644663	0.7560986844301458	-0.09336919383063136	0.9378669626735308	0.0782867081924302	0.14385571930322683	0.11751132104496538	0.19731810306413433	0.6627294905995145
