cap	maximum_null_rejection	worst_absolute_core_power_loss	mean_core_power_loss	minimum_masking_gain	mean_masking_gain	feasible	selected
4.5	0.050833333333333335	0.09083333333333332	0.025069444444444432	0.2802777777777778	0.445	0	0
5.0	0.05111111111111111	0.05666666666666664	0.011666666666666667	0.2280555555555556	0.4326851851851852	0	0
5.5	0.050833333333333335	0.031944444444444386	0.005162037037037016	0.17250000000000001	0.3970370370370371	0	0
6.0	0.05027777777777778	0.015833333333333255	0.0023379629629629584	0.12694444444444444	0.35194444444444445	1	1
6.5	0.050555555555555555	0.0050000000000000044	0.0008101851851851916	0.09083333333333334	0.30472222222222217	1	0
7.0	0.050277777777777775	0.0022222222222222365	0.00020833333333333814	0.06805555555555556	0.2561111111111111	1	0
8.0	0.05000000000000001	0.0	0.0	0.034444444444444444	0.1725	1	0
