family	n	n_blocks	scale_ratio	signal_magnitude	permutation_scheme	method	repetitions	n_perm	rejection_rate	wilson_low	wilson_high	mean_observed_cdelta	mean_permutation_reference
matched_within_block	40	4	2.0	4.0	within_block	original_l2	1500	499	0.866	0.8478226760593904	0.8823074806534367	1.0974287223089796	1.0131648720030173
matched_within_block	40	4	2.0	4.0	within_block	huber_primary	1500	499	0.8546666666666667	0.8359250400062567	0.8715963504695613	1.600428473287261	1.0969888118271056
matched_within_block	40	4	2.0	4.0	within_block	huber_cap6	1500	499	0.852	0.8331310884654884	0.8690705923075038	1.5537378380363915	1.0914820965595724
matched_within_block	40	4	2.0	6.0	unrestricted	original_l2	1500	499	0.9993333333333333	0.9962333345857864	0.9998823072683257	1.177279509531579	1.000140400557897
matched_within_block	40	4	2.0	6.0	unrestricted	huber_primary	1500	499	1.0	0.9974455692798185	1.0	2.263487794412193	1.0010697145921503
matched_within_block	40	4	2.0	6.0	unrestricted	huber_cap6	1500	499	1.0	0.9974455692798185	1.0	1.9228319362846753	1.0007625352051754
matched_within_block	40	4	2.0	6.0	within_block	original_l2	1500	499	0.9993333333333333	0.9962333345857864	0.9998823072683257	1.177279509531579	1.0171252618078
matched_within_block	40	4	2.0	6.0	within_block	huber_primary	1500	499	0.998	0.9941361954746901	0.9993195915280091	2.263487794412193	1.1465519349266646
matched_within_block	40	4	2.0	6.0	within_block	huber_cap6	1500	499	0.996	0.9913004908913017	0.9981655138342782	1.9228319362846753	1.112155630909775
conditional_null	40	4	4.0	0.0	unrestricted	original_l2	1500	499	0.334	0.31058294506255607	0.3582651259365442	1.0307326302226347	1.0000288257598988
conditional_null	40	4	4.0	0.0	unrestricted	huber_primary	1500	499	0.3953333333333333	0.3708884513108845	0.4203129428532068	1.2290628325793647	1.0001897867152771
conditional_null	40	4	4.0	0.0	unrestricted	huber_cap6	1500	499	0.402	0.3774685345457889	0.42703213387536676	1.2273471799870994	1.000170894511602
conditional_null	40	4	4.0	0.0	within_block	original_l2	1500	499	0.048666666666666664	0.03888362661591451	0.06075550618083598	1.0307326302226347	1.0313606893319398
